iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
TCD,Chad,2024-10-05,0.0,2.2,8.6,2024-10-11
TCD,Chad,2024-10-12,0.0,2.2,7.9,2024-10-18
TCD,Chad,2024-10-19,0.0,1.5,6.9,2024-10-25
TCD,Chad,2024-10-26,0.0,1.5,6.8,2024-11-01
TCD,Chad,2024-11-02,0.1,3.6,9.5,2024-11-08
TCD,Chad,2024-11-09,0.0,2.0,7.5,2024-11-15
TCD,Chad,2024-11-16,0.0,2.1,8.0,2024-11-22
TCD,Chad,2024-11-23,0.0,2.8,8.0,2024-11-29
TCD,Chad,2024-11-30,0.0,3.5,9.9,2024-12-06
TCD,Chad,2024-12-07,0.0,1.5,7.3,2024-12-13
TCD,Chad,2024-12-14,0.0,1.9,6.0,2024-12-20
TCD,Chad,2024-12-21,0.1,2.4,6.4,2024-12-27
