iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
FIN,Finland,2024-10-05,0.2,0.2,3.5,2024-10-11
FIN,Finland,2024-10-12,0.1,0.3,3.6,2024-10-18
FIN,Finland,2024-10-19,0.1,0.3,3.9,2024-10-25
FIN,Finland,2024-10-26,0.3,0.4,3.9,2024-11-01
FIN,Finland,2024-11-02,0.2,0.6,4.5,2024-11-08
FIN,Finland,2024-11-09,0.3,0.4,3.0,2024-11-15
FIN,Finland,2024-11-16,0.0,0.0,4.4,2024-11-22
FIN,Finland,2024-11-23,0.3,0.8,6.6,2024-11-29
FIN,Finland,2024-11-30,0.1,0.3,4.3,2024-12-06
FIN,Finland,2024-12-07,0.0,0.5,3.9,2024-12-13
FIN,Finland,2024-12-14,0.2,0.3,3.8,2024-12-20
FIN,Finland,2024-12-21,0.5,0.7,3.9,2024-12-27
