iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
PRK,North Korea,2024-10-05,0.1,0.4,4.0,2024-10-11
PRK,North Korea,2024-10-12,0.1,1.1,6.4,2024-10-18
PRK,North Korea,2024-10-19,0.0,0.3,4.2,2024-10-25
PRK,North Korea,2024-10-26,0.0,0.6,4.8,2024-11-01
PRK,North Korea,2024-11-02,0.1,0.2,4.2,2024-11-08
PRK,North Korea,2024-11-09,0.0,0.3,4.6,2024-11-15
PRK,North Korea,2024-11-16,0.1,1.1,6.3,2024-11-22
PRK,North Korea,2024-11-23,0.0,1.1,7.4,2024-11-29
PRK,North Korea,2024-11-30,0.0,0.6,3.6,2024-12-06
PRK,North Korea,2024-12-07,0.1,0.6,5.0,2024-12-13
PRK,North Korea,2024-12-14,0.0,0.5,4.8,2024-12-20
PRK,North Korea,2024-12-21,0.0,0.1,4.7,2024-12-27
