iso3,country,start of the week,probability of extreme crisis (%),probability of severe crisis (%),probability of mild crisis (%),end of the week
CRI,Costa Rica,2024-10-05,0.0,0.0,4.0,2024-10-11
CRI,Costa Rica,2024-10-12,0.0,0.1,3.8,2024-10-18
CRI,Costa Rica,2024-10-19,0.0,0.0,2.5,2024-10-25
CRI,Costa Rica,2024-10-26,0.0,0.0,3.8,2024-11-01
CRI,Costa Rica,2024-11-02,0.0,0.1,2.4,2024-11-08
CRI,Costa Rica,2024-11-09,0.0,0.0,2.2,2024-11-15
CRI,Costa Rica,2024-11-16,0.0,0.1,2.8,2024-11-22
CRI,Costa Rica,2024-11-23,0.0,0.0,2.6,2024-11-29
CRI,Costa Rica,2024-11-30,0.0,0.2,2.8,2024-12-06
CRI,Costa Rica,2024-12-07,0.0,0.1,2.8,2024-12-13
CRI,Costa Rica,2024-12-14,0.0,0.1,3.4,2024-12-20
CRI,Costa Rica,2024-12-21,0.0,0.0,1.7,2024-12-27
