,ISO_3,year,"Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Primary education, teachers","Adjusted net enrollment rate, primary (% of primary school age children)",Children out of school (% of primary school age),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Adolescents out of school (% of lower secondary school age),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)"
10,PRI,2007,94.02422904968262,16.0,93.36940892537439,110.64914583333334,46672.75,92.97148,7.698274552822106,80.60316085815428,40.6800003051758,77.3099975585938,20.89179201920827,14.713971177736902,1.0298518609876433,5.084832414984699,21.2399997711182,93.19829018910727,91.69082641601562,93.37282260258993,93.20167795817059,20.133991458333334,4.321258932352064
11,PRI,2008,94.04525248209634,16.0,93.36940892537439,110.64914583333334,46671.541666666664,92.97148,7.698274552822106,80.60316085815428,42.7999992370605,77.7099990844727,20.89179201920827,13.986497600873292,0.7921293129523594,4.6952907492717095,21.1499996185303,93.19829018910727,91.69179662068684,93.21699682871503,93.25168609619142,20.133991458333334,4.333709468444187
12,PRI,2009,78.55791664123535,13.0,66.39789199829102,98.61078499999999,26058.0,92.37370416666667,5.200390918956454,48.92085854212441,19.89134883880616,34.68118937810264,5.624287928920238,9.561576786140606,0.22488990596806024,4.253644056618215,14.106580376625065,91.2220468521118,88.45222059885663,93.91712443033853,93.75378068288168,18.470434166666667,3.365125720699627
13,PRI,2010,92.0,13.0,70.31086254119873,104.1620275,25708.0,90.03191,8.40293025970459,57.979802608490004,19.02009699741999,42.952783823013284,5.436685651230324,9.056938640773295,0.2445244723930955,1.8207135424017904,15.260195255279541,91.68635749816895,90.63360436757407,91.66724268595377,90.3389663696289,16.919415833333332,3.281403720378874
14,PRI,2011,85.74057499567667,13.0,89.386313756307,101.96121291666667,22395.0,86.70075,10.4231300354004,80.1699981689453,43.8800010681152,69.7799987792969,10.074179649353,17.694066365559873,0.39809012350936707,2.410728842020034,31.1299991607666,92.19060643513998,88.01132615407309,94.19156551361085,90.88818597793582,17.693403333333336,3.525062546133994
15,PRI,2012,86.50682497024536,13.0,88.8399963378906,102.91333083333333,19081.0,87.08987,7.57275009155273,80.0,28.17684078216552,69.9300003051758,10.4070100784302,14.710000038147,0.740000009536743,6.03999996185303,31.2099990844727,92.7730073928833,88.82486947377524,94.19156551361085,90.88818597793582,18.944660416666668,3.525062546133994
16,PRI,2013,93.36282825469969,13.0,69.01518885294595,94.3926,20457.0,86.49538,5.77777004241943,56.77770249048867,21.680885354677837,52.226957321167006,7.84110021591187,14.177830502390853,0.5135053272048632,2.5514763028671346,25.660165568192824,98.4717025756836,98.4717025756836,100.0,95.4087066650391,38.58278,6.48108005523682
17,PRI,2014,93.02949492136636,13.0,69.00893878936768,94.45409,19266.0,85.54503,3.81549000740051,56.738119284311914,20.162606636683147,52.17029094696046,5.24477005004883,13.054485365748398,0.4855613879238565,2.551476302867134,25.584332247575148,98.4717025756836,98.4717025756836,100.0,95.3797378540039,36.77856,6.07265996932983
18,PRI,2015,63.9373852411906,13.0,69.59780820210776,90.00935,18028.0,83.68389,2.7660698890686,54.21838490168254,21.70357880989711,41.51815541585285,5.98610019683838,10.836860239505766,0.338585279881954,2.7566929906606674,17.6002012093862,93.90160846710205,89.39771207173663,94.81665929158527,90.0486947695414,17.848390000000002,3.6111186196406706
19,PRI,2016,77.84458319346109,13.0,70.1194855372111,99.46828875,16810.0,78.79343,6.72430992126465,58.79877058664955,20.871249616146088,47.64228200912477,10.7718696594238,12.682129248976702,0.41219493591537054,2.3771359579016766,19.910872181256618,93.28936481475829,89.32374509175621,96.38581911722818,92.79361391067505,16.540210000000002,2.993261223038038
20,PRI,2017,92.0,13.0,91.3899993896484,100.97760208333335,101857.04166666667,98.25017958333333,1.2919436488300582,88.4499969482422,50.0499992370605,80.0199966430664,2.9729660853821125,7.59000015258789,0.930000007152557,2.11999988555908,26.2800006866455,91.97681331634519,91.81218083699542,92.66626644134523,93.02459780375165,19.266879583333335,4.646362145741781
21,PRI,2018,79.05291652679443,13.0,65.667405128479,99.00044,14453.0,92.09702166666668,4.77967977523804,47.67464526494342,20.90014115969341,36.07343053817751,6.4336199760437,11.673061341047294,0.3183337943628428,3.0426766332238926,16.650132139523823,92.6147731145223,88.83337895075482,97.10120932261148,91.45887422561646,17.92368833333333,2.8202865868806835
22,PRI,2019,79.34024302164713,13.0,73.46844482421875,100.23843541666668,87617.38020833333,91.95322125,4.821622606599703,59.23042106628416,18.809819221496582,45.688911120096876,8.950721979141235,12.056887467702234,0.705664121856292,5.317341732482109,15.568338076273605,92.61902332305907,86.85492070515953,93.77643585205078,96.63730367024738,18.556944583333333,4.256651659806568
23,PRI,2020,79.34024302164713,13.0,73.46844482421875,100.23843541666668,87617.38020833333,91.95322125,4.821622606599703,59.23042106628416,18.809819221496582,45.688911120096876,8.950721979141235,12.056887467702234,0.705664121856292,5.317341732482109,15.568338076273605,92.61902332305907,86.85492070515953,93.77643585205078,96.63730367024738,18.556944583333333,4.256651659806568
24,PRI,2021,92.4000015258789,13.0,73.10428873697917,99.19689416666665,42265.914388020836,92.43511041666666,4.141177590936426,60.90725517272947,18.723344802856445,42.0274844169617,9.83757195870081,8.257734452684723,0.5208505348612864,2.140359426538149,13.659857749938968,89.60377089182535,89.61663373311363,88.74836230278015,94.24261665344238,19.185523333333336,3.9303326010704036
25,PRI,2022,79.34024302164713,13.0,73.46844482421875,100.23843541666668,87617.38020833333,91.95322125,4.821622606599703,59.23042106628416,18.809819221496582,45.688911120096876,8.950721979141235,12.056887467702234,0.705664121856292,5.317341732482109,15.568338076273605,92.61902332305907,86.85492070515953,93.77643585205078,96.63730367024738,18.556944583333333,4.256651659806568
26,PRI,2023,78.67548529307047,13.0,62.30125840504965,98.55093916666667,1025418.6666666666,93.17615125,17.9344997406006,54.82239325841266,22.353608389695488,43.84190718332928,13.7718296051025,12.872091228763265,0.5769975942869977,2.7137269135564543,19.813719769318904,93.46459134419757,91.99128246307376,96.2380895614624,95.19616794586182,18.614493958333334,3.99797186255455
27,BMU,1997,77.22765350341797,13.0,65.73169167836508,99.66832208333332,478.0,91.12837375,5.942938124140104,50.329216957092264,23.474035342534386,38.47564359505973,11.098546932140984,9.585712234179184,0.192572723608464,2.6206847863892713,16.097738544146225,93.15679995218912,88.50235176086429,97.37924734751383,91.91153001785278,14.458454583333335,2.15227007865906
28,BMU,1998,69.87765343983969,13.0,69.3924191792806,95.81376499999999,11789.916666666666,89.12635374999999,5.281690071026483,47.57025019327797,13.735276103019714,38.51798200607301,9.355284581581746,9.311887403329212,0.564327505727609,1.5340884923934919,12.008027076721199,91.5400498708089,88.85379838943484,93.81880450248718,92.82198143005371,1.85199,2.15227007865906
29,BMU,1999,69.835986773173,13.0,69.37219587961833,95.81376499999999,12823.833333333332,89.12635374999999,5.983658420542876,47.949006716410295,13.128124157587692,39.65974187850953,9.228603333234783,9.642221649487812,0.5761746844897668,1.3759754622975966,12.038478612899784,90.70668252309162,90.22878901163739,93.44501376152039,92.96512762705484,15.509591666666665,2.15227007865906
30,BMU,2000,77.801820119222,13.0,92.78727722167972,95.82320874999999,18168.958333333332,84.66903458333334,5.355170011520385,91.5400009155273,53.5,85.6999969482422,14.171421815951666,17.794564352681213,0.3090572599321602,4.6023130416870055,27.5599994659424,89.72144889831543,87.6187515258789,91.39696510632834,88.12819258371991,19.478324583333332,2.15227007865906
31,BMU,2001,63.19545555114747,13.0,66.5911070505778,99.75904,536.0,93.70458791666667,5.373063767949739,48.88298877080282,24.663018584251404,36.67139812310535,12.280746618906658,8.49167569478353,0.2147562250805397,2.66675262277325,12.505089233318971,94.34897867838541,88.71060625712076,95.04167207082111,92.11061875025429,16.310201250000002,2.15227007865906
32,BMU,2002,63.23712221781413,13.0,66.90954367319743,98.78049,548.0,93.54158499999998,5.373063767949739,48.24297475814819,25.93134530385335,35.76901908715564,11.086662491162622,8.488150993982952,0.2052355826211472,2.525303538888693,13.670019388198856,94.4833869934082,89.00017420450845,95.65178743998209,91.98056999842323,16.3018,2.15227007865906
33,BMU,2003,62.69545555114747,13.0,67.33410469690959,106.42769,548.0,94.4847825,5.15114819506804,48.87599817911784,27.032666444778442,36.80407488346098,11.449707784379523,9.894935846328734,0.28509557681779063,2.880461249500511,17.357725739479065,94.01490751902261,88.71995258331297,95.55218442281085,93.24361165364581,17.658755833333334,1.6662700176239
34,BMU,2004,62.778788884480804,13.0,67.44675699869792,101.00376,560.0,93.71597083333333,5.2241357018550225,48.448750813802086,24.602922956148785,36.330892046292604,10.619780896231532,10.431236704190571,0.32683231122791756,3.2739183331529276,16.96912116805713,94.34897867838541,88.5189406077067,95.04167207082111,91.99904362360634,16.040816666666668,1.77587997913361
35,BMU,2005,63.11212221781413,13.0,66.61128203074138,103.31633,571.0,97.46259,5.195125440756478,47.340474923451744,25.09115970134735,34.99610245227812,9.94409441264967,10.258523305257164,0.30097156654422474,2.8478936776518817,14.671640386184063,94.12039979298908,88.71995258331297,95.22489293416339,93.24361165364581,15.401333333333334,1.98877000808716
36,BMU,2006,63.32045555114747,13.0,65.78871027628581,102.85344,567.0,93.52566875,5.373063767949739,46.847974936167404,27.03266644477844,34.45943582057951,11.462209661801655,9.357428153355917,0.2595758899115026,3.2447779203454634,14.977487444877628,94.21523507436115,88.71995258331297,95.24334335327147,93.24361165364581,15.53903,1.98877000808716
37,BMU,2007,68.37765343983969,13.0,69.35665257771811,92.79061541666667,12999.75,89.90423541666667,5.285636313259601,47.66666428248086,13.14194432894389,40.69501876831056,17.656555255254112,10.426900823911037,0.5854838434606792,1.388534021874267,12.248853206634529,91.5431801478068,91.2479524612427,94.24747729301453,95.26211293538412,13.966365833333334,1.98877000808716
38,BMU,2008,68.37765343983969,13.0,69.35665257771811,92.79061541666667,12999.75,89.90423541666667,5.285636313259601,47.66666428248086,13.14194432894389,40.69501876831056,17.656555255254112,10.426900823911037,0.5854838434606792,1.388534021874267,12.248853206634529,91.5431801478068,91.2479524612427,94.24747729301453,95.26211293538412,13.966365833333334,1.98877000808716
39,BMU,2009,69.12765343983969,13.0,69.48954709370932,93.66966833333333,11469.625,89.12635374999999,5.347738812367121,47.79569991429645,13.02436808745066,39.191242853800475,11.2709813217322,10.551642934481308,0.17748296819627277,1.697276644408701,12.054758628209434,90.40197467803952,89.07296657562259,92.97921665509543,91.93124771118164,16.18145625,2.28920006752014
40,BMU,2010,88.81216764450073,13.0,97.58824062347414,100.41494,608.0,96.73425125,4.1358466198047035,88.55949370066325,51.0099983215332,77.0199966430664,3.2408530693501216,28.3299999237061,0.759999990463257,8.05000019073486,37.3600006103516,90.37737878163654,86.91975831985472,92.17708110809328,88.6521175702413,13.48375,2.30668997764587
41,BMU,2011,62.731705347696945,13.0,73.17212104797363,101.9774,486.0,96.26612,1.66812002658844,60.74855645497641,25.22822463512421,47.53201548258461,3.06647992134094,15.123455921808867,0.3710560727243622,2.482868274052938,21.887554913759235,94.36851406097412,86.94289604822794,93.15991497039794,90.55965948104857,16.549651666666666,2.19656991958618
42,BMU,2012,62.398372014363616,13.0,72.66966438293457,99.13669,429.0,92.71386,0.677299976348877,59.60491466522217,26.428637862205502,44.908827344576494,6.5985032555957694,13.786670178174962,0.36813940604527784,2.512034942706425,21.88755491375923,94.7688070933024,85.77167304356891,94.27369213104247,90.77832746505734,15.355566666666666,2.38597130775452
43,BMU,2013,63.653788884480804,13.0,68.0612211227417,97.07174,573.0,93.56107125,5.373063767949739,50.567058722178146,24.896576007207234,38.341573198636354,11.95571082830429,9.210958401362106,0.20889842587833599,2.5412031337618832,14.827271501223255,94.61121527353922,89.11042245229083,95.81382242838541,93.33378918965656,15.040793333333333,2.27950310707092
44,BMU,2014,62.61212221781413,13.0,69.33423519134521,106.87593,610.0,94.08436,5.15114819506804,52.24043766657512,27.032666444778442,37.80770631631213,8.911449508741498,11.888155142466221,0.2921352678289016,3.009003870189188,19.022058725357056,94.30058479309082,88.6931611696879,98.0618667602539,90.41041358311969,18.23369,1.5368800163269
45,BMU,2015,78.76932017008463,13.0,67.12055079142253,70.75038,398.0,91.50469291666667,5.921377365787825,50.23472023010252,23.22958163420359,35.90601694583894,8.656422174846131,12.097207943598427,0.36147984924415744,2.951913565397261,17.00632770856221,94.80405553181964,91.91320482889813,96.95270093282065,98.5322799682617,15.3828675,1.50163996219635
46,BMU,2016,89.35973691940308,13.0,97.65289211273195,106.67155916666667,420.0,93.92761875,5.021395305792494,91.51999855041504,54.7400016784668,87.4499969482422,5.280617664878564,31.1100006103516,1.27999997138977,9.98999977111816,40.810001373291,90.85532697041826,85.32061115900675,93.65043131510419,89.19879039128622,14.527078750000001,1.91544389724731
47,BMU,2017,68.085986773173,13.0,69.66818141937256,96.05622458333332,12207.09166844686,88.5388675,4.930870085954666,46.47043466567991,13.131751974423729,40.44480721155804,14.573687473932898,10.29038119316101,0.5905309598892928,1.1096117198467255,12.3603326479594,91.27825959523517,89.3953323364258,92.42632659276327,91.28459405899048,16.98494,1.32495999336243
48,BMU,2018,69.87765343983969,13.0,69.60301717122397,90.98263583333332,12542.883335113525,89.12635374999999,4.703677569826444,46.77486721674599,13.845054546991982,39.18389050165814,18.571976900100715,10.59777168432872,0.1832628864794969,0.8747603694597876,12.342916170756027,92.17911148071286,88.95738029479983,95.9330673217773,91.36318890253702,15.609015416666667,1.93595468997955
49,BMU,2019,68.37765343983969,13.0,69.19593652089436,91.00192291666664,12258.708333333334,89.12635374999999,5.339135065674781,48.82234732309975,12.155949393908188,39.49124431610109,17.656555255254112,10.37158238887787,0.580226209635536,1.1524453287323313,11.604889194170635,91.5431801478068,91.49580319722496,94.2922268708547,95.26211293538412,13.130113333333332,1.92679822444916
50,BMU,2020,68.37765343983969,13.0,69.10177898406982,91.54367208333332,12071.541666666666,89.12635374999999,5.529132602115472,47.369164943695054,14.649485627810162,38.641620477040625,12.411893367767332,10.352218747138979,0.580471886942784,0.9443176289399464,11.604889194170635,92.58064047495523,91.49580319722496,94.2922268708547,95.26211293538412,12.3513,1.89008772373199
51,BMU,2021,68.37765343983969,13.0,69.10177898406982,91.54367208333332,12066.041666666666,89.12635374999999,6.207806753615539,48.280572255452455,12.222748001416527,39.04618183771771,12.411893367767332,10.352218747138979,0.1767747489114602,1.0561868896087008,11.604889194170635,92.58064047495523,91.49580319722496,94.2922268708547,95.26211293538412,12.0799825,1.88491690158844
52,BMU,2022,68.37765343983969,13.0,69.2548303604126,91.00192291666664,13342.291666666668,89.12635374999999,4.457191325724125,47.86533419291176,12.155949393908188,39.49124431610109,17.656555255254112,10.37158238887787,0.5835518110543491,1.1524453287323313,11.604889194170635,91.32094701131183,91.49580319722496,94.2922268708547,95.26211293538412,13.130113333333334,1.92221343517303
53,BMU,2023,68.37765343983969,13.0,69.00608412424722,90.98263583333332,13336.625,88.94861916666667,5.041942154367764,48.8378809293111,13.577125390370693,41.047490596771254,18.571976900100708,9.780730326970419,0.20814433383444939,1.186482643087705,11.782763282457989,94.03455543518065,91.0842660268148,100.0,96.3973700205485,14.24597125,1.93364679813385
54,GRD,1997,68.78773005803427,9.0,58.15392963091533,99.43883,878.0,92.50813291666667,10.706790228684747,45.2270462910334,13.866941471894588,30.8870965242386,17.869875126518316,7.556935707728066,0.16677350675066308,0.9178200215101242,10.75222197175026,90.9532643953959,90.44034608205162,92.24018112818399,94.25912284851074,16.378610416666664,4.078106234471003
55,GRD,1998,68.78773005803427,9.0,56.91291673978171,104.93827,859.0,92.33418083333333,13.18633562326432,42.811698635419184,13.866941471894584,30.76768028736116,17.869875126518316,7.556935707728066,0.16677350675066308,0.9178200215101242,10.75222197175026,90.55389324824014,90.21609020233157,92.15185880661011,94.3221314748128,16.378610416666668,4.058494985103607
56,GRD,1999,46.29097906748454,9.0,56.9518469174703,106.94981,872.0,99.7502,0.535539984703064,42.056503017743424,14.13037550449372,30.664081096649145,3.7528575748438024,6.621287778019901,0.16535239045818642,0.9154604791353145,11.443431347608565,91.73040596644083,89.75182596842447,89.98130973180133,92.1030858357747,18.219622083333334,3.7276907352109765
57,GRD,2000,72.99883588155112,9.0,60.14127524693807,101.19648166666667,796.0,93.13144625,10.873278786738721,43.583429654439264,14.266605118910473,35.597288767496764,8.523610850175224,9.633629709482193,0.7424926950285831,4.996884735922018,11.819155494372055,92.12598228454588,90.56622250874841,94.22273890177408,94.04968770345053,18.264172916666666,4.103285163640975
58,GRD,2001,72.99883588155112,9.0,60.14127524693807,101.19648166666667,765.0,93.13144625,10.873278786738721,43.583429654439264,14.266605118910473,35.597288767496764,8.523610850175224,9.633629709482193,0.7424926950285831,4.996884735922018,11.819155494372055,92.39670117696124,90.2683636347453,94.22273890177408,94.04968770345053,18.264172916666666,4.103285163640975
59,GRD,2002,63.9373852411906,12.0,75.47941430409752,126.21798,765.0,99.18575,3.31727004051208,63.05522600809732,23.838208178679153,53.66031742095945,6.72790002822876,14.239799231290808,0.37162837448219443,2.8213984072208396,23.325914144516005,93.51358763376871,87.49964507420856,94.77851899464923,89.35686508814493,18.32307541666667,5.336478193600975
60,GRD,2003,73.41114934285483,12.0,76.218505859375,105.63236,888.0,96.62860916666668,5.31370673080286,55.64889192581178,25.368432700634,41.88787158330281,18.9457607269287,14.33310105403264,0.2948507918044925,2.8465003073215494,19.728654146194458,87.9077987670898,97.869987487793,81.357307434082,90.5052032470703,9.7668,3.92673993110657
61,GRD,2004,79.17791652679443,12.0,71.00846417744955,98.47543416666667,895.0,99.67625,1.49997997283936,57.98981094360349,21.082324683666233,43.05933507283531,7.48362016677856,14.15797786911328,0.42347736097872235,2.451072958608468,18.60215113560359,92.96414597829181,87.83912801742557,95.03772004445395,92.45205354690552,17.580235416666667,4.2296379407246905
62,GRD,2005,59.444885412851974,12.0,73.85803127288818,103.89269,791.0,96.52311,7.48130989074707,61.0505256652832,24.11602733532588,46.27977403004962,9.86454963684082,13.054658283789946,0.436970895156264,2.7350496873259544,20.966134309768687,94.25323422749838,87.12751531600951,95.2501811981201,90.51330995559691,17.47569875,4.967513958613079
63,GRD,2006,77.61999988555908,12.0,65.52003208796184,98.23643291666667,791.0,93.11525208333333,5.15713404926161,49.81603821118671,22.56166654825211,33.542061885197974,9.99098710777859,11.854666511217753,0.25669331289827824,1.8230996572722988,15.529597170650959,93.39379056294757,90.99262142181398,96.3815139134725,93.02971824010214,15.754819583333333,4.297588050365448
64,GRD,2007,63.6873852411906,12.0,73.81218083699545,104.47678,871.0,98.8071,2.80386996269226,60.83386294047037,24.301863332589466,46.02107238769529,5.099871640404069,13.153886983791978,0.37823088560253365,2.4467881172895423,21.125381231307987,92.40857855478922,89.66886901855467,92.67497825622557,91.75566514333087,17.552898749999997,4.967513958613079
65,GRD,2008,60.099626859029144,12.0,72.0888417561849,105.99534,615.0,98.73716,1.08798003196716,59.439698219299316,22.937922775745403,48.5097748438517,5.201402485370639,12.886655996243148,0.39509396813809855,3.040641670425734,20.42922266324362,93.70171896616617,90.93203131357828,93.73473771413165,93.85142707824704,18.288505833333332,4.800299207369488
66,GRD,2009,63.8123852411906,12.0,73.13471476236981,116.73767,830.0,96.86003458333333,4.15061368110279,55.05926903088887,22.502646307150524,41.145790259043345,8.154196524992585,13.77024630705515,0.29783903000255424,2.9474929595987014,18.531144777933754,93.98583285013834,91.32303682963052,93.60291449228922,93.81595611572264,18.479814583333336,4.951741486787798
67,GRD,2010,63.383218447367355,12.0,73.71053314208984,120.52263,851.0,96.54224875,4.089042186737059,59.40525690714519,25.0885084271431,45.27020819981891,5.036762422571581,15.016586432854325,0.40037837469329424,2.7097317526737834,21.15346097946167,93.04540475209555,89.21308040618894,91.96698252360025,92.00757630666094,20.261590416666664,5.07508230209351
68,GRD,2011,78.6229165395101,12.0,70.85026041666667,99.44065666666665,903.0,94.41056958333333,1.09829938411713,56.464180628458635,21.66436233123144,42.300799369812026,0.141767114400864,15.261096725861224,0.4613486174494026,2.824284491439659,21.567022522290554,90.77934964497882,88.46321042378744,92.87872695922852,93.68780708312988,19.17427125,5.48532342910767
69,GRD,2012,77.12374973297119,12.0,70.08612775802612,99.64630916666667,903.0,93.75735708333333,5.522145852446558,55.543289025624574,24.74577556053798,42.439122835795104,6.697209050258001,15.677060246467583,0.33504383731633425,2.5312437601387496,21.785445650418602,91.8467346827189,89.7446492513021,92.86209138234457,94.30661296844482,18.981704166666667,5.07225894927979
70,GRD,2013,63.97905190785727,12.0,73.81218083699545,114.62815,875.0,95.80720541666666,4.305277266850071,60.83386294047037,24.16180274883906,46.02107238769529,8.52204036712646,13.153886983791978,0.4392296550795434,2.9536523322264348,21.125381231307987,93.3130547205607,87.20517524083454,94.99041906992593,90.6601179440816,17.870190416666667,4.967513958613079
71,GRD,2014,62.12879339853923,12.0,71.82330671946208,106.56977,902.0,95.81518333333332,1.07585000991821,57.558832486470536,23.300175170103717,40.91602357228595,7.12874984741211,12.886655996243148,0.4492296557873486,2.768235663572947,21.550045251846317,94.64752705891925,91.69145647684732,94.01342487335202,93.88461240132648,18.668974166666665,4.47756576538086
72,GRD,2015,62.087126731872566,12.0,72.29305680592856,104.94719,791.0,96.43311291666666,1.15340995788574,57.22628561655681,21.95466015736262,41.23578151067096,0.833329975605011,13.199610978364934,0.44454504363238784,2.7605650623639417,20.285961071650185,92.94782288869223,90.23639583587645,92.17118485768634,92.72201887766516,19.901537916666665,4.23861026763916
73,GRD,2016,78.71958319346109,12.0,71.0317357381185,100.76545,854.0,94.14311375,2.01852011680603,58.05358378092445,21.181095182895668,43.15067386627199,0.237542062997818,14.208828181028357,0.38200622641791887,2.28440860658884,20.136500358581547,90.19419288635254,88.40397198994955,93.36067390441895,93.32566165924072,16.774472916666667,4.349656562010447
74,GRD,2017,64.12946859995525,12.0,74.61769167582194,100.91892,832.0,94.47467291666666,4.466426387429235,60.88864803314209,26.565619071324665,47.694549878438295,9.614231292158365,16.062147935231522,0.3249778277240694,2.9395020008087154,23.957204977671303,93.86177317301431,90.6379617055257,94.90797074635822,93.67597675323485,13.58036,3.17379999160767
75,GRD,2018,89.33690913518271,12.0,97.8070983886719,98.86609,807.0,99.23558,6.31348180770874,47.0323791503906,18.3204936981201,43.5216789245605,1.99791657924652,5.19569635391235,0.16574524932851378,1.8291323184967,11.8481788635254,91.96595096588135,90.25607140858969,93.59317334493002,92.24498112996422,18.959114583333335,3.55919337272644
