ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
PRT,2006,12.2,28.9714798401349,0.6,4.4,2.2,99.1723220427417,0.34,,97.0,97.0,97.0,3.47,98.2921052004459,,,9.0,0.0,0.2,60.2543138659962,9.35,2.5,17.115,78.419512195122
PRT,2007,12.1,29.0511840288839,0.6,4.2,2.1,99.1678162409362,0.34,,97.0,97.0,95.0,3.43,98.4120592958514,,,9.0,0.0,0.2,62.4776764680508,9.25,2.5,16.597,78.3219512195122
PRT,2008,12.0,29.1529124320952,0.6,4.0,2.1,99.1647371583627,0.33,,97.0,97.0,97.0,3.38,98.5303308108402,,,9.0,0.0,0.1,64.7688370067351,9.58,2.5,15.864,78.5243902439025
PRT,2009,12.0,29.244009879561,0.6,3.9,2.1,99.1630556133463,0.32,,96.0,96.0,95.0,3.36,98.6468956571885,,,10.0,0.0,0.2,67.1259681070496,10.13,2.5,15.149,78.7268292682927
PRT,2010,12.0,29.3434267725978,0.6,3.8,2.1,99.1627671316977,0.31,,97.0,98.0,96.0,3.37,98.7617899525804,,,10.0,0.0,0.2,69.5477903216848,10.03,2.5,14.45,79.0268292682927
PRT,2011,12.0,29.47008462901,0.6,3.7,2.1,99.1638694569545,0.3,,97.0,97.0,97.0,3.37,98.8750282234556,99.9,,9.0,0.0,0.1,72.0326962854227,9.73,2.5,13.323,80.4707317073171
PRT,2012,12.0,29.5912422933152,0.6,3.7,2.1,99.1663315159812,0.29,,98.0,98.0,97.0,3.4,98.9866064300204,99.9,,10.0,0.0,0.1,74.5790520428957,9.65,2.5,11.886,80.3731707317073
PRT,2013,12.1,29.739001103488,0.6,3.7,2.1,99.1701175619018,0.28,,98.0,98.0,98.0,3.39,99.0965393431923,99.9,,9.0,0.0,0.2,77.185010257651,9.4,2.5,10.295,80.7219512195122
PRT,2014,12.3,29.8816778507576,0.6,3.7,2.1,99.1752188842536,0.26,,98.0,98.0,98.0,3.32,99.2048529041414,99.9,,9.0,0.0,0.3,79.849286197009,9.34,2.5,8.976,81.1219512195122
PRT,2015,12.4,29.9716806703021,0.6,3.6,2.1,99.1816088485954,0.24,,98.0,98.0,98.0,3.37,99.3115702473537,99.9,,10.0,0.0,0.2,82.5702935507059,9.32,2.5,8.286,81.1243902439025
PRT,2016,12.5,30.0379524206239,0.6,3.6,2.1,99.1892646693898,0.23,,98.0,98.0,98.0,3.39,99.4167140776134,99.9,,11.0,0.0,0.2,85.3465835368208,9.39,2.5,7.949,81.1243902439025
PRT,2017,12.7,30.1024140453548,0.6,3.6,2.0,99.1981685973505,0.21,,98.0,98.0,98.0,3.39,99.5203122437578,99.9,,11.0,0.0,0.3,88.1767399752561,9.31,2.5,7.805,81.4243902439025
PRT,2018,13.0,30.1945630804691,0.6,3.5,1.9,99.2082795604193,0.19,,98.0,99.0,99.0,3.44,99.6100577656131,99.9,,11.0,0.0,0.3,90.8382825593682,9.41,2.5,7.595,81.3243902439024
PRT,2019,13.2,30.2273183572401,0.6,3.5,1.9,99.2195941125794,0.18,,98.0,99.0,99.0,3.51,99.6451165848976,99.9,,11.0,0.0,0.3,91.3154864791908,9.51,2.5,7.608,81.6756097560976
PRT,2020,,30.287558296311,0.5,3.4,1.8,99.2320673881807,0.16,,99.0,99.0,99.0,3.53,99.6633839183155,98.6,,12.0,0.0,,91.7682707018949,10.55,2.5,6.776,80.9756097560976
PRT,2021,,30.3152806767,0.5,3.2,1.7,99.2456837063356,0.14,,99.0,99.0,98.0,,99.6623153657443,,,,0.0,,92.1942203619852,11.14,2.5,5.811,81.3780487804878
PRT,2022,,30.3390721513997,0.5,3.2,1.6,99.2604090152506,,,99.0,99.0,98.0,,99.6612567289747,,,,0.0,,92.7560834206961,10.62,2.5,6.642,81.5804878048781
PRT,2023,,,,,,,,,99.0,99.0,98.0,,,,,,,,,,,,
NZL,1997,,15.4589371980676,0.1,8.1,3.5,,0.03,,99.0,86.0,99.0,6.0999999046,,,,,,,,,,32.541,77.3341463414634
NZL,1998,,15.5677655677656,0.1,7.8,3.5,,0.03,,87.0,81.0,81.0,6.1999998093,,,,,,,,,,29.592,78.0853658536585
NZL,1999,,15.5516941789748,0.1,7.6,3.5,,0.04,,89.0,88.0,83.0,,,92.0,,,,,,,,29.351,77.890243902439
NZL,2000,8.1,15.4987633965375,0.1,7.4,3.5,99.9999997720245,0.04,,90.0,90.0,85.0,,99.9999997720245,97.3,,11.0,0.0,0.3,80.436447366178,7.4700222,,28.517,78.6365853658537
NZL,2001,8.1,15.546875,0.1,7.2,3.5,99.9999994727498,0.04,,90.0,90.0,85.0,,99.9999994727498,96.6,,11.0,0.0,0.1,81.0221764096247,7.5789361,2.5,27.677,78.6926829268293
NZL,2002,8.1,15.5261221486387,0.1,7.0,3.5,99.9999996042885,0.05,,89.0,90.0,84.0,6.2,99.9999996042885,99.2,,10.0,0.0,0.2,81.6087747884766,7.90045929,2.5,25.844,78.8463414634146
NZL,2003,8.1,15.5862068965517,0.1,6.9,3.4,99.9999994777015,0.05,,89.0,90.0,84.0,,99.9999994777015,98.2,,10.0,0.0,0.4,82.196241870012,7.72169256,2.5,26.026,79.1463414634146
NZL,2004,8.1,15.6572164948454,0.1,6.7,3.3,99.9999984208119,0.05,,88.0,89.0,83.0,,99.9999984208119,94.0,,12.0,0.0,0.3,82.7845770277524,7.90090561,2.5,27.052,79.5487804878049
NZL,2005,8.2,15.634395670475,0.1,6.6,3.1,100.0,0.06,,87.0,89.0,82.0,,100.0,96.6,,10.0,0.0,0.2,83.3737837064171,8.27334881,2.5,27.06,79.8512195121951
NZL,2006,8.2,15.6917885264342,0.1,6.5,3.0,99.9999977338024,0.06,,87.0,89.0,82.0,,99.9999977338024,96.8,,11.0,0.0,0.2,83.9638554771398,8.63841629,2.5,28.144,80.0487804878049
NZL,2007,8.3,15.7451290152712,0.1,6.5,2.9,100.0,0.06,,88.0,88.0,79.0,,100.0,96.7,,10.0,0.0,0.4,84.5548009700669,8.32904434,2.5,31.476,80.1512195121951
NZL,2008,8.3,15.7608695652174,0.1,6.4,2.9,99.9999974555785,0.06,,90.0,89.0,86.0,,99.9999974555785,96.7,,10.0,0.0,0.5,85.146610064143,9.12382889,2.5,32.357,80.3512195121951
NZL,2009,8.4,15.7845868152275,0.1,6.3,3.1,100.0,0.07,,93.0,92.0,89.0,2.41,100.0,96.7,,10.0,0.0,0.3,85.7392956836745,9.62076378,2.5,29.868,80.7024390243902
NZL,2010,8.5,15.83552055993,0.1,6.2,3.2,99.9999988878029,0.07,,90.0,93.0,91.0,2.75,99.9999988878029,96.8,,10.0,0.0,0.3,86.3328420315525,9.59277534,2.5,29.176,80.9048780487805
NZL,2011,8.6,15.8264462809917,0.1,6.1,3.3,100.0,0.07,,95.0,95.0,93.0,2.82,100.0,96.7,,10.0,0.0,0.2,86.9272640696162,9.51987362,2.5,26.315,81.1560975609756
NZL,2012,8.8,15.8761270090161,0.1,6.0,3.3,100.0,0.07,,93.0,93.0,92.0,2.83,100.0,96.8,,10.0,0.0,0.3,87.522550722475,9.65163612,2.5,24.74,81.4073170731707
NZL,2013,8.8,15.9073935772965,0.1,5.8,3.3,99.9999995940721,0.06,,93.0,92.0,92.0,2.78,99.9999995940721,96.7,,8.0,0.0,0.2,87.576741542511,9.36019325,2.5,21.843,81.4048780487805
NZL,2014,9.0,15.9195199435228,0.1,5.7,3.2,99.9999988101768,0.06,,93.0,93.0,93.0,2.75,99.9999988101768,96.7,,8.0,0.0,0.2,87.6279798090773,9.40168381,2.5,19.249,81.4568292682927
NZL,2015,9.3,15.9538357094365,0.1,5.5,3.1,99.9999992554402,0.06,,92.0,92.0,93.0,2.72,99.9999992554402,96.3,,9.0,0.0,0.2,87.6762658218537,9.28344345,2.5,18.773,81.6124390243903
NZL,2016,9.5,15.9443725743855,0.1,5.3,3.0,100.0,0.05,,92.0,92.0,92.0,2.75,100.0,96.5,,8.0,0.0,0.1,87.7215998273943,9.24379444,2.5,16.369,81.6585365853659
NZL,2017,9.8,16.0025101976781,0.1,5.2,2.8,100.0,0.05,,94.0,94.0,93.0,2.74,100.0,96.6,,7.0,0.0,0.2,87.7639801996339,8.96694851,2.5,15.069,81.8585365853659
NZL,2018,10.1,16.0244648318043,0.1,5.1,2.7,100.0,0.04,,93.0,93.0,92.0,2.63,100.0,96.4,,8.0,0.0,0.2,87.8034027112127,9.0351162,2.5,13.548,81.7073170731707
NZL,2019,10.4,15.981335666375,0.1,4.9,2.7,100.0,0.04,,92.0,92.0,92.0,2.55,100.0,96.5,,7.0,0.0,0.2,87.9647336972472,9.49310207,2.5,13.083,82.0560975609756
NZL,2020,,16.0250926717993,0.1,4.8,2.6,100.0,0.03,,92.0,92.0,91.0,2.51,100.0,,,7.0,0.0,,88.6171481068608,10.07205391,2.5,11.865,82.2560975609756
NZL,2021,,16.0598362969235,0.1,4.7,2.5,99.9999962306108,0.02,,90.0,90.0,91.0,2.66,99.9999962306108,,,,0.0,,88.6779807535633,10.04858398,2.5,10.911,82.2073170731707
NZL,2022,,16.1009817671809,0.1,4.6,2.5,100.0,,,89.0,89.0,90.0,,100.0,,,,0.0,,88.738818480283,,2.5,10.937,82.7609756097561
NZL,2023,,,,,,,,,88.0,88.0,89.0,,,,,,,,,,,,
ISR,1997,,26.398916967509,,7.8,4.0,,,,97.0,95.0,97.0,6.0500001907,,,,,,,,,,17.509,78.0
ISR,1998,,26.5391969407266,,7.5,3.9,,,,97.0,92.0,94.0,6.0999999046,,,,,,,,,,17.744,78.1487804878049
ISR,1999,,26.6356692128861,,7.2,3.7,,,,96.0,91.0,94.0,6.1199998856,,,,,,,,,,17.343,78.6585365853659
ISR,2000,12.8,26.741440377804,,6.9,3.6,100.0,,,98.0,93.0,95.0,3.9,100.0,,,9.0,0.0,0.1,80.2051492273202,6.62,,17.271,78.9536585365854
ISR,2001,12.3,26.8508583690987,,6.6,3.4,100.0,,,96.0,92.0,95.0,3.93,100.0,,,7.0,0.0,0.0,80.9091761842482,7.02,2.5,16.816,79.4073170731707
ISR,2002,12.0,26.9651741293532,,6.3,3.3,99.9999970119462,,,98.0,90.0,95.0,3.88,99.9999970119462,,,6.0,0.0,0.0,81.6157476736836,6.92,2.5,16.644,79.4512195121951
ISR,2003,11.7,27.0872420262664,,6.1,3.1,100.0,,,98.0,93.0,96.0,3.99,100.0,,,5.0,0.0,0.1,82.3248923363971,6.86,2.5,16.472,79.6487804878049
ISR,2004,11.5,27.2178770949721,,5.8,2.9,100.0,,,99.0,95.0,97.0,3.92,100.0,,,4.0,0.0,0.0,83.0366007655449,6.8,2.5,15.523,80.1463414634146
ISR,2005,11.4,27.395498392283,,5.6,2.7,100.0,,,96.0,93.0,94.0,3.85,100.0,,,4.0,0.0,0.0,83.7508562441492,6.9,2.5,15.006,80.1512195121951
ISR,2006,11.3,27.5613275613276,,5.3,2.6,99.9999994925706,,,96.0,95.0,96.0,3.52,99.9999994925706,,,4.0,0.0,0.0,84.4676758667656,6.71,2.5,14.51,80.5536585365854
ISR,2007,11.3,27.6722090261283,,5.1,2.5,99.9999998665515,,,99.0,95.0,97.0,3.46,99.9999998665515,,,4.0,0.0,0.0,85.1870469536771,6.7,2.5,14.149,80.5048780487805
ISR,2008,11.3,27.7619859768808,,4.9,2.4,100.0,,,99.0,94.0,98.0,3.4,100.0,,,3.0,0.0,0.0,85.908985973856,6.83,2.5,14.044,80.9512195121951
ISR,2009,11.3,27.8229448961156,,4.7,2.4,100.0,,,98.0,96.0,97.0,3.32,100.0,,,3.0,0.0,0.0,86.6334854609508,6.92,2.5,13.728,81.4048780487805
ISR,2010,11.4,27.847448891943,,4.6,2.4,100.0,,,97.0,95.0,96.0,3.29,100.0,,,3.0,0.0,0.0,87.3605924652245,6.89,2.5,13.21,81.6024390243903
ISR,2011,11.4,27.8421138476594,,4.4,2.3,100.0,,,98.0,94.0,97.0,3.27,99.9956562109151,,,3.0,0.0,0.0,88.0882383105222,6.84,2.5,12.286,81.6560975609756
ISR,2012,11.5,27.8551532033426,,4.3,2.3,99.9999994340339,,,97.0,94.0,96.0,3.23,99.9884574761968,,,3.0,0.0,0.0,88.8171094909591,6.98,2.5,11.634,81.7048780487805
ISR,2013,11.6,27.881368374688,,4.1,2.2,100.0,,,97.0,96.0,98.0,3.23,99.9813938876175,,,3.0,0.0,0.0,89.5486557636205,6.96,2.5,10.315,82.0560975609756
ISR,2014,11.7,27.9040580114349,,4.0,2.1,99.9999977771095,,,97.0,95.0,97.0,3.21,99.9744578785105,,,3.0,0.0,0.0,90.2828524444207,7.05,2.5,10.092,82.1536585365854
ISR,2015,11.9,27.9251790925975,,3.9,2.1,100.0,,,96.0,95.0,98.0,3.17,99.9676680162629,,,3.0,0.0,0.0,91.0197165775213,7.02,2.5,9.672,82.0512195121951
ISR,2016,12.1,27.9605263157895,,3.8,2.0,100.0,,,95.0,94.0,97.0,3.13,99.9610224265061,,,3.0,0.0,0.0,91.7592465672452,7.1,2.5,9.277,82.4073170731707
ISR,2017,12.3,27.9903147699758,,3.7,2.0,100.0,,,97.0,98.0,98.0,3.16,99.954530525254,,,3.0,0.0,0.0,92.501468705461,7.18,2.5,8.863,82.5512195121951
ISR,2018,12.6,28.0381439702291,,3.7,1.9,99.9999974940639,,,96.0,98.0,98.0,3.12,99.9481936554644,,,3.0,0.0,0.0,93.246366687265,7.23,2.5,8.186,82.8024390243903
ISR,2019,12.9,28.0892576810944,,3.6,1.9,99.9999972375092,,,96.0,98.0,99.0,3.12,99.9420152981856,,,3.0,0.0,0.0,93.9939270854838,7.17,2.5,7.481,82.8048780487805
ISR,2020,,28.1294104874607,,3.5,1.8,100.0,,,96.0,98.0,99.0,3.07,99.9360152701559,,,3.0,0.0,,94.7442026231493,7.71,2.5,6.918,82.6487804878049
ISR,2021,,28.1401731053409,,3.4,1.8,100.0,,,96.0,98.0,99.0,3.06,99.9301814472667,,,,0.0,,95.4971484657731,7.9,2.5,6.759,82.5
ISR,2022,,28.1736619573064,,3.4,1.8,100.0,,,96.0,98.0,98.0,,99.9245193973947,,,,0.0,,96.252787006842,,2.5,6.737,82.7
ISR,2023,,,,,,,,,96.0,98.0,98.0,,,,,,,,,,,,
KHM,1997,,42.2523514650395,1.0,119.3,38.6,,2.55,,,46.0,50.0,,,,,,,,,,,52.698,56.743
KHM,1998,,43.4496840348158,1.2,117.3,37.9,,2.12,,,47.0,54.0,,,34.0,,,,,,,,54.096,57.028
KHM,1999,,44.5913965407657,1.2,113.0,36.9,,1.67,,,53.0,63.0,,,,,,,,,,,53.484,57.69
KHM,2000,53.9,45.8041283518745,1.2,105.9,35.5,51.899880591249,1.22,0.0,,59.0,65.0,,10.1863241737143,31.8,,606.0,87.4509302151028,0.9,,6.53804731,,54.734,58.625
KHM,2001,52.8,46.9416050114068,1.2,96.5,33.7,53.6084259872673,0.92,0.0,,60.0,59.0,0.6,11.3935107421311,,,574.0,83.9797107057256,0.9,5.778906261877,7.00522089,24.1,56.35,59.966
KHM,2002,51.8,47.9908612746513,1.2,86.7,31.8,55.3148453414085,0.78,2.0,,54.0,52.0,0.62,14.2304196427319,,,497.0,80.5134275778589,0.8,8.2645336375873,7.22556973,21.7,52.181,61.226
KHM,2003,50.9,48.9434796337228,1.1,78.0,30.1,57.0191403415165,0.68,3.0,,69.0,65.0,,17.0917223528328,,,464.0,77.0520797934483,0.8,10.7261397409417,6.93705606,20.0,50.286,62.523
KHM,2004,50.0,49.7855830100061,1.1,70.7,28.5,58.53308870878,0.58,4.0,,85.0,80.0,0.1,19.9778491724546,16.3,,447.0,73.5951011272885,0.8,11.9800183171576,7.07894278,19.3,45.903,63.552
KHM,2005,49.2,50.4764979338843,1.0,64.7,27.2,59.8022578613588,0.49,9.0,,82.0,79.0,0.6,22.8886756357962,43.8,,382.0,70.1425536430659,0.7,13.1834583877923,6.84559298,18.0,44.582,64.293
KHM,2006,48.3,51.0082588646015,1.0,59.8,25.9,61.0435915393988,0.41,16.0,80.0,80.0,78.0,,25.8235906865063,43.8,,350.0,66.6950299039938,0.7,14.3966115631659,6.11889315,16.5,46.624,65.059
KHM,2007,47.6,51.4301020474828,1.0,55.5,24.8,62.2574600533449,0.34,32.0,82.0,82.0,79.0,,28.7829838695833,,,327.0,63.2520268431004,0.7,15.6196649285128,4.90875959,15.0,47.422,65.731
KHM,2008,47.0,51.7534106813514,0.9,51.4,23.6,63.4540973985695,0.29,36.0,91.0,91.0,89.0,0.64,31.7836066371633,,60.4408061327722,309.0,59.7958535798877,0.6,16.8605055889341,6.60109425,13.5,46.006,66.47
KHM,2009,46.6,51.9898579326389,0.9,47.4,22.5,64.676667603416,0.25,42.0,92.0,94.0,92.0,,34.8956032926961,,60.562400970377,277.0,56.2541757183349,0.6,18.1522801898672,7.58330584,12.3,46.478,67.444
KHM,2010,46.3,52.1604132964567,0.9,43.8,21.3,65.8701567479709,0.21,37.0,91.0,90.0,90.0,0.81,38.0261681716986,71.0,60.685689059795,276.0,52.7254516244406,0.6,19.4514402198614,6.91169977,10.7,49.114,67.712
KHM,2011,46.1,52.2825577153577,0.9,40.5,20.2,67.0347427632734,0.19,49.0,91.0,91.0,88.0,0.7,41.1748173469742,71.0,60.8106712079698,252.0,49.2099995659555,0.6,20.7577789640648,7.50353098,9.7,50.152,68.416
KHM,2012,46.1,52.3436990677358,0.8,37.6,19.2,68.17060774941,0.18,54.0,91.0,90.0,84.0,,44.3410593815793,74.0,60.9373458791753,246.0,45.7081319743637,0.6,22.0710864449261,7.26115417,8.9,53.533,68.915
KHM,2013,46.2,52.3460506511354,0.8,35.2,18.1,69.2776988970285,0.18,61.0,86.0,86.0,79.0,0.83,47.5240172212346,,63.2701806850017,229.0,42.2205422363876,0.5,23.3909690868282,7.10386753,8.7,55.19,69.304
KHM,2014,46.4,52.2827203075222,0.8,33.3,17.1,70.3567098391523,0.17,69.0,90.0,90.0,83.0,,50.7239587338179,89.0,65.5839564001967,228.0,38.7467752885725,0.5,24.7175796261999,6.70157766,8.1,54.465,69.736
KHM,2015,46.5,52.1523047154558,0.7,31.6,16.2,71.4076002072769,0.17,80.0,91.0,91.0,85.0,0.85,53.9399800809398,,67.8779265891048,209.0,35.2875449656998,0.5,26.050513179343,6.19431591,7.5,53.572,69.873
KHM,2016,46.7,51.9464590443686,0.7,30.1,15.5,72.4305818903856,0.16,82.0,91.0,91.0,85.0,0.9,57.1715605520056,,70.1516776822719,197.0,31.8431672705641,0.5,27.4005091111545,6.11648464,7.0,52.522,70.224
KHM,2017,46.8,51.7026950962917,0.7,28.8,14.8,73.4256474740959,0.16,93.0,90.0,90.0,85.0,,60.4178596670621,,72.4045950105575,204.0,28.4142479585766,0.5,28.9501805978989,5.65125847,6.2,51.735,70.515
KHM,2018,47.0,51.4307259335066,0.6,27.5,14.2,74.3943716170771,0.15,87.0,89.0,89.0,86.0,0.74,63.6801687178509,,74.6373897123768,209.0,24.9994249894103,0.5,30.5074205735579,6.06630135,5.1,51.007,70.561
KHM,2019,47.1,51.0693489333531,0.6,26.5,13.6,75.3367210731245,0.15,83.0,88.0,88.0,87.0,,66.957416421946,,76.8491003218309,214.0,21.5995833400243,0.5,32.0717110768177,6.84972715,4.6,50.2,70.692
KHM,2020,,50.6143104568088,0.6,25.5,13.1,76.2531074222297,0.15,89.0,87.0,87.0,83.0,,70.249097797564,,79.0390980136457,218.0,18.2150625960816,,33.6428089117546,7.11156559,4.9,48.594,70.416
KHM,2021,,50.0901878348139,0.5,24.6,12.6,77.0660433448441,0.15,75.0,87.0,87.0,83.0,,73.5541422054636,,81.2064667541407,,15.0030632726285,,35.2201965774342,7.53223085,5.0,47.847,69.584
KHM,2022,,49.5327737484041,0.5,23.7,12.2,78.0065041801654,0.15,89.0,85.0,85.0,83.0,,76.719418336462,98.7,83.3505318947043,,12.076229371325,,36.7328900790653,,4.6,47.089,69.896
KHM,2023,,,,,,,,,85.0,85.0,79.0,,,,,,,,,,,,
LTE,1997,,,,40.1613987686399,21.5990788756308,,,,11.7903851883265,85.264289998207,86.757759819593,3.60346883227409,,,,,,,,,,25.448686277614,70.1800441995482
LTE,1998,,,,38.19236498149,20.6767528960549,,,,13.0338812404799,86.6510462074724,86.6592813368534,3.69691649585884,,,,,,,,,,23.7517216421713,70.6094029939051
LTE,1999,,,,36.1764949731301,19.8371241046662,,,,22.6996127012537,87.7546857754541,87.9333100103797,3.56033274047406,,,,,,,,,,23.753957918533,70.7609703603816
LTE,2000,23.6642899512621,,,34.1366296013531,18.937004278552,83.4238221311302,,,59.8041223517387,88.7390512099692,88.6374642018655,2.78652930229938,64.8185425629161,94.9556402385429,,65.0,3.73532199818025,1.99037805150995,24.1060877374455,5.33082185454985,,23.1906073073033,71.0761017425385
LTE,2001,22.8670615885047,,,31.8923542936808,17.7609590333719,83.7578056886301,,,65.0755086743498,89.4092609991725,89.538894678174,2.70385382825648,65.632065352424,,,62.0,3.56437050769865,2.04596498660515,24.7420179588932,5.24165847933461,10.2339300667452,22.3909835950307,71.6214130012757
LTE,2002,22.2145473671011,,,29.7361145636883,16.5376578263808,84.6211988099833,,,70.1854573190615,88.562057428337,89.2053114988871,2.86165615019483,67.3177458523659,,,61.0,3.32208620967444,2.03749603041408,25.3338559472849,5.28864388278702,9.57172607526206,21.8302417063077,71.9187484002977
LTE,2003,21.6297423173799,,,26.8151343148527,15.1470007121903,85.4678896625285,,,79.2732589952687,90.1217233392797,89.1289164369435,2.70470910271665,68.8829428653066,,,53.0,3.12327573473925,2.09647466374812,26.772150244363,5.20063625888784,8.78834779844582,21.3933836550451,72.3325339579536
LTE,2004,21.0931938219053,,,25.0093331349438,14.0672781898175,86.2937751153961,,,84.1631358817678,90.5290995702178,90.090678253914,2.72346991210215,70.4331108537727,,,55.0,2.92592737123276,2.12392888733797,28.3183478237272,5.10044137815194,8.10997295933483,20.510130917356,72.6351633895552
LTE,2005,20.4890677365875,,,23.0367340624292,12.9900838326408,87.3147228931316,,,87.8274897003831,90.9784294199166,90.342924279116,2.75548294674369,71.9701589287081,,,52.0,2.7275399403706,2.10068543097783,29.949274819717,5.07821287818661,7.46277080879697,20.5532915608825,73.029864807392
LTE,2006,19.8955719291519,,,21.3698565838733,11.9713232931609,88.0776857081865,,,92.8073250320215,94.3996822335078,94.3083312412665,2.75396799467249,73.4979034049813,,,50.0,2.53328305839758,2.01388533399734,31.6640934972781,4.99998198299164,6.77090893565596,21.598129730562,73.4493127163463
LTE,2007,19.2864405827726,,,19.8923355744236,11.0556780101822,88.8150693694631,,,92.087991000165,94.3039986675394,94.4737272852998,2.78062675265685,75.0090963022411,,,47.0,2.34486802275955,1.95144971835911,33.4624787617767,4.90983702788337,5.9781662973947,22.280080063097,73.741117020079
LTE,2008,18.8061244594172,,,18.556085068097,10.182134577029,89.5306890320596,,,94.6368282641847,96.8015659361319,96.7119539570408,2.89814214936974,76.5012040007578,,,45.0,2.15993511064609,1.97806499289443,35.3356346799412,5.01950967295063,5.21676646971708,23.8127687784789,73.9185071737617
LTE,2009,18.2411893180953,,,17.4397684346091,9.41035497711567,90.223223779358,,,97.5564885259136,98.0742981993394,98.1573219089834,2.97100871022827,77.97065536673,,,42.0,1.97787710357996,1.93394902871216,37.2682179794786,5.46310428186434,4.39510976929164,24.7327814650638,74.3293723863249
LTE,2010,17.7704845130279,,,16.2704377682045,8.78024316556514,90.8788150028902,,,97.0697099551062,97.7885840803479,98.1305659503022,3.16141101943691,79.4160458858367,98.1253698172324,,40.0,1.79913242712486,1.90837051988468,39.2538239739642,5.23835190819019,4.03586157309211,25.0876172871097,74.6118098153115
LTE,2011,17.4691366813791,,,15.383091890266,8.24674978425842,91.5040539462272,,,97.6969429372451,97.864338615654,98.022110178989,3.15769028705108,80.8352790788864,,,38.0,1.62471122020266,1.8716164206397,41.2928627951657,5.15987944499067,3.86820366203004,25.2658036064441,74.9461201956277
LTE,2012,17.2586314771739,,,14.4450119783813,7.67635522044676,92.106274934146,,,97.7898114205414,97.7499955411803,98.1619112078623,3.45178841482737,82.2317924488812,,,35.0,1.45387329983215,1.83109444169472,43.4312772817589,5.19256136290949,3.77358463125502,26.0306545020244,75.2238186728944
LTE,2013,17.2294883959538,,,13.664198289079,7.22376854454723,92.6893225604987,,,95.9295334019537,96.08150873074,98.2287590930557,3.48838683094753,83.6076862998765,,,35.0,1.28777367680067,1.73962987752192,45.6302214466016,5.30408280351328,3.66449108642964,25.7008025338959,75.5192108232904
LTE,2014,17.2397976499223,,,12.8377724889656,6.79708533073964,93.2503355975286,,,97.6668132480175,97.4542806561693,98.0250961913104,3.63360128524077,84.9621808422025,,,33.0,1.12625786071282,1.73143625284599,47.8878387005018,5.39891967201168,3.59941796407626,25.6068966390192,75.7890775087528
LTE,2015,17.3256515033452,,,12.226647749488,6.42251943230396,93.7912671783237,,,97.9138351554975,97.9543302605084,97.9559670376451,3.75585347419614,86.2950586911119,,,33.0,0.969177711274228,1.70653632977026,50.2084705541967,5.46083926224524,3.53669617290915,24.32003250347,76.011905470381
LTE,2016,17.500608524591,,,11.597651038519,6.04549990736538,94.3017031621983,,,96.9305177518468,96.9970973733196,97.8893115431333,3.8802779735686,87.5976450160957,,,31.0,0.816738901789779,1.62718781642729,52.5721688425445,5.54560359253077,3.50081418986109,23.1574462150249,76.2571977187085
LTE,2017,17.6423810184233,,,10.9049818085707,5.64773394871068,94.8197506020795,,,96.3482718751921,96.4517640650233,97.0801232675019,4.0434527244722,88.8730641861746,,94.7888664045159,30.0,0.671574062674912,1.60428116093709,54.9609576784094,5.64434725273986,3.47217064005074,21.9664728317719,76.3982706820151
LTE,2018,17.802966082781,,,10.5911276624663,5.52815330767629,95.3185008476075,,,95.8354716090038,95.861156135712,97.5682355474914,4.31819789306168,90.1159658181941,,94.8710392627212,29.0,0.527453939607071,1.53981496467886,57.3820106255959,5.62427027060397,3.42738582743781,20.2546304858361,76.7688297686968
LTE,2019,18.046662068772,,,10.1778338915259,5.27368869795557,95.7810872753451,,,94.8962749044057,94.8526735645419,97.3188642709258,4.39428233114635,91.335455095758,99.0289308202291,94.919617236094,30.0,0.397532526546525,1.51410203154286,59.834894309238,5.78090134202871,2.90845712960786,19.1726032936006,76.9908432902863
LTE,2020,,,,9.94902648607297,5.22333562165521,96.2210777713836,,,94.9089714817645,94.9993916654056,95.4248548118222,4.55207116389809,92.5046955625681,,94.9490449363099,34.0,0.283274569817952,,60.8242078186128,6.1389784427999,2.98603916003867,17.5274366742761,76.7229405185737
LTE,2021,,,,9.69125381497058,5.08471206682561,96.7900172686888,,,92.1288629476052,92.2815743159015,93.9622394605322,,93.6498646633515,,94.9888205711984,,0.18760312975223,,61.7963744262044,5.97009524312491,3.05945387642365,16.5187653775519,76.3723357240641
