ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
MMR,1997,,0.5,96.5,41.0,,0.75,,90.0,88.0,,,56.4,,,,,,,,-58984.0,,41.15,59.243,
MMR,1998,,0.5,94.0,39.9,,0.84,,90.0,89.0,,,,,,,,,,,-62299.0,,40.634,59.794,
MMR,1999,,0.6,91.5,38.9,,0.94,,75.0,86.0,,,,,,,,,,,-81905.0,,40.16,59.881,
MMR,2000,47.6,0.6,89.1,37.8,47.7268532369647,0.98,,82.0,84.0,0.7,63.4598761862451,,,371.0,10.1118722853968,3.3,58.3812403177287,2.0,,-106816.0,,39.351,60.155,2.28598623243381
MMR,2001,46.6,0.7,86.7,36.8,49.1890418639071,0.95,,73.0,73.0,,64.0138787377536,57.0,,323.0,9.95294751828765,3.0,58.9231808058515,2.15,,-131190.0,38.6,39.34,60.416,1.99066274856717
MMR,2002,45.7,0.7,84.3,35.7,50.6713196252269,0.92,,79.0,77.0,0.63,64.5659721349404,,,319.0,9.79456703694649,3.1,59.2414385300321,2.58,,-150317.0,35.9,40.013,60.725,1.7512822118135
MMR,2003,44.8,0.8,81.9,34.7,52.1738693593399,0.88,8.0,78.0,80.0,0.69,65.1163566338286,67.5,,316.0,9.63661538587053,3.1,59.5552191066226,2.38,,-165833.0,33.6,39.082,60.98,1.62815452541821
MMR,2004,43.9,0.8,79.3,33.7,53.6965766171392,0.84,39.0,82.0,86.0,0.71,65.6650226981939,,,326.0,9.47909907404162,3.0,59.8644915571785,2.32,,-169843.0,31.3,38.107,61.25,1.56954877648497
MMR,2005,43.0,0.8,76.8,32.7,55.2393218321691,0.79,62.0,73.0,84.0,0.72,66.2119534701718,,,321.0,9.32202151789774,3.0,60.1692168081534,2.33,48.2,-185133.0,29.0,37.441,61.599,1.41646408803081
MMR,2006,42.1,0.8,74.1,31.9,56.8017092189817,0.75,75.0,82.0,78.0,0.72,66.7569454756528,,,332.0,9.16549742257837,2.9,60.4693120188437,2.25,,-186225.0,25.7,36.73,61.893,1.61577849918487
MMR,2007,41.3,0.8,71.3,31.0,58.3838996351405,0.71,85.0,86.0,81.0,0.74,67.3001776825017,63.9,,318.0,9.00941747951835,2.6,60.7648068375521,2.02,,-185117.0,21.6,36.391,62.371,1.54606255486755
MMR,2008,40.5,0.8,100.8,30.7,59.9857724295587,0.66,85.0,85.0,82.0,0.76,67.8416370024388,,,290.0,8.85378712584073,5.3,61.0556668293268,2.11,,-180646.0,18.1,35.905,56.506,1.62324716497112
MMR,2009,40.0,0.9,65.8,29.3,61.6069476357524,0.62,91.0,90.0,87.0,0.77,68.3369207154711,,,280.0,8.69871601368936,2.2,61.0463231948669,2.16,,-158651.0,13.4,35.56,63.155,1.79329796809649
MMR,2010,39.6,0.9,63.2,28.5,63.2478211567168,0.59,92.0,90.0,88.0,0.86,68.8298210389307,70.6,74.2287454200999,293.0,8.54399603286586,2.0,61.0340416556408,1.96,42.2,-116543.0,10.2,34.88,63.329,1.62175334496245
MMR,2011,39.4,0.9,60.5,27.8,64.9077560427868,0.57,40.0,84.0,88.0,0.87,69.3199772404652,,74.2522368832729,279.0,8.38984106748939,1.9,61.0187975908147,1.93,,-82753.0,7.4,34.56,63.901,2.1187069746217
MMR,2012,39.4,0.9,58.0,27.1,66.5868862184781,0.55,58.0,84.0,84.0,0.88,69.807531674854,,74.2758533522722,285.0,8.23615027542663,1.8,61.0005877099578,2.41,,-61554.0,6.8,34.171,64.141,2.85952190426635
MMR,2013,39.6,0.9,55.6,26.4,68.2848517202293,0.54,75.0,75.0,86.0,0.9,70.2923176898012,,74.2994703561755,268.0,8.08302779175736,1.8,60.9794307726959,3.2,,-62882.0,5.9,33.962,64.815,2.44430549723813
MMR,2014,40.0,0.9,53.4,25.7,70.0019904371487,0.52,88.0,88.0,88.0,0.93,70.7745834946792,,74.323330825894,262.0,7.93027636208138,1.8,60.9552508554782,4.39,,-74923.0,5.0,33.776,65.056,2.40834410169901
MMR,2015,40.4,0.9,51.3,25.1,71.7410019192318,0.49,89.0,89.0,84.0,1.06,71.2558687447799,,74.3490499677494,243.0,7.77664788229475,1.7,60.9272982411117,5.48,32.1,-94128.0,4.1,34.081,65.561,2.52894353539197
MMR,2016,40.9,0.9,49.4,24.4,73.5016743679592,0.46,90.0,90.0,91.0,1.06,71.7359385456596,60.2,74.3767484704823,242.0,7.6221131560348,1.7,60.8950576944487,5.11,,-87935.0,3.4,33.648,65.685,2.5803418783407
MMR,2017,41.2,0.9,47.7,23.8,75.2835432452828,0.42,89.0,89.0,83.0,1.05,72.2144177894111,,74.4064213128383,238.0,7.46674270042412,1.5,60.8580490867201,5.08,24.8,-105438.0,3.1,33.425,65.843,2.66216134109131
MMR,2018,41.7,0.9,46.0,23.2,77.0863359395665,0.39,91.0,91.0,93.0,1.05,72.6910428346126,,74.4382008519547,215.0,7.31051720167131,1.5,60.8157225536331,4.9,,-114634.0,3.0,32.988,66.465,2.75699619113001
MMR,2019,42.1,0.9,44.5,22.6,78.9093353384479,0.35,90.0,90.0,84.0,1.04,73.1653187541976,,74.4719549274603,213.0,7.15360239273546,1.3,60.7676663392125,4.71,,-100810.0,2.9,33.102,66.61,2.86386487293829
