ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
MYS,1997,,0.4,12.4,6.0,,0.44,97.0,98.0,98.0,,,,,,,,,,,113370.0,,15.07,72.284,2.54127483287294
MYS,1998,,0.4,11.8,5.8,,0.44,96.0,97.0,96.0,,,96.2,,,,,,,,119482.0,,13.987,72.168,2.88392649756251
MYS,1999,,0.4,11.0,5.4,,0.44,96.0,97.0,97.0,,,,,,,,,,,124435.0,,12.448,72.283,2.62867844822763
MYS,2000,35.1,0.4,10.1,5.0,96.8785596404147,0.44,97.0,98.0,96.0,2.05,93.10424035572,96.6,,40.0,1.60516878432545,0.7,76.1109325129196,2.51463366,,174011.0,,12.106,72.775,2.40137894064759
MYS,2001,34.7,0.4,9.4,4.7,96.9386638984312,0.43,95.0,96.0,95.0,2.01,93.2816348291838,96.8,,36.0,1.48479697759106,0.7,76.282062482684,2.6753974,,198361.0,2.5,14.452,73.344,2.19602692006184
MYS,2002,34.2,0.4,8.9,4.5,96.9407846944461,0.41,95.0,94.0,94.0,1.96,93.4557525228668,97.0,,36.0,1.36779012919972,0.7,76.4500298633269,2.66876554,,224999.0,2.7,13.842,73.563,2.34027663726686
MYS,2003,33.5,0.4,8.6,4.4,96.9447925660287,0.4,95.0,96.0,93.0,1.92,93.6266904174121,97.6,,32.0,1.25406976884724,0.7,76.6149280620206,2.92417073,,226003.0,2.8,13.424,73.796,2.28380533627487
MYS,2004,32.9,0.4,8.3,4.3,96.9506381574656,0.38,94.0,95.0,95.0,1.89,93.7944864909295,98.0,,33.0,1.1435872305993,0.7,76.776793746195,2.86016941,,244359.0,3.0,13.226,73.898,1.96184879103733
MYS,2005,32.5,0.4,8.2,4.2,96.9579979151332,0.37,96.0,96.0,96.0,1.87,93.9590603498426,98.1,,32.0,1.0363804477457,0.7,76.935550240263,2.78692698,,245376.0,3.1,12.883,74.096,2.32992906523246
MYS,2006,32.0,0.4,8.1,4.2,96.9670360851847,0.37,95.0,95.0,95.0,1.9,94.120571267031,98.4,,32.0,0.932320927917206,0.6,77.0913506258724,3.10897732,,251101.0,3.3,12.349,74.164,2.21808004575582
MYS,2007,31.5,0.4,8.1,4.3,96.9776304446457,0.36,96.0,97.0,95.0,1.9,94.2790377184019,98.6,,28.0,0.831373593167526,0.6,77.2442129854608,3.07041144,,247032.0,3.5,12.182,74.211,2.40656089031827
MYS,2008,31.1,0.4,8.1,4.3,96.989737695616,0.36,97.0,97.0,95.0,1.92,94.434520087931,98.6,,30.0,0.733479863879262,0.6,77.6332694527041,3.00692558,,217538.0,3.5,13.559,74.25,2.15801627769628
MYS,2009,30.7,0.4,8.1,4.3,97.0030775011132,0.35,96.0,97.0,95.0,1.91,94.5869947173632,98.6,,30.0,0.638627051821014,0.6,78.0199562410503,3.2610569,,194571.0,4.3,14.198,74.227,1.98814879036208
