ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
TLA,1997,,0.342974293845655,39.1003265569725,18.5170717175576,,0.454269473617674,9.07527147204121,82.5806647056757,88.5437417622474,,,,,,,,,,,-756490.0,,85.6718925219927,70.0999813329438,
TLA,1998,,0.349333154101108,37.64103008529,17.8174402387495,,0.447431534238773,11.7177036874087,85.5095816325928,90.7819058109857,,,,,,,,,,,-757797.0,,85.5743127603989,70.3535533936264,
TLA,1999,,0.359719725676781,35.1625976260536,17.1608130926559,,0.442982627127655,35.8906642987507,88.5084508593726,92.1018197096384,,,,,,,,,,,-831760.0,,85.1244338636322,70.7626475269266,
TLA,2000,25.5761762320128,0.360604405648561,33.3969500908763,16.3954274372594,90.6418432147396,0.422782390661648,64.7483325004569,90.5621280943314,93.5153788951083,2.28392399369088,74.2884525397753,86.2497010777041,,91.0,10.3025245263858,0.443311496852976,30.3890768489631,6.45057039635662,,-885591.0,,84.13612469433,71.0805248890518,
TLA,2001,24.9520636884938,0.364392401063437,31.7119321675222,15.633677745641,91.0434523175723,0.406458957686622,67.8583881298208,89.8275827382875,94.6947385027195,2.00857644596046,75.0539729620036,,,90.0,9.79486869135422,0.404567792495121,30.7121859343239,6.5447051325369,,-900280.0,10.9693015076496,82.9974252569383,71.339793969471,
TLA,2002,24.4035935882683,0.364261318378211,30.1939305712273,14.8896874283432,91.4493429207602,0.396383143008906,72.9015361700492,91.2162985862683,93.4716976228559,,75.8113439695995,,,89.0,9.29887985318459,0.41132581709386,31.0207547492517,6.39784419517285,,-898046.0,10.7030703817611,80.639064615828,71.695501369337,
TLA,2003,23.9358420430421,0.422254187007093,28.7643000723099,14.2035793384784,91.8472821733709,0.390250820002471,82.2768826726378,92.8267235260548,93.9046311358966,1.70671485576288,76.565299146851,,,87.0,8.80488694844671,0.395753680793118,31.7234287871265,6.62299574002265,,-956655.0,10.4724649233873,78.3371145055043,71.8827037581439,
TLA,2004,23.4025409303307,0.422174169456357,27.4296528171361,13.595687298102,92.2324715495439,0.38094883574365,84.8221707858125,93.2805545964627,92.971837922591,,77.3134277936385,,,88.0,8.32308185253317,0.404545673093717,32.4941061769295,6.70828341848441,,-880999.0,9.96416514062323,77.946369698743,72.2110747045369,
TLA,2005,22.7874716146449,0.430398619557102,26.1835253681073,13.0518104553432,92.611553241157,0.375309561301709,90.2797952604056,93.6357836965573,92.6136748036835,2.02458947870169,78.0641969820738,,,85.0,7.84890914034729,0.451980002122293,33.2778518017331,6.73709046057308,,-1002623.0,9.48725386173279,77.6388842506554,72.5904555105089,
TLA,2006,22.1624873779302,0.430827636858752,25.0840639256141,12.56701571487,92.9846959334829,0.368194775180921,91.4752715652915,93.5375476443086,94.3656061496347,1.74503157375839,78.8109051388411,,,84.0,6.99767830930014,0.41801884063516,34.0729870447023,6.78240910852897,,-984488.0,8.94477697521744,76.410462253039,72.8030635076974,
TLA,2007,21.4575365328992,0.430324927901623,24.038679719195,12.1783015404958,93.3518297778244,0.363561999181071,90.6858156865835,92.9164109580253,94.0396818425096,1.65188405579477,79.561534659678,,,85.0,6.56727205460778,0.424009474853073,34.8781835986244,6.90874347943807,,-957221.0,8.40531025295705,75.7771684239132,72.9463464973893,
TLA,2008,20.7630887117802,0.429239015666336,23.1201089447279,11.8207634844437,93.7086624298633,0.360450503998033,89.7455890287702,92.1003976675529,94.9070577340751,1.81777769191257,80.3064640386804,,,84.0,6.1447225470564,0.388181963566657,35.693729103271,6.95979934849077,,-983051.0,8.05465822857819,74.9526798626158,73.1722325417831,
TLA,2009,19.9831668766083,0.465904894377909,22.263787689448,11.5370533245517,94.0352737624475,0.357341865506289,92.058575024165,93.7297798834675,94.5377990425148,1.76876213942322,81.0494071716881,,,81.0,5.72850153064698,0.382052222665579,36.5245224881838,7.50168842710285,,-904729.0,7.38134833692675,74.3197012836555,73.3805357741687,
TLA,2010,19.2790401575286,0.462717089302329,22.9712328013803,11.2747218918142,94.3561540969233,0.354136889693429,90.2593134223645,93.2708063682253,93.4130274968072,1.97217946590934,81.7850599672216,91.8384702285194,,79.0,5.3192684732741,0.490249855429561,37.365227120517,7.23338037682429,,-532871.0,6.78037045048567,73.5319140798649,73.2690817448607,
TLA,2011,18.6870768052387,0.456010066771731,20.7844157495005,10.9800594757233,94.6747624515515,0.351426430162394,91.0490375471879,92.8434243013107,94.5066731054034,1.91999303718641,82.5247749967084,,,78.0,4.91322381796678,0.37973680682629,38.2251807878667,7.13077577382668,,-431943.0,6.09328969752019,73.3930178583248,73.7657830325408,
TLA,2012,18.1680112813101,0.456514833975566,20.1126844385729,10.7171464765175,94.9857242715168,0.348812175625473,91.7011322774034,93.1391449401309,95.2012342230905,1.97375041814188,83.2559897000775,,,74.0,4.51492329287955,0.367847309394443,39.2850633759255,7.16349161882669,,-431998.0,5.82912286519055,72.824693818865,73.9965865370974,23.6
TLA,2013,17.7881952846655,0.478593893597635,19.5275412523656,10.4307700204179,95.2838648691653,0.341918427647935,89.418037690093,89.9461693160333,91.789683679644,2.00024112863938,83.9783207884033,,,75.0,4.1230102752428,0.360716688589737,40.3613922938529,7.30501671935905,,-471825.0,5.56432592962554,71.5521503333519,74.2507515890936,
TLA,2014,17.51233811943,0.477490465557355,19.0267639599561,10.2283646519723,95.5786922318497,0.341167698539544,88.7455235479944,88.5751816776374,92.7232006429796,1.92871117350442,84.6962914837044,,,74.0,3.73708910738861,0.350736865864025,41.4551742854642,7.42609386595256,,-418607.0,5.38830028290202,69.911845815039,74.4606271502444,22.9
TLA,2015,17.3058130547577,0.475188576675398,18.5696223004262,10.1948483015715,95.868848115756,0.339271520370954,87.3862554602167,89.7793446690523,93.0643520478023,1.894854792771,85.4088347590653,,,75.0,3.50221050749593,0.378202104529596,42.5640089003229,7.76380435213436,,-349708.0,5.59895539492862,67.7206426697304,74.5221420460803,22.7
TLA,2016,17.1622879228685,0.475296543708349,18.7718404599,10.3174900882198,96.1253774288972,0.340717218037098,87.001911770735,89.4432358015764,92.4865334937515,1.92738350007405,86.1127049851757,,,76.0,3.10425429727449,0.327075347586612,43.6705119306815,7.81381614321551,,-63719.0,5.84533106901147,64.6117793691418,74.4890300491822,
TLA,2017,17.115723930662,0.480989325992482,18.0280185991009,9.97186962943559,96.2881596981468,0.340373010887902,78.6311665333452,84.5829782854993,86.177333443691,1.88827410324228,86.1547923814296,,,76.0,2.71125872354915,0.347178215060484,44.6258674915646,8.03307618763295,,-208064.0,6.15596989727551,62.7100778515073,74.6563796984316,
TLA,2018,17.1488044429164,0.479123757300285,17.5879958001945,9.87120169862146,96.5645388621863,0.339177235699923,79.0316124900692,85.873952515511,91.1281695030408,1.83971081483586,86.8393399228566,,,77.0,2.35587753321837,0.345459258067645,45.8146634427293,7.91482112604769,,-335073.0,6.05077271664165,60.2985893150996,74.7775148407287,
TLA,2019,17.2223881567647,0.478486200379735,17.1801642397819,9.7064169544451,96.8288382615106,0.336630300969824,74.4583011038918,79.3355837607746,86.0599007239588,1.81765473383555,87.5140420333203,94.6112072233174,,78.0,2.0383771939917,0.306325968013444,47.0258173163564,7.92210575858763,,-388361.0,6.10117686338091,57.5384173536505,74.9728405763696,
TLA,2020,,0.527285190542497,16.7306849884522,9.51669312504964,97.1117139653238,0.330319204040154,76.2973332989558,75.3618096141791,82.8224489893668,1.86078893482819,88.147584178752,,,86.0,1.75764963048041,,48.1600680301117,8.51108207187802,,-150854.0,6.51338860980105,54.9839326320602,72.9299286815939,
TLA,2021,,0.527106622755298,16.3317930900732,9.31734085866527,97.534475672628,0.334540475187416,75.0975904304724,74.8816105582733,81.6545945321522,1.95639585318877,88.941565444706,,,,1.4289975351219,,49.2814859177194,8.305773307449,,-260632.0,6.86323481879089,53.4401280917898,72.0773193689861,
TLA,2022,,0.526555059412715,15.8870926059957,9.09935971441143,97.6458781402842,0.326181481472365,78.6890574566499,78.7155809572752,81.0649897755494,,89.3373595371047,,,,1.19802514116325,,50.1037204881902,,,-188081.0,,52.3676841588663,73.6438104178462,
TLA,2023,,,,,,,,,,,,,,,,,,,,-177527.0,,,,
