,ISO_3,year,Compensation of employees (% of expense),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),Gini index,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
93,CSS,2009,17.448949905849396,4.1,3.4,3.9,36.87083333333334,65.9713285037697
94,CSS,2010,19.302468366222886,4.2,3.4,3.9,35.72083333333333,66.1167595397102
95,CSS,2011,15.012002657804244,3.9,3.4,3.9,34.80833333333334,66.2581882527457
96,CSS,2012,15.775188064888733,3.9,3.2,3.9,32.1625,66.4341579120341
97,CSS,2013,13.77159984100969,3.9,3.0,3.9,33.29166666666667,66.6147711861174
98,CSS,2014,11.390197275756453,3.9,3.0,3.9,34.212500000000006,66.6774350769695
99,CSS,2015,12.125222434222636,3.9,3.0,3.8,35.28333333333333,66.7203817443217
100,CSS,2016,13.831140029398297,3.9,3.1,3.8,32.875,66.9695245182168
101,CSS,2017,13.241505699562577,3.6,3.1,3.8,32.925,67.0156725620938
102,CSS,2018,15.18400429046619,3.4,3.1,3.8,35.64583333333333,67.4722923566238
103,CSS,2019,11.29172430576454,3.2,3.1,3.8,34.829166666666666,66.7055879362473
104,CSS,2020,15.655862196495827,3.2,3.2,3.8,35.358333333333334,63.2896040584824
105,CSS,2021,17.817991716599646,3.2,3.3,3.7,35.2625,64.3793007039628
106,CSS,2022,19.919580845543777,3.2,3.3,3.7,38.012499999999996,64.9389895033062
107,CSS,2023,20.295010800098705,3.2,3.3,3.7,36.325,65.071038656344
108,OED,1997,14.0976427998547,2.0102284068588414,2.343215878324574,2.675559138928704,39.641666666666666,69.6792772997669
109,OED,1998,14.0844475709857,2.0102284068588414,2.343215878324574,2.675559138928704,40.66666666666667,69.6671487251715
110,OED,1999,13.0602465697506,2.0102284068588414,2.364049211657907,2.675559138928704,41.537499999999994,69.7022589209646
111,OED,2000,12.9089400418315,2.0102284068588414,2.364049211657907,2.675559138928704,41.63333333333334,69.6765075975548
112,OED,2001,13.036318455813,2.092124542124542,2.369590964590965,2.6959249084249084,41.375,69.5393712021524
113,OED,2002,14.2230041073457,2.0786324786324784,2.3466147741147747,2.6929884004883995,40.5125,69.519415897812
114,OED,2003,14.3866810778052,2.1223824786324785,2.3926564407814412,2.7192384004883996,41.400000000000006,69.5389264000188
115,OED,2004,13.8872439351145,2.0786324786324784,2.3466147741147747,2.6929884004883995,38.41666666666667,69.4916467328998
116,OED,2005,14.0829737901882,1.983054493815363,2.3414042841216745,2.6610663853055154,38.74583333333334,69.779238204083
117,OED,2006,13.7738041194606,1.9969096334185845,2.416279736532294,2.676701477692527,38.224999999999994,70.0750153461635
118,OED,2007,13.6825165038334,1.9969096334185847,2.416279736532294,2.676701477692527,38.224999999999994,70.1274112946361
119,OED,2008,14.4513388802116,2.04075021312873,2.3972579974018595,2.6286942313157153,37.65,70.2815097217292
120,OED,2009,14.1546020917429,2.0344096334185844,2.374613069865627,2.614201477692527,36.4,70.2506270820496
121,OED,2010,14.075044367447,2.0135763000852513,2.437113069865627,2.676701477692527,36.50833333333333,70.1858080900845
122,OED,2011,13.6837802350289,2.0240835464620632,2.3764246640685256,2.6286942313157153,36.27083333333333,70.2453583968356
123,OED,2012,13.382650067778,2.1100352784134246,2.2374380244088483,2.6013682303585055,37.79166666666667,70.5901225472408
124,OED,2013,13.1683572485568,2.1653239556692236,2.2358199286579614,2.6345728451563692,37.204166666666666,70.7298359527403
125,OED,2014,13.3044765594278,2.1267822890025574,2.1993615953246275,2.6231145118230357,37.4875,70.830274787838
126,OED,2015,13.1512392194971,2.1606240541086237,2.218954128361097,2.6687239084049725,39.0125,70.9996311104422
127,OED,2016,13.4020650119329,2.1849443630693637,2.2376359095109093,2.7063351157101154,36.925,71.3178313634894
128,OED,2017,13.715868118944,2.1935571935571936,2.3118029961779962,2.6891908954408956,38.333333333333336,71.6743507567763
129,OED,2018,13.8639772463279,2.2044501532782785,2.270376626626626,2.7072912756506504,39.3875,72.0031767167861
130,OED,2019,13.8898263718788,2.327141203703704,2.2476273148148147,2.708738425925925,37.104166666666664,72.3306435874322
131,OED,2020,12.5073548948047,2.1267822890025574,2.1993615953246275,2.6231145118230357,37.88333333333334,70.9351249629537
132,OED,2021,12.6922767401528,2.261235454204204,2.34517408033033,2.7831737987987983,39.22083333333333,71.9739213070451
133,OED,2022,12.3852760413374,2.1134259259259256,2.005787037037037,2.5821759259259256,34.329166666666666,72.7632736589771
134,OED,2023,12.3852760413374,2.2977843915343925,2.327546296296296,2.773313492063492,34.44166666666666,73.3511382666759
135,VIR,1997,19.317619729222155,2.3197115384615383,2.312774725274725,2.825010175010175,36.08333333333333,66.125
136,VIR,1998,17.23761108925559,2.2206988491527966,2.355020680689841,2.709097841012495,34.9,65.594
137,VIR,1999,15.898584769188876,2.1002878929349516,2.151953003423591,2.5207204220071864,35.787499999999994,64.161
138,VIR,2000,18.398259839472345,2.175655404134046,2.3458784388945837,2.7055137671375693,38.05416666666667,65.407
139,VIR,2001,19.462689497043307,2.372409234892787,2.341128776803119,2.712910575048733,35.15,68.187
140,VIR,2002,21.87547486926257,2.1198999480249476,2.202080084892585,2.744526377338878,37.5875,67.293
141,VIR,2003,19.069898980068533,2.183229420571153,2.134193787427402,2.678479149739701,36.025000000000006,65.9
142,VIR,2004,19.748040858180776,2.2994925682261202,2.315087110136452,2.7467647417154,34.7375,68.193
143,VIR,2005,17.206960835318174,2.116538461538462,2.233076923076923,2.643653846153846,38.525,69.531
144,VIR,2006,15.36430823987917,2.2784313725490195,2.50921451914099,2.7826797385620914,37.12083333333334,70.149
145,VIR,2007,14.602649969517724,2.3053678415810763,2.301389861500155,2.8338303376906318,34.724999999999994,71.138
146,VIR,2008,14.981112460581821,2.2637011749144103,2.343056528166822,2.8338303376906318,34.2,71.175
147,VIR,2009,15.772628290135541,2.4037660256410263,2.4507211538461533,2.8523237179487175,34.9875,71.411
148,VIR,2010,12.299607180822642,2.302048582297438,2.473731229201767,2.719616156472563,35.3875,69.671
149,VIR,2011,18.610264959942192,2.400193511198945,2.2477149209486162,2.8054883069828724,36.458333333333336,70.798
150,VIR,2012,14.705349890549607,2.2552575443879785,2.5093716669803623,2.7179387038082687,36.07083333333333,69.839
151,VIR,2013,15.647258354876383,2.0663855820105823,2.175429894179895,2.641286375661376,33.24166666666667,66.335
152,VIR,2014,18.457928821146027,2.2848004011387166,2.3838379917184263,2.7703523982056595,35.49583333333334,65.964
153,VIR,2015,20.85195204586828,2.1488304424333835,2.3243829128387956,2.709896933132227,35.229166666666664,69.204
154,VIR,2016,18.580458732820244,2.2224209830130883,2.4435472361459203,2.755834377610694,35.287499999999994,69.323
155,VIR,2017,14.85792114899953,2.3907238142292497,2.224987648221343,2.8301095191040835,36.55416666666667,70.768
156,VIR,2018,15.861070621923844,2.1334636042969377,2.1785824514991186,2.6987634279300945,34.0875,66.423
157,VIR,2019,19.07163144697123,2.1950567819391296,2.1554307340076546,2.5456069459631863,35.983333333333334,63.609
158,VIR,2020,18.850590120759122,2.1939835432055457,2.3214005951745484,2.636225589751932,35.80833333333333,64.356
159,VIR,2021,16.567485438165832,2.317257958869801,2.3782088597055706,2.755169199165909,36.12916666666666,65.544
160,VIR,2022,17.116819584948683,2.1106973044473047,2.0892115329615333,2.6206510081510084,33.958333333333336,66.693
161,VIR,2023,17.153309550399783,2.085028087440012,2.2302282518119245,2.6154199459704204,35.64583333333333,67.113
162,AFG,1997,22.98273077294878,2.375,2.0999999999999996,2.497916666666667,31.312500000000004,47.801
163,AFG,1998,24.0747470037659,2.3916666666666666,2.1208333333333336,2.447916666666667,31.3125,47.725
164,AFG,1999,24.637289984588346,2.4541666666666666,2.1624999999999996,2.489583333333333,31.312500000000004,47.658
165,AFG,2000,24.935861710081454,2.4958333333333336,2.2874999999999996,2.541666666666667,31.312500000000004,47.602
166,AFG,2001,25.682050935326338,2.5166666666666666,2.1833333333333336,2.572916666666667,31.312500000000004,47.56
167,AFG,2002,25.682050935326338,2.5374999999999996,2.1624999999999996,2.572916666666667,31.312500000000004,47.534
168,AFG,2003,25.682050935326338,2.541666666666667,2.208333333333333,2.583333333333333,31.312500000000004,47.525
169,AFG,2004,25.682050935326338,2.5374999999999996,2.1624999999999996,2.572916666666667,31.312500000000004,47.534
170,AFG,2005,24.93586171008146,2.5166666666666666,2.1833333333333336,2.572916666666667,31.312500000000004,47.562
171,AFG,2006,36.7641537328888,2.5,3.0,2.5,36.28333333333333,47.605
172,AFG,2007,28.2277820784536,2.5,3.0,2.5,36.45,47.662
173,AFG,2008,18.3605751100374,2.5,3.0,2.5,34.71666666666667,47.73
174,AFG,2009,23.4535383334864,2.5,3.5,3.0,36.28333333333333,47.803
175,AFG,2010,23.2801147984071,2.5,2.5,3.0,37.46666666666667,47.883
176,AFG,2011,21.9683395897047,2.5,2.5,3.0,37.40416666666667,47.967
177,AFG,2012,28.8093672830339,2.5,2.5,3.0,37.40416666666667,48.055
178,AFG,2013,28.8305202485778,2.5,2.5,3.0,37.47916666666667,48.153
179,AFG,2014,28.5808909988014,2.5,3.0,3.0,36.912499999999994,48.248
180,AFG,2015,33.6964479786467,2.5,3.0,3.0,36.733333333333334,48.339
181,AFG,2016,30.0932594614547,2.5,2.5,3.0,37.85416666666667,48.429
182,AFG,2017,33.9507846723033,2.0,2.5,3.0,40.608333333333334,48.521
183,AFG,2018,22.531521441459763,2.0,2.5,3.0,34.12083333333334,46.762
184,AFG,2019,28.266130436499886,2.0,2.5,3.0,34.79166666666667,44.991
185,AFG,2020,22.45932261466,2.0,2.5,3.0,34.270833333333336,42.596
186,AFG,2021,23.705430293939504,2.5625,1.9583333333333333,2.6875,30.925,41.903
187,AFG,2022,26.97346815000923,2.0,1.5,2.5,33.054166666666674,38.6
188,AFG,2023,27.123605524697275,2.0,1.5,2.5,33.054166666666674,38.634
189,CHN,1997,12.357552443998511,2.208333333333333,2.083333333333333,2.854166666666667,35.083333333333336,80.834
190,CHN,1998,13.592483640040069,1.9583333333333333,2.145833333333333,2.666666666666667,31.9875,80.346
191,CHN,1999,22.249302523404992,2.520833333333333,2.0625,2.666666666666667,38.7,79.852
192,CHN,2000,16.292243718696753,2.083333333333333,2.104166666666667,2.875,30.40833333333333,79.328
193,CHN,2001,13.848413932013163,2.104166666666667,2.104166666666667,2.8125,32.62083333333334,79.121
194,CHN,2002,22.41280350809552,2.479166666666667,2.083333333333333,2.791666666666667,42.0,78.889
195,CHN,2003,12.050940565067895,2.111742424242424,2.2178030303030303,2.7178030303030303,31.25,78.643
196,CHN,2004,17.933607812859947,2.1193181818181817,2.1856060606060606,2.7272727272727275,32.25416666666666,78.38
197,CHN,2005,18.85068765884107,2.4602272727272725,2.195075757575758,2.653409090909091,40.9,78.104
198,CHN,2006,19.90252715153074,1.861742424242424,2.1969696969696972,2.4469696969696972,34.00416666666666,77.849
199,CHN,2007,18.006838907507504,2.070075757575758,2.5303030303030303,2.6344696969696972,33.333333333333336,77.609
200,CHN,2008,20.2472419786978,2.488736044657097,2.3233652312599684,2.691786283891547,43.0,77.363
201,CHN,2009,13.523277918349823,2.1574960127591707,2.36024720893142,2.653010366826157,32.44583333333334,77.12
202,CHN,2010,18.686381115140293,2.5741626794258368,2.235247208931419,2.694677033492824,43.7,76.894
203,CHN,2011,17.482582901229854,2.581838118022328,2.2385366826156305,2.6913875598086134,42.4,76.91
204,CHN,2012,20.195992787051395,2.7103806281437857,2.3762728499570605,2.778010366826158,42.2,76.583
205,CHN,2013,18.584071873881,2.679832229174334,2.2943120476015206,2.769936204146731,39.7,76.298
206,CHN,2014,17.249576640812986,2.658998895841001,2.3151453809348546,2.728269537480065,39.2,76.179
207,CHN,2015,16.5679052573076,2.638165562507668,2.3359787142681876,2.707436204146732,38.6,76.085
208,CHN,2016,15.199025800968705,2.676489081094344,2.3426803459698196,2.7652511961722492,38.5,75.948
209,CHN,2017,18.12732224425598,2.698372899030794,2.394699142232036,2.7213832402977145,39.1,75.726
210,CHN,2018,17.881234016059015,2.6848162802110176,2.311365808898703,2.769628854332802,38.5,75.507
211,CHN,2019,19.208736519507667,2.6910885167464116,2.28027299820063,2.776399495971865,38.2,75.4
212,CHN,2020,17.46168619919071,2.6888050997425994,2.2285466269841265,2.8411243833118833,37.1,74.262
213,CHN,2021,16.52986560546642,2.6915409152251257,2.4094666298613667,2.7344497607655507,35.7,75.862
214,CHN,2022,16.044287433550807,2.2027027027027026,2.423170045045045,2.6648648648648647,32.891666666666666,74.7
215,CHN,2023,15.66604282618793,2.223478998478998,2.2374521030771044,2.729337413712414,34.912499999999994,75.03
216,TJK,1997,19.421967193419537,3.5,4.0,3.0,32.88333333333334,47.105
217,TJK,1998,7.83345640638148,3.5,4.0,3.0,32.07083333333334,47.068
218,TJK,1999,9.08976092480052,3.5,4.0,3.0,29.5,47.017
219,TJK,2000,21.5893253335833,3.5,4.0,3.0,34.1625,46.973
220,TJK,2001,16.8304612713862,3.5,4.0,3.0,32.150000000000006,46.941
221,TJK,2002,20.190934160123486,3.5,4.0,3.0,32.18333333333334,46.91
222,TJK,2003,11.1189882939213,3.5,4.0,3.0,32.7,46.882
223,TJK,2004,9.33035008716205,3.5,4.0,3.0,33.6,47.123
224,TJK,2005,19.356757308972014,3.5,4.0,3.0,31.245833333333337,46.568
225,TJK,2006,23.86603622722729,3.5,4.0,4.0,31.35416666666667,45.978
226,TJK,2007,29.419864631575447,3.5,3.0,3.0,32.2,45.306
227,TJK,2008,30.53455961528246,3.0,3.5,3.0,33.545833333333334,44.63
228,TJK,2009,28.296932278424787,3.0,3.5,3.0,30.8,44.358
229,TJK,2010,30.613369427147447,3.0,3.5,3.0,33.3,44.208
230,TJK,2011,31.79575252168202,3.5,3.5,3.0,32.96666666666667,44.07
231,TJK,2012,29.44301406394395,3.5,3.5,3.5,32.8125,43.945
232,TJK,2013,29.91780047448175,3.0,3.5,3.5,32.795833333333334,43.83
233,TJK,2014,29.44301406394395,3.0,3.5,3.5,32.795833333333334,43.724
234,TJK,2015,30.51930791215617,3.0,3.5,3.0,34.0,43.623
235,TJK,2016,30.134381337124992,3.0,3.0,3.0,32.85,43.525
236,TJK,2017,29.25511840022159,3.5,2.5,3.5,32.75,43.132
237,TJK,2018,23.6749250410245,3.0,2.5,3.5,32.8625,42.714
238,TJK,2019,25.433620731229922,3.0,2.5,3.5,33.19583333333334,42.333
239,TJK,2020,26.7532657766382,3.0,2.5,3.5,32.7375,41.967
240,TJK,2021,22.0538564538248,3.0,2.5,4.0,32.77916666666667,42.436
241,TJK,2022,24.8907356049624,3.0,2.5,4.0,34.954166666666666,42.578
242,TJK,2023,24.698105644227866,3.0,2.5,4.0,32.862500000000004,42.697
243,ARB,1997,26.178932107889903,3.0,2.9,3.2,34.45833333333334,49.2613132095189
244,ARB,1998,26.880075868763477,3.0,2.9,3.2,34.5125,49.0203521204688
245,ARB,1999,26.085699670113108,3.0,2.9,3.2,33.9375,49.4554738763151
246,ARB,2000,26.11411398732517,3.0,2.9,3.2,34.5125,49.1211276912474
247,ARB,2001,24.896093885248554,3.0,2.9,3.2,35.045833333333334,48.5602551579837
248,ARB,2002,23.609303579288465,3.0,2.9,3.2,34.62916666666667,47.9067829586233
249,ARB,2003,24.14966006862472,3.0,2.9,3.2,34.69166666666666,48.0554792239425
250,ARB,2004,23.653113513475617,3.0,2.9,3.2,35.03333333333333,48.2208680115819
251,ARB,2005,24.896093885248554,3.0,2.9,3.2,34.954166666666666,48.4115916516147
252,ARB,2006,25.65438256074672,3.0,2.8,3.1,34.70833333333333,48.661401310818
253,ARB,2007,26.053988347421154,3.2,2.8,3.1,34.5125,48.9406418326758
254,ARB,2008,26.053988347421154,3.2,2.8,3.1,34.5125,48.9298494078735
255,ARB,2009,26.424022558942617,3.2,2.6,3.1,34.662499999999994,49.0336041974042
256,ARB,2010,25.838902688141,3.0,2.5,3.1,34.31666666666666,49.5012118489585
257,ARB,2011,26.532745122149436,2.9,2.5,3.1,34.32083333333334,49.5379421773652
258,ARB,2012,41.9853791700262,2.9,2.6,3.2,36.962500000000006,49.2621129556595
259,ARB,2013,26.213011804326595,3.0,2.6,3.2,34.65833333333334,49.3797798886733
260,ARB,2014,25.502125812612427,3.0,2.5,3.2,34.31666666666667,49.4326992733875
261,ARB,2015,26.406750261709014,2.8,2.6,3.2,34.95,48.9389640063401
262,ARB,2016,25.222811005874423,2.8,2.4,3.2,35.141666666666666,48.8816494828635
263,ARB,2017,23.48234653459883,2.58333333333333,2.25,3.0,35.64583333333334,48.096931220496
264,ARB,2018,23.678807863533688,2.9,2.4,3.0,34.1125,47.6292952198783
265,ARB,2019,25.02668903981034,2.41666666666667,2.16666666666667,2.91666666666667,33.958333333333336,47.3988826145069
266,ARB,2020,22.77769934379227,2.41666666666667,2.16666666666667,2.91666666666667,33.74166666666667,46.3159536306254
267,ARB,2021,26.06600376089896,2.58333333333333,1.91666666666667,2.75,33.429166666666674,46.5969348139436
268,ARB,2022,25.612726916527052,2.58333333333333,1.91666666666667,2.58333333333333,34.12916666666667,46.993701128281
269,ARB,2023,25.736498766663104,2.58333333333333,2.16666666666667,2.58333333333333,34.366666666666674,47.9793719865202
270,HUN,1997,10.5298603050472,2.325,2.548958333333333,2.7109375,35.81666666666666,61.537
271,HUN,1998,10.6945497447091,2.2541666666666664,2.4625000000000004,2.6416666666666666,35.81666666666666,61.636
272,HUN,1999,11.3145901312636,2.2104166666666663,2.3979166666666663,2.6020833333333337,36.33333333333333,61.835
273,HUN,2000,12.4592594860431,2.29375,2.2729166666666663,2.70625,35.71666666666667,62.206
274,HUN,2001,12.9604026279244,2.291666666666667,2.208333333333333,2.625,37.0,62.651
275,HUN,2002,13.7222560841158,2.0850282485875704,2.111511299435028,2.4403954802259884,36.55,63.048
276,HUN,2003,14.3866810778052,2.061284722222222,1.9349826388888887,2.6123263888888886,35.7375,63.344
277,HUN,2004,13.9497239667662,2.463709677419355,1.6989247311827957,2.434139784946237,29.9,63.651
278,HUN,2005,13.8435991271017,2.392422870680594,1.9910309194751017,2.4090625410589936,34.7,63.886
279,HUN,2006,13.1237212451716,2.408986581920904,2.0434322033898304,2.4477561633281972,28.3,64.067
280,HUN,2007,13.0624893943409,2.450653248587571,2.1059322033898304,2.489422829994864,27.9,64.077
281,HUN,2008,12.7324044259691,2.408986581920904,2.0434322033898304,2.4477561633281972,27.5,64.065
282,HUN,2009,12.1528395131656,2.427251344086022,1.6064768145161292,2.47059811827957,27.0,63.544
283,HUN,2010,11.9589846009909,2.452736581920904,2.0663488700564967,2.466506163328197,29.4,64.145
284,HUN,2011,11.3039514916933,2.7958333333333334,2.2124999999999995,2.6208333333333336,29.2,64.526
285,HUN,2012,13.2409591417233,2.652380505505506,2.100212514039569,2.610209579130813,30.8,65.547
286,HUN,2013,16.0055253897517,2.3361309523809526,1.6915079365079364,2.732103174603175,31.5,66.606
287,HUN,2014,16.9321374527183,2.541216536292337,2.1869183617996546,2.6458588142248045,30.9,68.705
288,HUN,2015,17.6828007292521,2.438466650962444,2.0966525435498378,2.571547968920597,30.4,70.461
289,HUN,2016,18.4669801982938,2.5681075606856867,2.0958395895895894,2.7101847941691686,30.3,72.071
290,HUN,2017,19.3283006064796,2.3425925925925926,1.7291666666666667,2.520833333333333,30.6,73.058
