,ISO_3,year,Compensation of employees (% of expense),CPIA business regulatory environment rating (1=low to 6=high),CPIA debt policy rating (1=low to 6=high),CPIA efficiency of revenue mobilization rating (1=low to 6=high),Gini index,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"
1310,KGZ,2011,15.805605144083458,3.5,4.0,3.5,27.8,73.291
1311,KGZ,2012,17.591840073741512,3.5,4.0,3.5,27.4,70.923
1312,KGZ,2013,20.2426836057393,3.5,4.0,3.5,28.8,69.206
1313,KGZ,2014,39.7952441428901,3.5,4.0,3.5,26.8,68.205
1314,KGZ,2015,40.0242339075172,4.0,4.0,3.5,29.0,68.59
1315,KGZ,2016,41.2822671199581,4.0,4.0,3.5,26.8,68.237
1316,KGZ,2017,39.5004044462742,4.0,4.0,3.5,27.3,66.7
1317,KGZ,2018,37.1962222147489,3.5,4.0,3.5,27.7,67.727
1318,KGZ,2019,40.3806761746126,3.0,4.0,3.5,29.7,67.844
1319,KGZ,2020,43.3218586026287,3.0,4.0,3.5,29.0,68.324
1320,KGZ,2021,42.0019196120959,3.0,4.0,3.5,28.8,68.519
1321,KGZ,2022,45.8712432167121,3.0,4.0,3.5,26.4,69.058
1322,KGZ,2023,43.6019131532958,3.0,4.5,3.5,26.4,69.259
1323,IRN,1997,62.3827187431813,1.9166666666666667,2.1875,2.770833333333333,39.9625,45.16
1324,IRN,1998,63.195914808818,2.395833333333333,1.9375,2.541666666666667,44.1,45.235
1325,IRN,1999,54.1862606775676,1.9583333333333333,2.1875,2.791666666666667,39.275000000000006,45.355
1326,IRN,2000,56.6257851877228,1.9583333333333333,2.270833333333333,2.8125,39.39583333333333,45.536
1327,IRN,2001,51.0244631439513,1.9375,2.3125,2.916666666666667,39.61666666666666,45.793
1328,IRN,2002,47.5328747795,2.0590277777777777,2.3402777777777777,2.9965277777777777,39.65416666666667,46.121
1329,IRN,2003,44.9788902641082,2.041666666666667,2.3993055555555562,2.9236111111111116,39.725,46.599
1330,IRN,2004,44.4130355610803,2.0,2.3993055555555562,2.875,40.2,47.228
1331,IRN,2005,40.4200090291103,2.4444444444444438,1.9152777777777779,2.540972222222222,43.6,47.927
1332,IRN,2006,38.1424911303406,2.6284722222222223,2.3298611111111116,2.6493055555555554,44.8,47.118
1333,IRN,2007,36.2691165159145,2.1215277777777777,2.4027777777777777,2.9548611111111116,39.65416666666667,46.308
1334,IRN,2008,36.7202068122243,1.875,2.020833333333333,2.6875,38.50416666666666,44.154
1335,IRN,2009,39.7995782290829,2.354166666666667,1.8333333333333333,2.520833333333333,42.1,44.938
1336,IRN,2010,33.25891279308354,2.416666666666667,1.8854166666666667,2.479166666666667,31.287499999999998,44.363
1337,IRN,2011,22.319275812424422,2.4375,1.8125,2.645833333333333,34.7,42.714
1338,IRN,2012,32.81996256445076,2.395833333333333,1.6458333333333333,2.4375,34.4,44.009
1339,IRN,2013,30.424587408068888,2.4375,2.020833333333333,2.645833333333333,34.0,43.452
1340,IRN,2014,29.865432271284547,2.4375,2.0625,2.645833333333333,34.8,43.344
1341,IRN,2015,29.906727346994728,2.375,1.9583333333333333,2.541666666666667,35.3,44.565
1342,IRN,2016,22.638701258135335,2.5625,2.114583333333333,2.760416666666667,35.9,46.019
1343,IRN,2017,24.518123801769377,2.5173611111111116,2.2152777777777777,2.6111111111111116,36.7,47.313
1344,IRN,2018,23.266499775564256,2.4958333333333336,2.1520833333333336,2.541666666666667,37.4,47.579
1345,IRN,2019,24.518123801769377,2.5173611111111116,2.1111111111111116,2.6006944444444446,36.5,47.371
1346,IRN,2020,29.720806741614126,2.375,1.9375,2.541666666666667,35.8,44.693
1347,IRN,2021,29.906727346994728,2.375,1.8333333333333333,2.479166666666667,35.5,44.486
1348,IRN,2022,32.06632310601202,2.416666666666667,1.75,2.4375,34.8,44.273
1349,IRN,2023,34.00082396752674,2.395833333333333,1.75,2.416666666666667,30.866666666666667,44.233
1350,ESP,1997,19.18375529571746,2.7034722222222216,2.307291666666667,2.7645833333333334,35.3,62.222
1351,ESP,1998,22.824643506474715,2.5707054093567248,2.1653299916457813,2.625331558061821,34.6,62.853
1352,ESP,1999,21.329991021915298,2.5254646553157523,1.9592219948301655,2.5357821353571257,33.8,63.659
1353,ESP,2000,18.05656340388492,2.539324598388136,2.150960261845852,2.665498512721312,34.1,65.245
1354,ESP,2001,22.78958718687904,2.6084807838660575,2.0997801831919976,2.654299168297456,34.1,64.471
1355,ESP,2002,22.52648934407975,2.402943121693122,1.807817760942761,2.716269841269841,34.1,66.533
1356,ESP,2003,20.91326109165299,2.5725328947368418,2.358223684210526,2.7802083333333334,31.8,67.846
1357,ESP,2004,18.359337355156796,2.6609509015594544,2.312183069732412,2.732933723196881,33.3,68.777
1358,ESP,2005,19.126503229401823,2.65752086078173,2.243499827467218,2.6753705533596843,32.4,70.048
1359,ESP,2006,19.280402300368632,2.686461152086152,2.266677151052151,2.8311948968198966,33.5,71.211
1360,ESP,2007,22.53486247301835,2.64797149122807,2.2736842105263166,2.797423245614035,34.1,71.752
1361,ESP,2008,15.572387232668856,2.701074735449735,2.22146164021164,2.793832671957672,34.2,72.694
1362,ESP,2009,22.278857174095798,2.460291353383459,2.020833333333333,2.6087092731829573,34.9,73.078
1363,ESP,2010,14.685492004585825,2.6111111111111116,2.238095238095238,2.803869047619048,35.2,73.593
1364,ESP,2011,20.570140416463346,2.4201388888888884,2.1507936507936503,2.621825396825397,35.7,73.921
1365,ESP,2012,6.01070596385163,2.657798423423423,2.2458333333333336,2.7224380630630636,35.4,74.255
1366,ESP,2013,6.81158745249753,2.538288288288288,2.065878378378379,2.587274774774775,36.2,74.326
1367,ESP,2014,6.85393289704069,2.6211993243243237,2.1844594594594593,2.7190596846846855,36.1,74.279
1368,ESP,2015,7.00807269617993,2.5095720720720722,1.9859234234234242,2.54222972972973,36.2,74.404
1369,ESP,2016,6.88568251396878,2.541103603603603,2.0670045045045047,2.590653153153153,35.8,74.342
1370,ESP,2017,6.70820173507075,2.6803209459459465,2.2402027027027023,2.7466497747747747,34.7,74.092
1371,ESP,2018,6.55564625570059,2.597613238238238,2.247885385385386,2.7042417417417424,34.7,73.74
1372,ESP,2019,6.58399316490656,2.597613238238238,2.247885385385386,2.7042417417417424,34.3,73.764
1373,ESP,2020,5.92048410443944,2.6315393518518526,2.0902199074074073,2.7041087962962953,34.9,72.267
1374,ESP,2021,5.84904434162612,2.59471971971972,2.227977977977978,2.7070195195195197,33.9,73.651
1375,ESP,2022,5.91583834149377,2.6211993243243237,2.1844594594594593,2.7190596846846846,33.9,74.281
1376,ESP,2023,18.335284577505483,2.4619198744198743,1.943656156156157,2.64011739011739,33.9,74.586
1377,PER,1997,21.4292370775348,2.47575476095236,2.1399815185054765,2.618174836712959,53.3,67.669
1378,PER,1998,24.158507955198,2.5593086415554946,2.122225379343514,2.627218463347612,55.1,68.813
1379,PER,1999,22.445540661541,2.4082277838671695,2.1466109994722524,2.5659785653391793,54.8,70.113
1380,PER,2000,22.406127596127,2.5053401924900225,2.18071082673693,2.640328253735512,49.1,67.776
1381,PER,2001,22.3908565113723,2.5100209253661934,2.025592655930688,2.642148602732126,51.3,70.827
1382,PER,2002,22.6673934501098,2.564982560685686,2.0645895895895894,2.6747681275025013,53.6,72.075
1383,PER,2003,22.881166451226,2.655423280423281,2.160879629629629,2.7663690476190483,53.1,73.32
1384,PER,2004,21.0977077130463,2.4390688984438977,1.9511167417417425,2.523291188916189,49.9,74.546
1385,PER,2005,20.089053288453,2.594597288676236,2.2477239500265815,2.686685938330675,50.4,75.752
1386,PER,2006,19.6548957540418,2.416666666666667,2.0625,2.729166666666667,50.3,79.018
1387,PER,2007,17.3190475111438,1.9375,1.3541666666666665,2.75,50.0,81.404
1388,PER,2008,17.5190091280784,2.104166666666667,1.4791666666666665,2.770833333333333,47.5,81.219
1389,PER,2009,18.0762760905342,2.3125,2.083333333333333,2.6875,47.0,81.82
1390,PER,2010,17.5414671802866,2.479166666666667,1.9375,2.791666666666667,45.5,82.519
1391,PER,2011,17.1271671509411,2.416666666666667,2.1875,2.625,44.7,82.15
1392,PER,2012,17.7823856753894,2.416666666666667,2.229166666666667,2.666666666666667,44.4,81.882
1393,PER,2013,18.445693498123,2.229166666666667,1.75,2.75,43.9,81.557
1394,PER,2014,18.8977410200111,2.479166666666667,2.083333333333333,2.8125,43.1,80.685
1395,PER,2015,18.5761168400147,2.458333333333333,2.020833333333333,2.75,43.4,79.326
1396,PER,2016,20.4007859210521,2.4375,2.145833333333333,2.75,43.6,79.059
1397,PER,2017,19.506406850055,2.583333333333333,2.020833333333333,2.875,43.3,80.744
1398,PER,2018,19.6428341048623,2.583333333333333,1.9583333333333333,2.854166666666667,42.4,80.86
1399,PER,2019,18.9598227012486,2.583333333333333,1.9583333333333333,2.854166666666667,41.5,80.921
1400,PER,2020,16.7228981276632,2.6604745370370377,2.1017939814814808,2.708738425925925,43.7,72.345
1401,PER,2021,15.6430487593508,2.5333931419457736,1.9842670122275379,2.627176368952685,40.1,75.445
1402,PER,2022,15.6430487593508,2.4734848484848486,2.1022727272727275,2.6647727272727275,40.3,78.557
1403,PER,2023,15.6430487593508,2.623504784688995,2.3010366826156305,2.7122208931419474,40.3,76.588
1404,DMA,1997,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1405,DMA,1998,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1406,DMA,1999,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1407,DMA,2000,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1408,DMA,2001,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1409,DMA,2002,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1410,DMA,2003,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1411,DMA,2004,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1412,DMA,2005,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1413,DMA,2006,36.683095128855825,4.5,3.0,3.5,34.2625,43.91912625468632
1414,DMA,2007,41.44328851286727,4.5,3.0,4.0,34.96666666666667,46.918791666666664
1415,DMA,2008,41.44328851286727,4.5,3.0,4.0,34.96666666666667,46.918791666666664
1416,DMA,2009,41.44328851286727,4.5,3.0,4.0,34.96666666666667,46.918791666666664
1417,DMA,2010,41.44328851286727,4.5,3.0,4.0,34.96666666666667,46.918791666666664
1418,DMA,2011,32.36815530550619,4.0,3.5,4.0,37.070833333333326,45.385312401612815
1419,DMA,2012,32.36815530550619,4.0,3.5,4.0,37.070833333333326,45.385312401612815
1420,DMA,2013,32.36815530550619,4.0,3.5,4.0,37.070833333333326,45.385312401612815
1421,DMA,2014,32.36815530550619,4.0,3.5,4.0,37.070833333333326,45.385312401612815
1422,DMA,2015,37.617650897375654,4.0,3.0,4.0,34.5125,44.813541666666666
1423,DMA,2016,37.617650897375654,4.0,3.0,4.0,34.5125,44.813541666666666
1424,DMA,2017,31.18361613131053,3.5,3.0,4.0,35.733333333333334,50.84304166666667
1425,DMA,2018,31.18361613131053,3.5,3.0,4.0,35.733333333333334,50.84304166666667
1426,DMA,2019,33.41587082664371,3.5,3.0,3.5,34.7625,43.74283333333334
1427,DMA,2020,33.41587082664371,3.5,3.0,3.5,34.7625,43.74283333333334
1428,DMA,2021,33.41587082664371,3.5,3.0,3.5,34.7625,43.74283333333334
1429,DMA,2022,33.41587082664371,3.5,3.0,3.5,34.7625,43.74283333333334
1430,DMA,2023,33.41587082664371,3.5,3.0,3.5,34.7625,43.74283333333334
1431,JAM,1997,40.8708567552372,2.302445023148148,2.4454571759259256,2.9830005787037033,44.02499999999999,72.487
1432,JAM,1998,38.1497084107612,2.0516837972841264,2.3929323649307204,2.965435007375797,45.829166666666666,71.911
1433,JAM,1999,34.6901250956258,2.5099063507593424,2.050958381417982,2.6649028026101824,44.1,71.065
1434,JAM,2000,37.1650857518054,1.905498020146273,2.3670392212949247,2.843844085116885,45.53750000000001,70.402
1435,JAM,2001,37.8568072818902,1.858054493815363,2.4664042841216745,2.9110663853055154,44.77916666666667,69.751
1436,JAM,2002,40.0417309630524,2.3909469696969694,1.9616341991341997,2.500178571428572,48.3,69.328
1437,JAM,2003,34.8997572322806,2.0326786663628766,2.387530378977747,2.9640785676311996,45.204166666666666,68.907
1438,JAM,2004,33.7170157028472,2.580313758514559,2.122196139577433,2.6480115920025824,45.5,68.755
1439,JAM,2005,32.8260572488287,2.298051797519845,2.2686890881350097,2.6902000694418087,39.94166666666667,68.477
1440,JAM,2006,35.0374338406994,2.1398877401837924,2.404750417710944,2.9013254490392653,45.295833333333334,68.158
1441,JAM,2007,34.1017600704117,2.005580713146503,2.4083141091364775,2.877962662337662,44.34166666666667,67.817
1442,JAM,2008,35.9613494517844,2.007532051282052,2.280649038461539,2.959775641025641,45.79166666666667,67.471
1443,JAM,2009,32.6284080168114,2.162946880304217,2.2134149313659996,2.6455490260305723,39.925,65.053
1444,JAM,2010,38.3887566930162,1.9362847222222221,2.0599826388888887,2.8623263888888886,41.087500000000006,63.339
1445,JAM,2011,39.8857996453806,1.9080478706805941,2.3035309194751017,2.6827367834832367,42.40416666666667,64.028
1446,JAM,2012,40.7671620254059,1.8715895373472609,2.1785309194751017,2.6382292077256606,41.1625,63.899
1447,JAM,2013,43.645611521548,2.02440521363755,2.2998732646993334,2.8955490260305723,45.829166666666666,65.036
1448,JAM,2014,40.0938030078757,1.9930055055055054,2.2703829685850234,2.8011186700399033,44.537499999999994,65.707
1449,JAM,2015,39.438872512173,2.072176288614318,2.374063614637632,2.9060174829554546,46.22916666666666,68.823
1450,JAM,2016,38.809683031614,2.0790482215153263,2.504240408714093,2.9351288678426846,45.929166666666674,68.302
1451,JAM,2017,38.2554765618196,1.9610827732209308,2.4512763917369176,2.904593918508393,44.099999999999994,69.072
1452,JAM,2018,37.1708563978581,2.5187265183646765,2.0836336178441446,2.6364315253459996,35.6,68.924
1453,JAM,2019,35.9990612450503,1.900439318817465,2.367255940410975,2.8572494105817903,45.3125,70.577
1454,JAM,2020,38.0068190484017,2.0703666123346594,2.389152051097973,2.9348296990714378,45.5,68.42
1455,JAM,2021,38.0068190484017,2.487164074960127,2.1677745500113925,2.6013298872180455,40.2,69.347
1456,JAM,2022,38.0068190484017,2.0382579038829043,2.370041041916041,2.96077137014637,44.7375,71.497
1457,JAM,2023,38.0068190484017,2.0485587972841257,2.392109996509668,2.9714108845687797,45.829166666666666,71.915
1458,ARG,1997,16.4121399574715,2.446713914105218,2.13574348356957,2.6060180761267713,49.1,69.861
1459,ARG,1998,15.0147548828471,2.4355418797953963,2.2253829974018595,2.6182775646490484,50.7,70.251
1460,ARG,1999,15.0785091063823,2.526804493815363,2.123398331740723,2.62207829006742,49.8,69.675
1461,ARG,2000,14.6946991724446,2.4771047008547002,2.099600885225885,2.5961828449328443,51.0,69.45
1462,ARG,2001,14.2387188197442,2.5579989436997446,2.1915479914292844,2.6348634438544343,53.3,68.732
1463,ARG,2002,11.3447434352894,2.4471569284374164,2.0575620923791655,2.555002804332073,53.8,67.063
1464,ARG,2003,11.6703669135449,2.6598209064327483,2.2107711988304093,2.627783260233918,51.0,68.085
1465,ARG,2004,11.506017531149,2.469416106554264,2.139609725070251,2.617927251841726,48.5,69.127
1466,ARG,2005,22.434340825819824,2.6263872130048593,2.0945692454332168,2.692050077509637,47.8,68.458
1467,ARG,2006,22.847354554415396,2.578790139527368,2.248401842861015,2.6611296726292863,46.4,68.826
1468,ARG,2007,22.56696186914389,2.707942670113723,2.248568940180782,2.810519165782324,46.3,68.282
1469,ARG,2008,20.75629990972188,2.481557724957555,2.246958121109224,2.6790322580645167,45.0,67.727
1470,ARG,2009,19.436432882233223,2.5774318675963412,2.211904708352076,2.7423096603688712,43.8,68.086
1471,ARG,2010,18.043059160978196,2.463381199466726,2.2211373726340833,2.6873394397900974,43.7,67.539
1472,ARG,2011,20.52991611269062,2.6496725387185913,2.1906457528825953,2.74250459214275,42.7,68.14
1473,ARG,2012,20.439813802622968,2.597018762183236,2.212616959064327,2.7414193469785575,41.4,68.063
1474,ARG,2013,18.111953374157366,2.6799733709273186,2.3673010651629074,2.7831101190476195,41.1,67.663
1475,ARG,2014,12.8727107566052,2.5653479853479864,2.0609157509157514,2.671466218966219,41.8,66.942
1476,ARG,2015,13.1683821566656,2.486181318681319,2.035915750915751,2.567299552299552,41.8,66.771
1477,ARG,2016,12.4328607996944,2.2893716931216934,1.689193121693121,2.7084920634920637,42.3,66.599
1478,ARG,2017,12.7508379712161,2.347342826019297,1.8669648842442959,2.6440673705379583,41.4,66.422
1479,ARG,2018,12.067359698856,2.5180288461538467,2.0189903846153854,2.7284855769230765,41.7,67.403
1480,ARG,2019,11.6233538347077,2.594814640768588,2.1817533416875525,2.621047671261487,43.3,68.122
1481,ARG,2020,10.0711221730401,2.441937632845712,1.8131901139347337,2.4191204051012756,42.7,63.716
1482,ARG,2021,10.4870481081638,2.538647091847892,2.1638628062441,2.6271782586692494,42.4,68.759
1483,ARG,2022,11.4467635538726,2.433334621474007,2.0915896319508844,2.565444377304991,40.7,70.054
1484,ARG,2023,23.706056136358896,2.684541563745528,2.198762396076974,2.7669175027870674,40.7,70.886
1485,MDG,1997,48.0343430322937,4.0,3.5,3.5,39.4,87.324
1486,MDG,1998,48.0343430322937,4.0,3.5,3.5,34.858333333333334,87.386
1487,MDG,1999,48.0343430322937,4.0,3.5,3.5,38.6,87.448
1488,MDG,2000,48.0343430322937,4.0,3.5,3.5,34.858333333333334,87.503
1489,MDG,2001,48.0343430322937,4.0,3.5,3.5,47.4,87.556
1490,MDG,2002,48.0343430322937,4.0,3.5,3.5,34.49583333333334,87.669
1491,MDG,2003,48.0343430322937,4.0,3.5,3.5,34.49583333333334,87.693
1492,MDG,2004,38.9305753510295,4.0,3.5,3.5,33.329166666666666,87.708
1493,MDG,2005,40.9437516820669,4.0,3.5,3.5,39.9,87.692
1494,MDG,2006,43.0458260361938,4.0,3.5,3.5,33.329166666666666,87.713
1495,MDG,2007,45.9997309352071,4.0,4.0,3.5,33.18333333333334,87.717
1496,MDG,2008,43.7054429373006,3.5,4.0,4.0,33.18333333333334,87.705
1497,MDG,2009,55.2743893627241,3.5,4.0,4.0,33.18333333333334,87.673
1498,MDG,2010,53.0035726241636,3.0,4.0,3.5,42.4,87.624
1499,MDG,2011,50.790012891755,3.0,4.0,3.5,33.40833333333333,87.552
1500,MDG,2012,52.3463086799591,3.0,4.0,3.5,42.6,87.463
1501,MDG,2013,51.9071260913143,3.0,4.0,3.5,34.2,87.363
1502,MDG,2014,48.5389189988155,3.0,4.5,3.5,33.225,87.258
1503,MDG,2015,49.2727496086636,2.5,4.5,3.5,33.541666666666664,87.156
1504,MDG,2016,51.2352756332937,3.0,4.5,3.5,33.99166666666667,86.959
1505,MDG,2017,45.5546826895108,3.0,4.5,3.5,33.54166666666667,86.791
1506,MDG,2018,52.5051841986633,3.0,4.0,3.5,35.045833333333334,86.657
1507,MDG,2019,48.2392157530368,3.0,4.0,3.5,34.25833333333333,86.546
1508,MDG,2020,48.1878136867651,3.0,4.0,3.5,33.8125,85.718
1509,MDG,2021,49.1968557444019,3.0,4.0,3.5,33.8125,86.173
1510,MDG,2022,54.3434849608948,3.0,4.0,3.5,33.8125,86.346
1511,MDG,2023,54.3434849608948,3.0,4.0,3.5,33.8125,86.342
1512,TEA,1997,11.205926400459678,3.18181818181818,3.72727272727273,3.22727272727273,31.895833333333332,78.1731899923486
1513,TEA,1998,18.78128153502657,3.18181818181818,3.72727272727273,3.22727272727273,32.795833333333334,77.8105126060768
1514,TEA,1999,15.204538402431185,3.18181818181818,3.72727272727273,3.22727272727273,32.69583333333333,77.3992598939861
1515,TEA,2000,13.851341950450605,3.18181818181818,3.72727272727273,3.22727272727273,32.4875,77.0178734697684
1516,TEA,2001,14.699421691440106,3.18181818181818,3.72727272727273,3.22727272727273,32.9375,76.862239501501
1517,TEA,2002,27.779249101802,3.18181818181818,3.72727272727273,3.22727272727273,34.85416666666667,76.5187700232521
1518,TEA,2003,32.3588142414131,3.18181818181818,3.72727272727273,3.22727272727273,35.616666666666674,76.2523323959865
1519,TEA,2004,12.728339810445055,3.18181818181818,3.72727272727273,3.22727272727273,33.85416666666667,76.0507958665267
1520,TEA,2005,15.02316322126685,3.18181818181818,3.72727272727273,3.22727272727273,33.079166666666666,75.7296111523678
1521,TEA,2006,13.76125937194579,3.0,3.70833333333333,3.29166666666667,33.27083333333333,75.4972684756872
1522,TEA,2007,15.106998970513473,3.04545454545455,3.68181818181818,3.18181818181818,32.77916666666667,75.5561247932953
1523,TEA,2008,34.267468852495,3.04545454545455,3.72727272727273,3.22727272727273,35.233333333333334,75.3791993333997
1524,TEA,2009,35.48689961533,3.04545454545455,3.81818181818182,3.40909090909091,35.38333333333333,75.192879837635
1525,TEA,2010,33.4525994337419,3.04545454545455,3.72727272727273,3.54545454545455,35.483333333333334,75.057721118271
1526,TEA,2011,30.6375873051573,2.96153846153846,3.53846153846154,3.46153846153846,36.287499999999994,75.2238496375658
1527,TEA,2012,29.453081263337,2.89285714285714,3.35714285714286,3.39285714285714,36.22083333333333,75.004977350614
1528,TEA,2013,27.8641037266053,2.9,3.36666666666667,3.36666666666667,37.233333333333334,74.6309926342312
1529,TEA,2014,22.6662980853085,2.9,3.3,3.4,35.2,74.5634709160767
1530,TEA,2015,23.3482592583986,2.86666666666667,3.26666666666667,3.43333333333333,37.45833333333333,74.4273902133683
1531,TEA,2016,24.7355398629721,2.82142857142857,3.14285714285714,3.39285714285714,36.454166666666666,74.2299981012547
1532,TEA,2017,24.361877675123,2.75,3.14285714285714,3.39285714285714,37.2625,73.9651515948683
1533,TEA,2018,26.1194154671935,2.75,3.17857142857143,3.39285714285714,36.32083333333334,73.9904797942897
1534,TEA,2019,23.9297074335257,2.71428571428571,3.14285714285714,3.32142857142857,37.37916666666666,73.9074112106429
1535,TEA,2020,23.0320903768343,2.67857142857143,3.14285714285714,3.32142857142857,39.6875,72.6644267675757
1536,TEA,2021,20.0525292185822,2.75,3.10714285714286,3.25,34.145833333333336,73.4205231678995
1537,TEA,2022,25.2280829883839,2.75,3.10714285714286,3.14285714285714,35.858333333333334,73.0768399345782
1538,TEA,2023,14.532194318821153,2.78571428571429,3.0,3.14285714285714,34.32083333333334,73.279332605828
1539,LUX,1997,22.8830420087335,2.6500000000000004,2.504166666666667,2.7041666666666666,29.6,61.642
1540,LUX,1998,22.7472262942474,2.5625,2.3125,2.5625,30.6,61.977
1541,LUX,1999,22.3763509331657,2.471803610906411,2.0000982559567673,2.4657577990665684,30.0,63.063
1542,LUX,2000,22.2279566211866,2.497635135135135,2.0990990990990994,2.5163851351351347,30.1,64.266
1543,LUX,2001,22.2683661672293,2.408986581920904,2.0434322033898304,2.4477561633281972,30.9,64.06
1544,LUX,2002,21.7370610530577,2.5303965030955613,2.0437203305032927,2.5195185831262465,31.0,65.307
1545,LUX,2003,21.4302590803397,2.710416666666667,2.20625,2.6312499999999996,30.2,64.458
1546,LUX,2004,21.0222789481973,2.594141869141869,2.0283375140395687,2.5768762457974796,30.2,65.649
1547,LUX,2005,21.1378053575626,2.206547619047619,1.5460342897842891,2.6577228327228326,30.8,66.549
1548,LUX,2006,21.0324153345941,2.1964169000933706,1.5170310218104328,2.6770038784744665,30.9,66.509
1549,LUX,2007,21.0580899850376,2.2964169000933707,1.6086976884770996,2.693670545141133,31.1,66.483
1550,LUX,2008,20.3261319254561,2.2699618736383442,1.7196434556728672,2.6232340372046252,32.6,66.442
1551,LUX,2009,19.9127987603916,2.630753987463083,2.217494633671693,2.643279358338712,31.2,68.573
1552,LUX,2010,20.102010857824,2.6598209064327483,2.2107711988304093,2.627783260233918,30.5,68.083
1553,LUX,2011,20.1882690272049,2.46375457082717,2.126141318727777,2.625318242293865,32.1,67.701
1554,LUX,2012,19.8228234764785,2.4575374515835042,2.122725848712691,2.610664302802461,34.3,69.289
1555,LUX,2013,19.7450392509593,2.5044433827042516,2.0543011095185006,2.5886060678451974,32.0,69.627
1556,LUX,2014,19.950125253616,2.4248534739982945,2.0845315481264963,2.5320909704461503,31.2,70.224
1557,LUX,2015,20.1849057772591,2.5599443630693637,2.1126359095109093,2.7063351157101154,32.9,71.309
1558,LUX,2016,20.009702700059,2.4339643065464163,2.0603813321667337,2.57645881006865,31.7,70.625
1559,LUX,2017,20.2032984841334,2.4311978693372547,2.0878503157115684,2.5344614713220857,34.5,70.107
1560,LUX,2018,20.4945980320434,2.508450141065146,2.0504758674915315,2.654231154781784,35.4,71.006
1561,LUX,2019,20.7415681471535,2.5578894946082453,2.0910705449767946,2.688918748293748,34.2,71.916
1562,LUX,2020,20.2850668711835,2.5869733014264273,2.0973442192192184,2.722453312687687,33.4,72.112
1563,LUX,2021,20.8621597296981,2.655423280423281,2.160879629629629,2.7663690476190483,32.7,73.32
1564,LUX,2022,20.3908242986315,2.450231481481481,1.8333333333333333,2.5763888888888884,32.7,73.135
1565,LUX,2023,20.3908242986315,2.6803209459459465,2.2214527027027025,2.7476914414414413,32.7,74.007
1566,UZB,1997,11.390197275756453,2.5,4.0,3.0,35.42916666666667,66.668
1567,UZB,1998,19.955131443376466,2.5,4.0,3.0,44.3,66.557
1568,UZB,1999,13.454428900467116,2.5,4.0,3.0,32.50416666666667,66.383
1569,UZB,2000,22.583817309446452,2.5,4.0,3.0,36.0,66.265
1570,UZB,2001,17.372189638113777,2.5,4.0,3.0,35.725,66.083
1571,UZB,2002,19.054615714213725,2.5,4.0,3.0,33.0,65.9
1572,UZB,2003,19.07157209985565,2.5,4.0,3.0,35.3,65.681
1573,UZB,2004,14.18957925432111,2.5,4.0,3.0,35.545833333333334,65.163
1574,UZB,2005,20.530830014615425,2.5,4.0,3.0,36.708333333333336,64.643
1575,UZB,2006,16.448265501305475,2.5,4.0,3.0,34.84166666666667,64.04
1576,UZB,2007,16.82460437667677,3.0,4.0,3.0,35.5375,63.303
1577,UZB,2008,18.09004581684544,3.0,4.0,3.5,35.733333333333334,62.668
1578,UZB,2009,18.34361896309013,3.0,4.0,3.5,35.5375,62.19
1579,UZB,2010,16.86380220668601,3.0,4.0,3.5,35.204166666666666,61.901
1580,UZB,2011,15.993689844909133,3.0,4.0,3.5,34.65833333333333,61.655
1581,UZB,2012,20.073970905119694,3.0,4.0,3.5,35.829166666666666,61.391
1582,UZB,2013,17.350915794479544,3.0,4.0,3.5,37.891666666666666,61.143
1583,UZB,2014,20.211076444901686,3.0,4.0,3.5,38.70833333333333,60.95
1584,UZB,2015,21.30164976893213,3.0,4.0,4.0,39.00416666666666,60.785
1585,UZB,2016,7.64349685669138,3.0,4.5,4.0,33.675000000000004,60.763
1586,UZB,2017,12.3871335988631,3.5,4.5,4.0,33.24583333333334,60.842
1587,UZB,2018,9.25522276230957,3.5,4.5,4.0,33.24583333333334,60.817
1588,UZB,2019,7.35965429359584,3.5,4.5,4.5,33.24583333333334,60.769
1589,UZB,2020,21.0978778899856,3.5,4.5,4.5,36.05833333333334,59.89
1590,UZB,2021,18.0292427506408,3.5,4.5,4.5,33.47916666666667,60.684
1591,UZB,2022,22.0873913737063,3.5,4.5,4.5,31.2,60.807
1592,UZB,2023,19.664126846588463,3.5,4.5,4.5,38.891666666666666,60.873
1593,IDB,1997,16.97280203373112,3.57692307692308,3.30769230769231,3.46153846153846,36.391666666666666,67.4067912637163
1594,IDB,1998,14.907303205552866,3.57692307692308,3.30769230769231,3.46153846153846,35.425,67.2920194018533
1595,IDB,1999,17.0470346499629,3.57692307692308,3.30769230769231,3.46153846153846,37.49583333333333,67.3777227370067
