,ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
1675,AUS,1998,8.0,10.587899543379,0.1,6.4,3.6,99.7122951850974,0.06,51.666666666666664,94.0,82.0,82.0,8.1999998093,99.9907556704031,99.3,57.97715647865289,7.0,0.0,0.4,93.5621136675354,7.59412289,2.5,18.847,78.6317073170732
1676,AUS,1999,8.0,10.9066427289049,0.1,6.3,3.5,99.7122951850974,0.07,51.791666666666664,94.0,88.0,88.0,7.9000000954,99.9907556704031,99.3,58.40339453304051,7.0,0.0,0.4,93.5621136675354,7.59412289,2.5,18.393,78.9317073170732
1677,AUS,2000,8.0,11.1703478040112,0.1,6.2,3.5,99.7122951850974,0.07,51.791666666666664,94.0,90.0,91.0,4.04,99.9907556704031,99.3,58.265240185404295,7.0,0.0,0.4,93.5621136675354,7.59412289,2.5,17.795,79.2341463414634
1678,AUS,2001,7.8,11.3782051282051,0.1,6.1,3.5,99.7112440939618,0.07,51.791666666666664,94.0,92.0,92.0,3.96,99.9912540263272,99.3,58.75941673297437,6.0,0.0,0.3,93.6646912226105,7.67809916,2.5,17.62,79.6341463414634
1679,AUS,2002,7.7,11.5643175466425,0.1,6.0,3.4,99.7121932942878,0.08,51.791666666666664,95.0,92.0,94.0,3.94,99.9917523822512,99.3,58.75941673297436,6.0,0.0,0.3,93.7672687776856,7.87627029,2.5,17.238,79.9365853658537
1680,AUS,2003,7.6,11.7298916143754,0.1,5.9,3.4,99.7343585407436,0.08,53.208333333333336,95.0,93.0,94.0,3.97,99.9922507381752,99.3,58.75941673297436,6.0,0.0,0.4,93.8698463327608,7.88087225,2.5,16.34,80.2390243902439
1681,AUS,2004,7.5,11.8832569425721,0.1,5.8,3.3,99.756343263422,0.08,53.208333333333336,95.0,92.0,94.0,4.0,99.9927490940993,99.3,58.75941673297436,5.0,0.0,0.4,93.9724238878359,8.08708572,2.5,16.144,80.490243902439
1682,AUS,2005,7.5,12.0196290867376,0.1,5.7,3.3,99.7781486825672,0.08,53.208333333333336,95.0,92.0,94.0,3.9,99.9932474500233,99.4,58.75941673297436,5.0,0.0,0.3,94.075001442911,7.97029352,2.5,16.491,80.8414634146341
1683,AUS,2006,7.4,12.1275955461932,0.1,5.6,3.2,99.7997739521724,0.09,53.208333333333336,95.0,92.0,94.0,3.92,99.9937458059473,99.3,58.75941673297436,5.0,0.0,0.2,94.1775789979862,7.97702456,2.5,16.11,81.0414634146342
1684,AUS,2007,7.4,12.1815469359651,0.1,5.4,3.1,99.8212541640962,0.09,53.208333333333336,94.0,92.0,94.0,3.92,99.9942441618714,99.2,58.75941673297437,5.0,0.0,0.2,94.2801565530613,8.05496502,2.5,17.127,81.2926829268293
1685,AUS,2008,7.4,12.2178391409161,0.1,5.2,3.0,99.8425551218213,0.09,51.791666666666664,94.0,92.0,94.0,3.82,99.9947425177954,99.1,58.75941673297436,5.0,0.0,0.2,94.3827341081364,8.24855137,2.5,18.189,81.3951219512195
1686,AUS,2009,7.4,12.2320633090509,0.1,5.0,2.9,99.8636747098466,0.09,53.208333333333336,94.0,92.0,94.0,3.78,99.9952408737194,99.1,58.75941673297437,5.0,0.0,0.1,94.4853116632115,8.54473877,2.5,17.814,81.5439024390244
1687,AUS,2010,7.3,12.2272932443954,0.1,4.8,2.8,99.8831444931569,0.09,53.208333333333336,92.0,92.0,94.0,3.78,99.9957392296434,99.1,58.75941673297436,5.0,0.0,0.2,94.5878892182867,8.42025661,2.5,17.069,81.6951219512195
1688,AUS,2011,7.4,12.1968787515006,0.1,4.5,2.6,99.891961822547,0.09,53.208333333333336,92.0,92.0,94.0,3.78,99.9962375855675,99.1,58.75941673297436,6.0,0.0,0.2,94.6904667733618,8.53744984,2.5,16.307,81.8951219512195
1689,AUS,2012,7.4,12.169384678635,0.1,4.3,2.5,99.9007695926109,0.09,53.208333333333336,91.0,92.0,94.0,3.75,99.9967359414915,99.2,58.75941673297436,6.0,0.0,0.2,94.7930443284369,8.67456913,2.5,16.038,82.0463414634146
1690,AUS,2013,7.4,12.1031398000351,0.1,4.1,2.4,99.9095893912989,0.09,53.208333333333336,91.0,91.0,94.0,3.74,99.9972342974155,99.0,58.75941673297436,6.0,0.0,0.2,94.895621883512,8.75058746,2.5,14.697,82.1487804878049
1691,AUS,2014,7.4,12.0261437908497,0.1,4.0,2.4,99.9614764144689,0.09,53.208333333333336,91.0,92.0,94.0,3.79,99.9977326533395,99.8,58.75941673297436,5.0,0.0,0.2,94.9981994385872,9.83354282,2.5,13.072,82.3
1692,AUS,2015,7.6,11.966537342386,0.1,3.9,2.3,99.9700009039845,0.09,53.208333333333336,93.0,93.0,95.0,3.82,99.9982310092636,98.8,58.75941673297436,5.0,0.0,0.1,95.1007769936623,10.18225861,2.5,12.038,82.4
1693,AUS,2016,7.7,11.8879205908789,0.1,3.8,2.3,99.9699666761373,0.08,54.583333333333336,94.0,94.0,95.0,3.84,99.9987293651876,98.8,59.251627454656415,5.0,0.0,0.1,95.2033545487374,10.09288597,2.5,10.939,82.4487804878049
1694,AUS,2017,7.9,11.9249530956848,0.1,3.8,2.3,99.9699375056336,0.08,54.583333333333336,95.0,95.0,94.0,3.84,99.9992277211116,99.4,59.251627454656415,5.0,0.0,0.1,95.3059321038126,10.12281322,2.5,10.235,82.5
1695,AUS,2018,8.2,12.013763129301,0.1,3.8,2.3,99.9698937678204,0.07,54.583333333333336,95.0,95.0,94.0,3.84,99.9997260770357,98.7,59.251627454656415,4.0,0.0,0.1,95.4087309419014,10.05971909,2.5,9.741,82.7487804878049
1696,AUS,2019,8.5,12.1307905735258,0.1,3.8,2.4,99.9698543658953,0.06,54.583333333333336,95.0,95.0,94.0,3.84,100.0,98.8,58.76010629293879,5.0,0.0,0.1,95.5113746188321,10.21965981,2.5,8.763,82.9
1697,AUS,2020,8.5,12.3212019346208,0.1,3.8,2.4,99.9698176501115,0.04,54.583333333333336,95.0,95.0,93.0,3.84,100.0,96.0,59.251627454656415,3.0,0.0,0.1,95.6137461919857,10.6837368,2.5,7.726,83.2
1698,AUS,2021,8.5,12.4546225614928,0.1,3.8,2.4,99.9697746715914,0.03,54.583333333333336,95.0,95.0,93.0,3.84,100.0,96.0,59.251627454656415,3.0,0.0,0.1,95.7161177651394,10.54363918,2.5,7.089,83.3
1699,AUS,2022,8.5,12.4978922874583,0.1,3.8,2.3,99.9697313918139,0.03,54.583333333333336,94.0,94.0,96.0,3.84,100.0,96.0,59.251627454656415,3.0,0.0,0.1,95.818489338293,10.54363918,2.5,6.747,83.2
1700,AUS,2023,8.5,12.4978922874583,0.1,3.8,2.3,99.9697313918139,0.03,54.583333333333336,94.0,94.0,91.0,3.84,100.0,96.0,59.251627454656415,3.0,0.0,0.1,95.818489338293,10.54363918,2.5,6.747,83.2
1701,HIC,1997,13.8676918239914,24.4351433222336,0.15695969431608836,9.2,4.9,98.5767266461596,0.0625,51.333333333333336,47.4598538150073,90.4715500202883,89.9784179875761,7.36494874456824,96.8395491768374,99.11226275731656,54.677833197578764,16.0,0.0612281357464549,1.54545806210442,86.5686321946061,9.36430961312187,2.89709018741666,26.8770409294679,75.5685531917317
1702,HIC,1998,13.8676918239914,23.49920676798164,0.16075566685161455,8.9,4.7,98.5767266461596,0.06291666666666666,52.833333333333336,51.036019756916,91.1043952400104,90.2518026360612,7.27685574792831,96.8395491768374,99.11226275731656,54.677403003442365,16.0,0.0612281357464549,1.54545806210442,86.5686321946061,9.36430961312187,2.89709018741666,26.387697569166,75.7912437384945
1703,HIC,1999,13.8676918239914,22.240983673199057,0.16458422347383145,8.6,4.5,98.5767266461596,0.06458333333333333,52.833333333333336,52.1736606315816,93.2229346213841,91.3391841560203,7.12441696539519,96.8395491768374,99.1205960906499,54.677403003442365,16.0,0.0612281357464549,1.54545806210442,86.5686321946061,9.36430961312187,2.89709018741666,25.6506491571441,75.8046808025112
1704,HIC,2000,13.8676918239914,22.285834050262313,0.16458422347383142,8.2,4.4,98.5767266461596,0.06416666666666666,51.333333333333336,53.916309458769,93.1238422388334,91.7776718106222,6.7234826899733,96.8395491768374,99.0380959527708,53.5623409552138,16.0,0.0612281357464549,1.54545806210442,86.5686321946061,9.36430961312187,2.89709018741666,25.1970998645144,76.0316587774249
1705,HIC,2001,13.7190810389026,22.645432025834833,0.20403578407940684,8.0,4.3,98.5938290800717,0.07720470257589129,52.833333333333336,60.410861208153,94.6533515547557,92.2033631570111,6.74011042334422,96.513464629466,99.12839608295309,54.32565316029884,16.0,0.0650030487838006,1.54940025376618,86.5597416310871,9.83204702473264,2.89709018741666,24.4309959350286,76.2970374568881
1706,HIC,2002,13.643282912821,23.18213157961578,0.22367720610209957,7.8,4.2,98.6284849481578,0.1112922480365615,51.875,64.8866658213466,94.8282089157112,92.7431915111458,6.5613389036657,96.6000730747379,99.10960291558617,54.20292610193695,16.0,0.062861547916937,1.53260870420393,86.6984046758762,10.2518088596678,2.8062653910326,23.8582190458393,76.4218888164917
1707,HIC,2003,13.5901680086929,22.657754016925587,0.24444349316197,7.5,4.1,98.6583021619572,0.12488873374360951,51.875,67.9070036332169,95.8107612823251,93.4090605684167,6.44895739067918,96.6807123676877,99.60987158063999,55.04195462749541,16.0,0.0606998940650931,1.5383371140826,86.8617340720019,10.422317512965,2.75351198881018,23.4126917329147,76.527794850993
1708,HIC,2004,13.5101598272949,22.689522377039694,0.24444349316197006,7.3,4.0,98.6878974102593,0.11913272140911563,51.75,69.3679449335075,95.6525609939257,93.6327941164868,6.34095120294507,96.7598884833246,99.59737158063999,55.69912095187069,14.0,0.058471396951785,1.48701782932053,87.1019247815441,10.3421942188841,2.70717323834356,23.2690639382795,76.9695177422752
1709,HIC,2005,13.4711879968411,23.59465456661387,0.24484818680474274,7.1,3.9,98.7786398890139,0.1248887337436095,49.75,70.4176243917238,95.8879365741768,93.4693800094563,6.2191242828223,96.8386033984909,99.59737158063999,56.356560688848894,14.0,0.0568613341841034,1.47056503687119,87.3412342335491,10.3629335255272,2.70590639122514,22.949111709535,77.0896390001084
1710,HIC,2006,13.4724387718125,23.59465456661387,0.23960528591868285,6.9,3.7,98.8063143198741,0.11913272140911563,49.75,72.3692396572251,96.2752991985752,93.6823707595226,6.15088674536199,96.9308514958255,99.58070491397332,56.356560688848894,13.0,0.0535236207536683,1.33651585268415,87.5804989044978,10.3948092004145,2.70250491052289,23.2591319259784,77.5185760631902
1711,HIC,2007,13.4581844227022,24.23741627135818,0.22552058132087205,6.7,3.6,98.8366936568169,0.11336850678450441,50.666666666666664,72.5367327358365,96.020616793271,93.6748383541388,6.11692516831474,97.0224261003253,99.58903824730666,56.356560688848894,12.0,0.0501494459907574,1.22585741479901,87.8336654631617,10.3306284173813,2.70509790938293,23.6287145878571,77.8292090136335
1712,HIC,2008,13.4166216830984,24.53728865957669,0.22552058132087205,6.5,3.5,98.8670825677907,0.11336850678450441,50.666666666666664,73.8460328216718,96.124970239355,93.7629334327388,6.00472632736881,97.1118059745486,99.58903824730666,56.356560688848894,12.0,0.0467727136960217,1.17428725648001,88.0896553162444,10.4617715548447,2.71301622033709,23.7119084752771,78.0221490327658
1713,HIC,2009,13.3975256575377,24.60442792432456,0.23099830553176526,6.3,3.4,98.8971849871489,0.11336850678450441,50.666666666666664,73.9937461943683,95.7255108459038,93.0153194688669,5.90419358644467,97.1939328741226,99.57653824730666,56.356560688848894,12.0,0.0434729747478782,1.10426482231862,88.3704627757251,11.462484391775,2.78249566840231,22.9079617220212,78.3759681628538
1714,HIC,2010,13.3773803586077,24.74165828679477,0.22724962924064496,6.1,3.3,98.9245086111103,0.10486527840687143,49.958333333333336,75.2435753841734,95.7252558334338,93.855499071599,5.82767950348382,97.2748486036204,99.0879539521659,57.22503975991051,12.0,0.0401312796855062,1.08101675392224,88.6603864566441,11.3133259560313,2.81179128604305,21.3324060903147,78.5656605791313
1715,HIC,2011,13.439158194727,25.061202871800905,0.2113684117898304,6.0,3.3,98.9483551599569,0.08938548028341503,48.625,76.607535827586,96.0655846550247,93.9310459458909,5.76381541048204,97.3428090968624,99.43827574505752,57.53072965374518,11.0,0.036912936904143,1.00350449425047,88.9504942600433,11.2636284766396,2.78518230866564,19.8632780694927,78.9029962222582
1716,HIC,2012,13.4831005968406,24.912652022520483,0.23524604687980677,5.8,3.2,98.9717500411596,0.09430468140534817,48.625,76.4167818772849,95.635500398924,94.0934860576213,5.72631350218279,97.411096451244,99.37656696603605,57.956796555490556,11.0,0.0335498438008172,0.955284414779589,89.2409895876075,11.3666477007782,2.73229768597729,18.915909162985,79.053126183839
1717,HIC,2013,13.5802027458921,24.997285481186662,0.23218460763803844,5.7,3.2,98.9959129852485,0.09007887400899325,51.041666666666664,77.0488556873122,95.4693422508256,94.3003413780072,5.65437500236317,97.4784453966194,99.33073363270272,57.956796555490556,11.0,0.0299646240679926,0.902256842052528,89.5349887945884,11.378277881303,2.68720920895437,17.4763762918968,79.2817211833037
1718,HIC,2014,13.6961657498128,25.30127045651128,0.21501504694550985,5.6,3.1,99.0220349200446,0.09917186842476562,51.583333333333336,78.1111160573713,95.6779505539033,94.5314749069369,5.60301977263491,97.5450024865312,99.3536934667363,57.956796555490556,11.0,0.0266431505167438,0.862422841196216,89.8356688024607,11.5884713065105,2.66752508465273,16.4143413232383,79.5269434281654
1719,HIC,2015,13.826541950625,25.16004366444632,0.22239790021254896,5.5,3.1,99.0375396939302,0.10234709690413038,51.583333333333336,78.8628458672844,95.4568012692499,94.2264661566469,5.53011959532847,97.6118669224296,99.32452680006963,58.60484396033662,11.0,0.0241793105428999,0.816726278070338,90.1312832534454,12.0508110818507,2.66986394454524,15.2025016439845,79.472886256175
1720,HIC,2016,14.0248524004261,25.158527559349544,0.21767712949270052,5.4,3.0,99.059971843808,0.11355750058091861,51.666666666666664,79.4994348868394,95.49429870863,94.1657666504514,5.48441566759383,97.6768935619973,99.27337443700927,58.60484396033662,11.0,0.0218838143496415,0.835569743951649,90.4113407094666,12.2283994204701,2.66434209227098,14.1125665950132,79.6665154276177
1721,HIC,2017,14.2365556201153,25.053360094999483,0.22107281935586226,5.3,3.0,99.0828270782481,0.11439083391425195,51.666666666666664,79.3754665486842,94.9953443678626,94.0678831157201,5.50056900915793,97.7355895977082,99.24837443700928,58.75941673297436,11.0,0.0166227698825834,0.802092154714162,90.6679084571785,12.1451741253899,2.65102799831583,12.9183631633668,79.789477231299
1722,HIC,2018,14.4577138624801,25.100302338287978,0.21750906365168599,5.2,3.0,99.1033540438916,0.11439083391425195,51.75,79.530262371391,94.9294156457488,94.4585935820652,5.46292618735795,97.7831772024118,99.24470968900236,58.75941673297436,11.0,0.0159230815408954,0.799385613774708,90.8825155009302,12.0597212933827,2.62396230555892,11.9469116010547,79.8972919078753
1723,HIC,2019,14.7325788434996,24.78769153861839,0.21992456695399387,5.1,2.9,99.1216677532692,0.103425559812873,53.208333333333336,91.7036220922771,94.9303143790743,93.8201922125134,5.40191322558452,97.8242630170234,98.5751671717199,59.251627454656415,11.0,0.0150650418722093,0.757375568483219,91.0403869208897,12.2665672188728,2.63119047228444,11.1027878608944,80.1395351006223
1724,HIC,2020,14.7325788434996,24.781853799952152,0.21097530857158453,5.0,2.8,99.1402904823995,0.09907584064801775,53.208333333333336,90.9737652433775,94.1289684068598,93.79110375736,5.38871451051195,97.8661056237649,98.90211507712752,58.75941673297436,12.0,0.0143387456864404,0.757375568483219,91.1437949611511,13.7326768499564,2.6315438298833,10.1892555844605,79.1433131408218
1725,HIC,2021,14.7325788434996,24.758777131574025,0.21395573382256494,4.9,2.7,99.1622886335515,0.10191042000907971,54.583333333333336,91.5981156802168,94.7217462941191,94.0099356251672,5.38871451051195,97.9062979932291,99.09794841046086,58.75941673297436,12.0,0.0137116354338552,0.757375568483219,91.2340620444884,13.126277682469,2.65183531348939,9.45815076397394,78.7980877171883
1726,HIC,2022,14.7325788434996,25.321323987204337,0.23069611851688132,4.8,2.6,99.1945095725011,0.10608568798527326,54.583333333333336,91.7507522833462,94.6508432863713,94.1681763685713,5.38871451051195,97.9494173867326,99.03544841046087,58.75941673297437,12.0,0.0136627986820802,0.757375568483219,91.243875110402,13.126277682469,2.65581221195055,9.22279761263632,79.5066307772331
1727,HIC,2023,14.7325788434996,25.03237569044892,0.2217207094074749,4.8,2.6,99.1945095725011,0.10322804826189988,54.583333333333336,91.4952176466476,94.325599601441,93.5719931523701,5.38871451051195,97.9494173867326,98.90211507712752,58.75941673297436,12.0,0.0136627986820802,0.757375568483219,91.243875110402,13.126277682469,2.65581221195055,9.22279761263632,79.5066307772331
1728,TTO,1997,25.5,50.3699229956213,0.8,28.0,17.9,92.204244926856,0.6908333333333334,9.0,5.0,90.0,88.0,3.3,90.0446712831982,98.4,55.995084430731325,74.0,0.328217834862649,0.2,46.400247772281816,4.23492479,9.6,40.957,68.719
1729,TTO,1998,25.5,50.4471129279509,1.0,27.9,17.9,92.204244926856,0.6933333333333335,9.0,5.0,91.0,90.0,3.3,90.0446712831982,98.2,55.995084430731325,74.0,0.328217834862649,0.2,46.400247772281816,4.23492479,9.6,40.047,69.16
1730,TTO,1999,25.5,50.4921700223714,1.1,27.8,17.8,92.204244926856,0.6908333333333334,9.0,5.0,90.0,88.0,3.3,90.0446712831982,98.4,55.995084430731325,74.0,0.328217834862649,0.2,46.400247772281816,4.23492479,9.6,40.432,68.377
1731,TTO,2000,25.5,50.545014129996,1.2,27.7,17.7,92.204244926856,0.6908333333333333,9.0,5.0,90.0,90.0,3.3,90.0446712831982,96.0,55.995084430731325,74.0,0.328217834862649,0.2,46.400247772281816,4.23492479,9.6,40.07,69.102
1732,TTO,2001,24.6,50.5700555921982,1.3,27.5,17.6,92.5626192854622,0.735,22.0,5.0,91.0,91.0,3.4000000954,90.2962584033747,99.5,55.995084430731325,67.0,0.308885357802367,0.2,41.052481357178905,4.0346489,9.6,39.684,69.646
1733,TTO,2002,23.9,50.6140509301066,1.4,27.3,17.4,92.9207975095833,0.765,29.0,5.0,96.0,87.0,3.4000000954,90.5481925246535,98.7,55.995084430731325,58.0,0.289552880742086,0.2,42.82135991375071,4.72302485,10.1,38.68,70.488
1734,TTO,2003,23.2,50.6791321220674,1.4,26.8,17.2,93.2787795992192,0.21093490306531834,35.0,76.0,91.0,88.0,3.3,90.8004736470346,99.7,53.87676758684039,65.0,0.270220403681812,0.1,48.46236815523024,4.18767118,10.7,38.447,69.729
1735,TTO,2004,22.4,50.7556018759771,1.4,26.3,16.9,93.6365655543702,0.31284340159986723,34.0,94.0,94.0,95.0,3.3,91.053101770518,99.7,55.14853979678775,57.0,0.25088792662153,0.1,44.47301166056856,4.30805206,11.2,37.927,71.076
1736,TTO,2005,21.8,50.8480413258717,1.4,25.7,16.5,93.994155375036,0.40051906687447164,40.0,95.0,95.0,93.0,2.6,91.3060768951038,97.49583333333334,58.09146150055743,56.0,0.231555449561249,0.1,48.8131787477996,4.43451166,10.8,36.89,71.308
1737,TTO,2006,21.2,50.9477656745862,1.4,25.2,16.1,94.3515490612168,0.461352400207805,47.0,89.0,92.0,89.0,2.7,91.5593990207918,96.9,58.222498934954864,56.0,0.212222972500967,0.1,50.103654453875976,4.15431976,10.3,38.217,71.256
1738,TTO,2007,20.6,51.0530387690192,1.4,24.5,15.6,94.7087466129125,0.39189753531003846,51.0,89.0,88.0,91.0,2.7,91.8130681475821,84.4625,90.0634425479679,54.0,0.192890495440686,0.1,49.401588471295796,4.1536026,9.8,38.944,71.652
1739,TTO,2008,20.0,51.1682242990654,1.4,23.7,15.2,95.0657480301233,0.5116666666666667,55.0,90.0,90.0,91.0,2.5,92.0670842754747,99.5,90.0634425479679,54.0,0.173558018380405,0.2,45.573313054253525,3.6575706,9.4,39.537,71.47
1740,TTO,2009,19.4,51.2918660287081,1.4,23.0,14.7,95.4225533128488,0.37916666666666665,44.0,90.0,90.0,94.0,2.6,92.3214474044696,84.49583333333334,90.0634425479679,45.0,0.154225541320123,0.1,47.02615521329021,5.48676443,9.0,40.265,73.126
1741,TTO,2010,18.8,51.4036617262424,1.4,22.3,14.2,95.7791624610893,0.4641666666666667,66.0,90.0,90.0,92.0,2.01,92.5761575345668,99.15,90.0634425479679,47.0,0.134893064259849,0.1,46.84131741568907,5.08042908,8.1,40.084,72.725
1742,TTO,2011,18.3,51.5135653842799,1.4,21.6,13.8,96.1355754748447,0.45333333333333337,85.0,90.0,90.0,92.0,2.01,92.8312146657663,98.0,90.0634425479679,44.0,0.115560587199567,0.1,43.00261462548148,4.72197914,7.2,40.013,73.278
1743,TTO,2012,17.8,51.6112129944983,1.3,21.0,13.4,96.4917923541151,0.44916666666666666,92.0,92.0,92.0,85.0,2.55,93.0866187980682,100.0,90.0634425479679,41.0,0.0962281101392861,0.1,43.655896013161154,4.63289499,6.6,39.933,73.716
1744,TTO,2013,17.6,51.6143106457243,1.3,20.4,13.0,97.3703479985086,0.4416666666666667,71.0,92.0,92.0,91.0,2.53,93.3423699314723,100.0,90.0634425479679,37.0,0.0768956330790047,0.1,48.606629338358545,4.80276918,6.5,39.676,73.962
1745,TTO,2014,17.5,51.6117790555846,1.3,19.8,12.6,97.7532628232891,0.42041666666666666,64.0,92.0,92.0,96.0,2.79,93.4569381476012,100.0,90.0634425479679,35.0,0.0575631560187233,0.1,49.84112465855136,4.87136698,6.6,39.416,74.215
1746,TTO,2015,17.4,51.7361413279958,1.3,19.3,12.2,98.1361776480696,0.3883333333333334,59.0,90.0,96.0,89.0,2.38,93.5715063637301,100.0,90.0634425479679,31.0,0.0382306789584419,0.1,49.70890186215419,5.65026045,6.8,39.044,74.503
1747,TTO,2016,17.3,51.8550775126285,1.2,18.7,11.9,98.5190924728501,0.34208333333333335,84.0,97.0,97.0,86.0,2.41,93.6860745798591,100.0,59.15316140640852,29.0,0.0188982018981605,0.1,56.01753785805863,6.50998688,6.8,38.876,74.281
1748,TTO,2017,17.4,51.8363430166623,1.2,18.1,11.5,98.8751707692306,0.3208333333333333,84.0,89.0,89.0,93.0,2.41,93.800642795988,100.0,58.949683510355506,28.0,0.0,0.1,54.953262036482,6.57946634,6.9,38.585,74.23
1749,TTO,2018,17.5,51.2531006757335,1.2,17.6,11.1,98.8751707692306,0.37,91.0,99.0,99.0,90.0,2.38,93.9152110121169,97.59583333333333,59.13950470274416,28.0,0.0,0.1,58.35994371323071,6.5323596,7.0,38.44,73.802
1750,TTO,2019,17.7,51.3387054847933,1.1,17.0,10.8,98.8751707692306,0.3341666666666667,91.0,93.0,93.0,99.0,1.9,93.9152110121169,97.55416666666667,58.925011053382754,26.0,0.0,0.1,56.54073184122856,6.83128405,9.1,37.987,74.228
1751,TTO,2020,17.7,51.2121212121212,1.1,16.5,10.4,98.8751707692306,0.315,100.0,96.0,96.0,91.0,1.92,93.9152110121169,97.59583333333333,59.0600714219765,27.0,0.0,0.1,54.05049362816213,7.53854179,11.2,37.684,74.406
1752,TTO,2021,17.7,51.0885465966784,1.1,15.9,10.1,98.8751707692306,0.31083333333333335,100.0,94.0,94.0,93.0,1.61,93.9152110121169,97.55416666666667,58.50544561630646,27.0,0.0,0.1,55.53258513320867,7.0194726,12.8,37.22,72.971
1753,TTO,2022,17.7,50.9981231871694,1.0,15.4,9.8,98.8751707692306,0.3379166666666667,92.0,93.0,93.0,92.0,1.61,93.9152110121169,97.51249999999999,58.305935193425164,27.0,0.0,0.1,55.11458440475856,7.0194726,12.6,36.768,74.708
1754,TTO,2023,17.7,50.9981231871694,1.0,15.4,9.8,98.8751707692306,0.35375,92.0,96.0,96.0,90.0,1.61,93.9152110121169,97.59583333333333,58.86047820128554,27.0,0.0,0.1,54.624071348489196,7.0194726,12.6,36.768,74.708
1755,BRB,1997,20.6,42.3887587822014,0.8,14.5,9.0,98.3244234586283,1.3,3.625,18.0,96.0,92.0,3.6241666642874995,88.8534902197376,91.0,55.78760548606487,48.0,0.702272727272724,0.0,47.96960283556541,5.33187246,5.9,54.568,73.547
1756,BRB,1998,20.6,42.1773612112473,0.9,14.5,8.9,98.3244234586283,1.22,3.625,18.0,93.0,97.0,3.6449999936458335,88.8534902197376,91.0,55.78760548606487,48.0,0.702272727272724,0.0,47.96960283556541,5.33187246,5.9,52.912,73.728
1757,BRB,1999,20.6,42.0299727520436,0.9,14.6,8.9,98.3244234586283,1.14,3.625,18.0,87.0,86.0,3.5949999996083326,88.8534902197376,91.0,55.084504272449095,48.0,0.702272727272724,0.0,48.93718084851537,5.33187246,5.9,55.536,74.039
1758,BRB,2000,20.6,41.8574231523872,1.0,14.7,8.9,98.3244234586283,1.07,3.625,18.0,93.0,94.0,3.6158333289666666,88.8534902197376,98.0,54.298233974548424,48.0,0.702272727272724,0.0,50.73520487748331,5.33187246,5.9,60.636,74.089
1759,BRB,2001,20.4,41.7777777777778,1.0,14.9,9.0,98.3344248775752,1.01,3.625,18.0,84.0,93.0,3.3033333305541666,89.3536190555618,98.0,54.298233974548424,49.0,0.711363636363636,0.2,50.43299270715764,5.52529192,5.9,61.304,74.247
1760,BRB,2002,20.1,41.5270018621974,1.0,15.2,9.2,98.3444262965221,0.96,35.541666666666664,66.0,87.0,91.0,3.7487499999999994,89.8537478913859,100.0,54.796772231608585,47.0,0.720454545454544,0.2,42.036355442371516,5.86123466,5.7,56.015,74.366
1761,BRB,2003,19.9,41.4619532654284,1.0,15.4,9.3,98.354427715469,0.9,37.625,91.0,89.0,90.0,7.3,90.35387672721,100.0,55.064785319815854,45.0,0.729545454545452,0.3,37.476468312172116,6.69148111,6.1,53.91,74.472
1762,BRB,2004,19.4,41.4031052328925,1.0,15.4,9.5,98.3644291344159,0.78,38.875,93.0,93.0,98.0,7.3,90.8540055630342,100.0,54.19345695847662,43.0,0.738636363636363,0.1,34.4717285270523,7.31297731,5.7,50.486,74.727
1763,BRB,2005,19.1,41.4634146341463,1.1,15.4,9.7,98.3744305533628,0.73,35.625,92.0,92.0,93.0,6.7,91.3541343988583,100.0,55.013689373283164,43.0,0.747727272727271,0.1,32.749429820916205,6.77536297,5.7,46.753,74.89
1764,BRB,2006,18.7,41.5591397849462,1.1,15.3,9.8,98.3844319723097,0.72,36.708333333333336,84.0,84.0,92.0,6.6,91.8542632346825,100.0,55.07677618543433,42.0,0.756818181818179,0.0,42.48767563992038,6.58370161,4.9,44.763,75.068
1765,BRB,2007,18.3,41.7190775681342,1.1,15.1,9.8,98.3944333912566,0.7,34.75,93.0,93.0,75.0,4.1883333333333335,92.3543920705066,100.0,55.11671657181084,40.0,0.765909090909091,0.0,37.182750679556804,6.05665207,4.9,46.435,75.342
1766,BRB,2008,17.9,41.8676244227809,1.1,14.9,9.7,98.4044348102036,0.68,60.53048069983852,85.0,85.0,94.0,7.6,92.8545209063307,100.0,88.4693506083686,54.0,0.774999999999999,0.2,43.1923476585949,6.47753286,4.6,47.065,75.447
