,ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Women's share of population ages 15+ living with HIV (%),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),"Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)"
12,GRD,2009,19.8,35.95981894291715,0.7541666666666667,14.4,8.2,95.398472535438,0.2895833333333333,39.166666666666664,99.0,99.0,98.0,2.4,92.2320455049805,100.0,55.08540508883854,27.0,3.02785388127853,0.4,39.27886705709845,5.43471003,7.15,46.762,75.036
13,GRD,2010,19.6,38.010505591100284,0.513394052976476,14.5,8.4,95.6307875050065,0.1436942509686373,43.625,97.0,97.0,95.0,2.797083333333333,92.4890015648732,79.225,58.759862798832934,27.0,3.15616438356165,0.4,46.24232181546679,5.4188118,7.921225888033115,45.458,74.999
14,GRD,2011,19.2,38.09751390315915,0.6041666666666667,14.5,8.7,95.8631024745749,0.20708333333333334,38.875,94.0,95.0,95.0,3.29,92.1572984211554,100.0,55.817181727802044,27.0,3.28447488584476,0.5,42.57538034713481,5.80423355,7.133333333333333,44.229,75.295
15,GRD,2012,18.9,36.33460988288785,0.5458333333333333,14.7,9.0,95.9713888869245,0.18625,36.0,97.0,97.0,94.0,3.26,91.8255952774375,99.0,56.30271507829155,26.0,3.41278538812782,0.1,47.757179570718634,5.82235765,7.174999999999999,42.821,75.042
16,GRD,2013,18.8,35.403582741136965,0.4916666666666666,14.8,9.3,95.6286504435547,0.16708333333333333,33.458333333333336,97.0,97.0,94.0,3.45,91.4938921337197,99.0,56.52697224723563,25.0,3.54109589041093,0.0,49.429823778523655,5.62652922,6.995833333333334,41.09,75.116
17,GRD,2014,18.7,34.46587064047158,0.4458333333333333,14.9,9.5,95.6286504435547,0.1741666666666667,30.666666666666668,97.0,97.0,94.0,3.42,91.4938921337197,99.0,56.53747612716647,24.0,3.54109589041093,0.5,45.690243670577686,4.77353573,6.720833333333333,37.647,74.985
18,GRD,2015,18.7,33.82361455034315,0.4083333333333333,15.0,9.6,95.6286504435547,0.21083333333333334,31.25,92.0,92.0,99.0,3.4,91.4938921337197,99.0,56.48994312590005,23.0,3.54109589041093,0.3,49.477696440397935,4.64675617,5.589975459456328,35.822,75.013
19,GRD,2016,18.8,33.59441860413526,0.4,15.1,9.7,95.6286504435547,0.18416666666666667,29.583333333333332,96.0,96.0,95.0,3.2,91.4938921337197,99.3,55.91013858757407,23.0,3.54109589041093,0.3,47.85424356111393,4.43910027,6.220924270035827,33.887,74.762
20,GRD,2017,18.8,35.04901322590254,0.525,15.3,9.8,95.6286504435547,0.2579166666666667,41.833333333333336,96.0,96.0,85.0,3.18,91.4938921337197,100.0,55.77787827240546,24.0,3.54109589041093,0.0,44.76340155996368,4.65701056,6.2183297745597645,28.958,74.765
21,GRD,2018,19.0,31.157003711583847,0.36666666666666664,15.5,9.9,95.14754962793371,0.11083333333333333,43.75,95.0,95.0,84.0,3.18,95.23458308760391,99.0987296793592,57.98462131051848,21.0,0.39220676116976133,0.0,65.19411506502485,4.58373737,4.584905504523937,31.136,74.808
22,GRD,2019,19.2,28.841462902859668,0.30416666666666664,15.7,10.0,97.53585173726722,0.08625000000000001,40.54166666666667,94.0,94.0,94.0,4.190273599908647,94.38913524451729,98.67372967935918,56.07822092936214,20.0,0.37419153266515165,0.1,69.6113712184588,4.93189621,2.8249161777096505,31.587,74.863
23,GRD,2020,19.2,19.27804309475186,0.1,15.9,10.1,95.56748396804616,0.034583333333333334,51.208333333333336,72.0,72.0,83.0,3.7452345930868365,95.03433976857511,98.67500000000001,55.894113102235124,21.0,0.04854037158555743,0.1,52.80926008171251,5.55900049,4.7375,30.369,74.924
24,GRD,2021,19.2,20.602482535784905,0.1,16.0,10.1,94.25424161554017,0.060416666666666674,51.0,77.0,77.0,70.0,3.4835679264201698,91.62268688128276,98.6375,56.88075657962781,21.0,0.04357010654008454,0.1,50.54387812414427,5.6984539,5.4125,29.652,74.936
25,GRD,2022,19.2,18.506235631791974,0.1,16.0,10.1,95.00669615300637,0.08666666666666667,51.0,77.0,77.0,76.0,3.42231792642017,93.79912487700884,98.45833333333334,55.96507157293729,21.0,0.05560382018565067,0.1,51.377509251150386,5.6984539,4.466666666666667,29.357,75.335
26,GRD,2023,19.2,23.085335857293032,0.12916666666666668,16.0,10.1,96.22783354476609,0.09625,51.833333333333336,86.0,86.0,82.0,4.050431569900434,95.22097660275605,99.22920156265926,55.04215849887264,21.0,0.0648500849390041,0.1,62.357897919629096,5.6984539,3.4856162092766674,29.357,75.335
27,GIN,1997,52.4,58.0794025434178,1.5,186.3,54.2,50.020186832808,2.21,0.0,25.51143091187496,47.0,56.0,0.4379166668541667,9.16230647249202,30.055180599651678,17.385116968266594,971.0,28.7270268450208,2.5,12.135107189081218,4.74825478,17.9,162.988,51.356
28,GIN,1998,52.4,58.3672202897131,1.6,179.5,51.7,50.020186832808,2.21,0.0,25.51143091187496,56.0,52.0,0.44916666655416665,9.16230647249202,30.055180599651678,18.648089108273048,971.0,28.7270268450208,2.5,12.990548737317251,4.74825478,17.9,153.458,52.049
29,GIN,1999,52.4,58.678397834246,1.6,172.6,49.1,50.020186832808,2.16,0.0,25.302751998674243,43.0,40.0,0.4491666665541667,9.16230647249202,34.8,18.648089108273048,971.0,28.7270268450208,2.5,12.135107189081218,4.74825478,17.9,155.661,52.356
30,GIN,2000,52.4,59.0796387035834,1.7,165.6,46.6,50.020186832808,2.09,0.0,26.09441866534091,46.0,42.0,0.46291666666666664,9.16230647249202,30.055180599651678,18.648089108273048,971.0,28.7270268450208,2.5,12.699221596021317,4.74825478,17.9,151.173,52.479
31,GIN,2001,52.5,59.764514819326,1.7,158.9,44.4,50.7276864760054,2.09,0.0,25.344764245208296,50.0,44.0,0.46458333322083334,9.88629181042133,30.613513932985008,18.107051198421008,943.0,27.6731162505613,2.4,13.688272306525628,4.89139318,17.9,146.167,52.662
32,GIN,2002,52.6,59.9443418918163,1.7,152.6,42.9,51.4339895582937,1.96,0.0,23.88643091187496,53.0,46.0,0.46791666666666665,10.6114420869886,30.613513932985008,18.95912472893481,929.0,26.6261131915836,2.7,14.255961736309155,5.36402321,17.7,147.271,53.278
33,GIN,2003,52.7,60.1126193520307,1.7,146.7,41.7,52.1394322323383,1.86,0.0,22.300575188862634,57.0,48.0,0.49416666666666664,11.3379453382088,48.7,18.95912472893481,916.0,25.5857043016573,2.7,14.164855852488124,4.78055525,16.8,143.04,53.678
34,GIN,2004,52.7,60.3332355059897,1.7,141.5,40.7,52.8436497237526,1.81,1.0,25.610934348761592,60.0,50.0,0.4716666666666667,12.2068743325124,34.95363788137443,18.721838150590763,887.0,24.5523062591409,2.8,13.5240577257047,4.78467607,16.3,138.322,54.117
35,GIN,2005,52.6,60.5773147114083,1.7,136.9,39.7,53.5466363484531,1.76,1.0,26.2187573150875,59.0,51.0,0.3,13.095035144878,38.0,18.18623561815553,846.0,23.5259620842628,2.7,14.728753439949415,4.04512262,16.3,138.1,54.632
36,GIN,2006,52.5,60.684693943092,1.7,132.9,38.7,54.2487288694591,1.67,7.0,27.193078190887526,57.0,51.0,0.5145833333333334,14.0026335732946,38.51773404658779,17.871606642211766,817.0,22.5063951880463,2.7,15.931038747652051,3.61521959,16.8,138.735,55.108
37,GIN,2007,52.3,60.7048711317667,1.7,129.6,37.9,54.949564360494,1.63,26.0,57.0,63.0,57.0,0.610762068808548,14.9294877692958,46.1,17.870945856616387,764.0,21.4939871107323,2.7,16.142724710480937,3.46627593,17.2,139.395,55.553
38,GIN,2008,52.1,60.7005118005191,1.7,126.7,37.3,55.649134013916,1.58,27.0,57.0,60.0,55.0,0.6793669638767058,15.8756067228174,46.1,19.32595073711203,737.0,20.4887762504124,2.7,16.196871196579657,3.26562262,17.7,142.485,56.044
39,GIN,2009,51.8,60.6801587115254,1.7,124.1,36.8,56.3474311162569,1.44,14.0,57.0,57.0,53.0,0.6374287354752146,16.841000124284,45.67607415796763,19.309706677854695,744.0,19.490801565114,2.6,16.14059874084818,3.58147597,18.1,143.059,56.348
40,GIN,2010,51.4,60.6633352596571,1.7,121.7,36.4,57.044784449947,1.36,19.0,64.0,64.0,58.0,0.6478454021418811,17.8258881812328,46.64671746842117,18.515158696765283,741.0,18.4998440624941,2.7,16.196871196579657,3.42782617,17.4,144.497,56.72
41,GIN,2011,51.2,60.6660390164868,1.7,119.6,36.0,58.1818372265033,1.31,34.0,63.0,63.0,62.0,0.3,18.8300747464885,46.63042495992626,18.702954655185692,744.0,17.5162309690732,2.7,15.799252280312107,3.78955102,16.2,141.49,57.019
42,GIN,2012,50.9,60.8536430027174,1.7,117.5,35.4,59.3282131204165,1.24,34.0,57.0,57.0,58.0,0.7357324747123591,19.8535692875928,45.3,21.369142800686397,679.0,16.5399974390156,2.7,16.72709096717116,3.50398517,14.5,138.242,57.406
43,GIN,2013,50.6,61.2902225484014,1.7,115.5,34.8,60.4838781029167,1.17,67.0,50.0,50.0,54.0,0.8787827645363642,20.8963805793729,51.489081596836776,18.470139196233617,677.0,15.5711866724203,2.8,17.001483006769963,3.46108699,13.3,136.008,57.791
44,GIN,2014,50.3,61.7760812199102,1.7,114.2,34.3,61.6487943410555,1.17,0.0,44.0,44.0,50.0,0.6502491334721583,21.9585172286295,49.2509324097404,20.0677786961767,661.0,14.6098374521704,2.8,15.209527355607051,4.787992,12.8,133.031,57.886
45,GIN,2015,49.9,62.2796663519043,1.6,112.4,33.8,62.8272632655667,1.11,0.0,47.0,47.0,47.0,0.6437204059288113,23.0429536885135,51.09578057614473,20.1289847850472,649.0,13.6534885215783,2.9,16.059691439787276,5.80919266,12.8,129.659,58.134
46,GIN,2016,49.5,62.8098695995531,1.6,109.9,33.4,64.0192375398868,1.06,0.0,47.0,47.0,47.0,0.6439118934587144,24.1498388471999,62.7,20.1930017053125,626.0,12.702696307559,2.8,16.216610881804428,5.39694929,13.2,126.677,58.763
47,GIN,2017,49.0,63.2443047176669,1.6,108.0,33.0,65.2246521781626,1.01,0.0,47.0,47.0,47.0,0.8019757441392287,25.2793160046836,54.6511187957889,20.2598264390628,572.0,11.7580145432157,2.7,16.38436193701271,3.91512918,13.2,126.32,59.109
48,GIN,2018,48.5,63.5628842307977,1.6,105.9,32.7,66.4434556659708,0.99,0.0,47.0,47.0,47.0,0.7892542552430473,26.4315350914217,55.3,20.3294617247301,568.0,10.8199993826649,2.7,16.2119465262768,3.73843002,12.6,126.102,59.349
49,GIN,2019,48.0,64.0595428737808,1.5,103.7,32.2,67.6752472334276,0.91,53.0,47.0,47.0,47.0,0.6172576591603065,27.606397594017,54.59787101133362,20.4017047132877,556.0,9.88934521256624,2.3,16.3344987481431,4.08876228,11.7,126.258,59.72
50,GIN,2020,48.0,64.5849944008959,1.5,101.2,31.9,68.9206309644388,0.79,58.0,47.0,47.0,47.0,0.6280909924936399,28.8045337728005,54.82371026585759,20.4769590168551,553.0,8.96631512175944,2.3,16.676927862308645,3.876436,10.4,125.054,59.327
51,GIN,2021,48.0,65.057848614016,1.5,98.7,31.5,70.179197632542,0.74,61.0,47.0,47.0,47.0,0.6280909924936398,30.0258480711338,54.64199093977486,20.5550218479716,553.0,8.05161625834966,2.3,17.02033428635382,3.75556707,9.9,122.721,58.892
52,GIN,2022,48.0,65.4683411826269,1.4,96.0,31.0,71.4512116094591,0.63,56.0,47.0,47.0,47.0,0.6280909924936398,31.2707417142027,54.64199093977486,20.6360953235589,553.0,7.14570601210631,2.3,17.153594479363,3.75556707,10.3,120.438,58.985
53,GIN,2023,48.0,65.4683411826269,1.4,96.0,31.0,71.4512116094591,0.63,56.0,47.0,47.0,47.0,0.6280909924936398,31.2707417142027,54.64199093977486,20.366866885095206,553.0,7.14570601210631,2.3,17.39878110473709,3.75556707,10.3,120.438,58.985
54,CSS,1997,29.2141813495054,50.79231328626,0.888368603648123,33.0314815115016,18.1452639940344,91.6970943805676,1.32247353748352,1.5,0.0,88.6074015892778,86.2221646598762,2.7891915787461246,80.9856526398298,78.32069484385434,46.42746271644091,155.0,3.71977729933317,0.326919573345342,38.81737558565537,4.31248560185463,7.57017410721176,86.1439717310564,68.0002541797462
55,CSS,1998,29.2141813495054,50.0484278848039,0.915242240461054,32.2764055512467,17.8752982722487,91.6970943805676,1.35848665162755,1.5,1.39234884425154,90.7663520742909,90.6894704081289,2.7891915787461246,80.9856526398298,78.32069484385434,45.00986749515433,155.0,3.71977729933317,0.326919573345342,39.44957561654475,4.31248560185463,7.57017410721176,83.571838705177,68.1689945501398
56,CSS,1999,29.2141813495054,49.1212814015296,0.989672890247233,31.4782983514545,17.6331103903742,91.6970943805676,1.3975935518559,1.5,1.41229203069209,85.9145922493184,87.3101454413465,2.7891915787461246,80.9856526398298,78.32069484385434,46.42746271644091,155.0,3.71977729933317,0.326919573345342,40.08177564743414,4.31248560185463,7.57017410721176,81.6777098507498,68.3260491840518
57,CSS,2000,29.2141813495054,48.2742866318537,1.03825086351422,30.6417204264566,17.3163401466793,91.6970943805676,1.4264833635089,3.0416666666666665,10.4587648930409,86.8078966964527,89.4133665041971,3.1941915787461244,80.9856526398298,87.0966762525044,40.43052352134989,155.0,3.71977729933317,0.326919573345342,38.462728517325885,4.31248560185463,7.57017410721176,80.4894865117479,68.529433328845
58,CSS,2001,28.4486615040004,47.2812172577087,1.0888045466519,29.8475233580654,17.1017140697994,91.9609433341912,1.42112008033049,38.375,50.2103675213675,86.816358974359,91.1111452991453,3.29059774680699,81.4798096267947,75.56236151052101,47.03174671471028,153.0,3.60848499104458,0.317665245256963,40.12996040126578,4.34714564113012,7.57017410721176,79.0247062117648,68.6723298562476
59,CSS,2002,27.700196505606,46.1090835446821,1.1355779275711,29.2155680347084,16.9174923900493,92.2268944797021,1.45158869296037,35.5,62.8093523604285,87.1844279169185,89.2199066165585,2.303714292474024,81.9740406234713,74.2875,55.38741114776968,142.0,3.49429256115433,0.299109119195397,38.95405905251343,4.45665043442057,7.33094164644147,76.41030228125,68.7952478181172
60,CSS,2003,27.179364518944,45.3429288163019,1.18502684035693,28.5629743169302,16.7359919439642,92.5180181347348,1.47239546626408,37.083333333333336,68.2716623213162,88.8733794839522,87.0548413197878,2.2596538241887822,82.4628104697472,74.6875,55.21122344172685,142.0,3.3782261600357,0.336087172107513,41.053746862749875,4.67197742883847,7.20483712425085,73.1817862615017,68.8269827831261
61,CSS,2004,26.6115892345691,44.837760001634,1.2219698369625,27.9176503410911,16.5397051676656,92.8130003320708,1.41260230554555,37.791666666666664,71.4887354416977,91.2902177415642,90.4494959259771,2.3876789436473898,82.963801161711,74.775,54.32856960126163,137.0,3.25063915466024,0.294738657939681,42.53442487068595,4.78929249227048,7.01732186972127,70.8855850240437,69.1703654222798
62,CSS,2005,26.0401787797206,44.5761893875453,1.28313802215147,27.2388683398589,16.2252801183624,93.1074771830356,1.3307508217052,35.083333333333336,90.0963592803119,92.0999107436464,92.4698172593602,3.35400826869548,83.5262321025027,76.02083333333334,54.20311938165591,127.0,3.12506263481307,0.225591114185415,44.35021495160649,4.70912140793128,6.91276613952896,69.5668585669171,69.5151852427645
63,CSS,2006,25.4674434238853,44.4458765732622,1.34346420788158,26.8111341235645,16.0763097065296,93.4050497914731,1.27279879745677,34.458333333333336,89.7464997576207,91.4289068217894,91.0071478133584,3.08453700387411,84.0883795458886,75.88333333333334,53.124291629017165,127.0,2.99945104516604,0.216312918059415,43.46197302612106,4.84120040361601,6.52543013838687,68.4206252555612,69.933254888585
64,CSS,2007,24.8477325777831,44.3934750261966,1.37892768274032,26.2228182308021,15.7742461121124,93.706151267386,1.21668257033161,32.45833333333333,92.6121365745814,92.9296924880169,92.4458971402434,2.43515162816078,84.6510070364955,77.93333333333334,51.82844686321124,121.0,2.87278314122224,0.184026761548203,43.877366552662615,4.84732209410018,6.77314101735914,67.8342128320162,70.3347302275271
65,CSS,2008,24.2421133539531,44.5198562626809,1.3636384241148,25.5809030991965,15.4651238567779,94.0099044440335,1.15304726108518,31.5,91.1693812310874,91.7379504643375,93.3293808516491,2.469348009199809,85.2131061729018,78.1754120212422,48.650497661947526,112.0,2.74519538091509,0.23314819546116,44.21750509970507,5.00568661771582,6.6396441247789,66.8364853324042,70.6071210873963
66,CSS,2009,23.5706579222286,44.6867413827794,1.39805473668372,25.0368578032958,15.2643072850645,94.4364973641922,1.07774469015044,32.5,94.7999152542373,94.9452919020716,95.3081638418079,2.7322767575657,86.1175965796616,78.21291202124219,50.69054889938986,107.0,2.55777123959168,0.303920708941854,44.366962636841464,5.25224052958962,6.84212815099252,65.6051815442268,70.9050002390023
67,CSS,2010,22.957857762579,44.748617871318,1.42325258908365,24.6613736190603,15.092409347607,94.7369236604859,1.03645340492509,30.416666666666668,92.9548067244283,95.1642442544144,93.2620062277162,3.062750300606833,86.663472390657,92.9098885098125,46.08302495944804,101.0,2.43203551704861,0.32541691059142,42.18925456051626,5.24789564726284,6.91559818373415,63.9054956778327,71.0835912783944
68,CSS,2011,22.4486363050989,44.8864768036686,1.43983407134703,24.158956924786,14.925335657237,95.0404968115638,0.976829238693104,29.583333333333332,91.2828556339719,91.6368524653128,92.3299246243219,2.5011365785302067,87.1822722873412,78.14773390527445,46.72598253199553,101.0,2.30521292871876,0.282357609255067,44.27250429050366,5.25710508781754,6.95098041943883,62.4569698838916,71.1907488434047
69,CSS,2012,22.0409685346672,45.0077351528714,1.44011823737712,23.613757578083,14.6816303430282,95.339884671291,0.937715164608924,26.333333333333332,91.845374225454,92.0530796145351,89.1414804824176,2.78837856249934,87.7000918661803,77.97273390527445,48.25168698927937,96.0,2.1747958582595,0.240957401605992,40.802460295055525,5.28130123624739,6.74233218484868,61.2673168267364,71.3416591239405
70,CSS,2013,21.7693146606876,45.2207971731838,1.42351877173754,23.250203145351,14.5105052390117,95.6193639981605,0.880171895862658,27.791666666666668,92.1860000389917,92.1860000389917,93.2330239993761,2.72510757680936,88.1862464862654,77.99356723860778,49.95405473676848,94.0,2.04222201830614,0.223986650197244,40.7316467517131,5.33795919254614,6.35964989795306,60.9481367536838,71.4361122077388
71,CSS,2014,21.5869559432256,45.4413226010437,1.40699043740357,22.6043260911363,14.0826956354547,95.9106778224648,0.836686799411527,40.29166666666667,91.25696459241,91.25696459241,90.6919568782324,2.75442464488547,88.6440017362297,83.29356723860778,79.7826808165917,96.0,1.92431225411304,0.277768640962468,44.55848898075844,5.26272070649646,6.0687042371091,60.4044859512043,71.6230256687485
72,CSS,2015,21.4740042628728,45.6550283770036,1.40733545031188,22.0648432520137,13.8037569295552,96.1956664302456,0.819559097259593,39.70833333333333,90.5387905590447,90.5387905590447,92.5348810203509,2.73495643145409,89.0690157395965,83.43106723860778,80.1933051384677,94.0,1.80018745634179,0.254566781417949,45.23400211545288,5.26890989420042,5.86264973171254,59.6846776867268,71.8674733623341
73,CSS,2016,21.4234566034055,45.8416109077283,1.39099137521819,21.5113754603379,13.4884589154537,96.4501794440324,0.805382794681179,39.0,91.9743816426059,91.9743816426059,91.5926127421454,2.75086324135003,89.4528006888502,83.33106723860779,80.6095033390005,89.0,1.68124324092738,0.254825469379679,46.807277668159635,5.42704669511086,5.72376873247518,58.5733633660696,72.2071551824674
74,CSS,2017,21.4225594545051,45.9766082053917,1.39138006648338,20.9371408988544,13.1275550768628,96.7061204535192,0.800142327083165,29.875,87.628619383208,87.628619383208,90.0340982705483,2.62769027537292,89.8301473705717,78.15982188403225,48.96751396428385,89.0,1.56010597270854,0.271332405654395,44.28688983134324,5.70701474461846,5.57880349304296,57.1451130901463,72.4332461951409
75,CSS,2018,21.5831020871815,45.8864944404986,1.37676491818842,20.3605681082036,12.8075832826211,97.0116244900515,0.797656759028143,29.708333333333332,91.7806837657642,91.7806837657642,90.5486967634559,2.63127067016097,90.2597757187787,78.46398855069893,49.95593049634297,89.0,1.24817602106498,0.251786445426507,44.52176720854926,5.64682621597427,5.32609147609148,56.4072053867676,72.694576053522
76,CSS,2019,21.773503217073,46.1260336947735,1.35106543911801,20.9619229189887,12.6206605267789,97.177418677942,0.852738712304076,25.375,92.2044552183715,92.0948803894575,88.3470102352307,2.99286877781792,90.6864306076337,97.8357252167742,45.577317823508544,90.0,1.12940705838217,0.265129336707241,42.09006991199813,5.74529925445099,5.21551851351999,55.1720952234869,72.3592307062763
77,CSS,2020,21.773503217073,46.2075395584395,1.33484021625723,19.4198013508145,12.2541418355185,97.1246531748613,0.791187989903162,33.833333333333336,81.9296911018903,81.9072503858721,81.6012688676409,2.96866964567514,90.3638371283281,78.11400747632186,49.88243413613271,94.0,1.17390346387224,0.265129336707241,43.2807170298772,6.66540020948278,5.31786872621672,53.1005103893517,72.308759597255
78,CSS,2021,21.773503217073,46.2832533706605,1.36035605326916,18.8915332805071,11.9125614104596,97.2240451842651,0.807753632312074,33.45833333333333,86.5600472741598,86.3733042415427,80.6490802751598,2.173043841796093,90.5735188091483,78.46398855069893,49.42645497380724,94.0,1.15083337725995,0.265129336707241,44.239013092135494,6.31577600033107,5.45033819775757,50.7509458011367,70.4450018132098
79,CSS,2022,21.773503217073,46.2840132728383,1.34504099045416,18.2932931574641,11.5515016063696,97.3257309738892,0.835655396029697,32.83333333333333,88.1620092260379,88.1620092260379,85.408170169144,2.1885336575547267,90.7810743345415,78.46398855069891,49.19632092288538,94.0,1.1275537555756,0.265129336707241,44.2390130921355,6.31577600033107,5.47000113976276,50.3404758027461,70.9840247794591
80,CSS,2023,21.773503217073,46.2840132728383,1.34504099045416,18.2932931574641,11.5515016063696,97.3257309738892,0.835655396029697,33.08333333333333,86.5469292685692,86.5125684073834,87.1799668140453,2.1885336575547267,90.7810743345415,78.7431552173656,49.42833073338173,94.0,1.1275537555756,0.265129336707241,44.239013092135494,6.31577600033107,5.47000113976276,50.3404758027461,70.9840247794591
81,OED,1997,13.5404005493716,22.282733693349932,0.12037810065474565,15.7963226948712,8.07401377340648,97.5087867462455,0.08035717324618213,47.833333333333336,40.7315989354411,89.7585029041584,88.3770564778505,6.06859304992182,95.6999216844521,99.16221418435023,54.68053268293028,23.0,1.092055771446,0.483500524960158,79.4762363465811,9.33480834914844,2.85486939629077,35.9488448677708,76.2458589619651
82,OED,1998,13.5404005493716,20.874528715585498,0.16612527560120413,15.0217432708898,7.71686156301761,97.5087867462455,0.08035717324618213,48.958333333333336,43.0465587803782,89.6678189809789,88.9778759162542,5.95376966157742,95.6999216844521,99.21221418435023,54.810967967452534,23.0,1.092055771446,0.483500524960158,79.4762363465811,9.33480834914844,2.85486939629077,35.9379732876593,76.4500045179972
