ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
LBR,1997,,2.2,226.4,54.2,,2.43,,,,,,,,,,,,,,281480.0,,150.837,47.847,
LBR,1998,,2.2,214.7,52.6,,2.36,,,,,,,,,,,,,,99203.0,,150.734,48.901,
LBR,1999,,2.2,202.2,50.8,,2.2,,50.0,69.0,,,,,,,,,,,53643.0,,148.866,49.953,
LBR,2000,53.0,2.2,189.3,48.8,62.1141167174672,2.04,,46.0,63.0,,12.0534262675018,50.9,,777.0,54.7834606487015,2.4,,2.87913179,,-2060.0,,144.876,51.356,
LBR,2001,51.9,2.2,176.2,46.6,62.9908518572078,1.83,,42.0,58.0,,12.3538896936024,,,747.0,53.8997734753912,2.2,,2.27906799,,7142.0,36.3,143.276,52.752,
LBR,2002,50.8,2.1,163.4,44.5,63.864476418241,1.72,,39.0,52.0,,12.657390593379,,,758.0,53.016910108982,1.8,,2.28035998,,-23110.0,37.5,141.184,53.788,
LBR,2003,50.1,2.1,151.1,42.4,64.7344024187189,1.63,,35.0,47.0,,12.9635323462506,,,805.0,52.1358151759485,1.4,,2.66176748,,-103564.0,36.5,143.277,53.042,
LBR,2004,49.5,2.0,139.5,40.5,65.6009043147856,1.5,,31.0,41.0,,13.2725293447913,,,700.0,51.2560265338831,2.6,,6.3381567,,-1001.0,34.8,142.53,56.013,
LBR,2005,48.7,1.9,129.5,38.8,66.4636974813107,1.37,,60.0,62.0,,13.5841752250677,,,676.0,50.378010621527,2.5,,7.14322186,,101019.0,33.5,144.336,56.912,
LBR,2006,47.9,1.9,120.9,37.3,67.0665699495134,1.25,,60.0,63.0,,14.0429777254186,,,664.0,49.5017671285886,2.5,,6.06891537,,77946.0,32.5,146.705,57.62,
