,ISO_3,year,CPIA gender equality rating (1=low to 6=high),"Literacy rate, youth (ages 15-24), gender parity index (GPI)","School enrollment, tertiary (gross), gender parity index (GPI)","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","Adjusted net enrollment rate, primary, female (% of primary school age children)","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","Adolescents out of school, female (% of female lower secondary school age)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",Proportion of seats held by women in national parliaments (%),Women Business and the Law Index Score (scale 1-100),Pregnant women receiving prenatal care (%),"Employers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contraceptive prevalence, any modern method (% of married women ages 15-49)","Contraceptive prevalence, any method (% of married women ages 15-49)",Unmet need for contraception (% of married women ages 15-49)
22,PRI,2019,3.5208333333333335,1.0002833306789398,0.9278816630442939,84.44367504119876,86.81869916666668,61.895255088806145,23.692130366961166,7.68513567994038,13.955821235974636,21.07468339658609,81.25,63.645833333333336,2.24000069135824,0.728518743369982,31.370833333333334,49.50217317221879,15.599956000024328
23,PRI,2020,3.333333333333333,1.00014166533947,0.8820287485917411,87.51864528656009,88.23081708333333,64.42654832204184,21.068917234738674,8.023989021778103,18.273891131083168,19.216901533468146,83.75,65.7625,2.12165151356812,0.732399763123977,34.787499999999994,51.84288525700228,14.283430312580517
24,PRI,2021,3.3125,1.0,0.908087909221649,86.15198675791424,88.2737575,59.55318450927734,22.755199631055202,8.867040256659187,16.6600341796875,20.32648338368928,83.75,65.65,2.16326095833259,0.736991141015854,33.150000000000006,50.205385257002284,14.905598889561269
25,PRI,2022,3.3125,1.00014166533947,0.8834408322970073,87.56947867075604,88.28251958333334,62.52988147735595,22.10808392365774,8.477661942442253,18.273891131083168,21.391321277990812,83.75,65.7625,2.199917095991,0.715258567452563,34.7875,51.84288525700228,14.283430312580517
26,PRI,2023,3.59375,0.999203331768513,1.36351001262665,95.72520065307617,95.05079916666666,58.119828701019294,25.51114996274312,13.5300302505493,14.537428657213848,24.56490548077856,83.75,87.50854667825065,2.19036922823114,0.701992609936188,42.41881228421215,69.774166667534,11.282973325057164
27,BMU,1997,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
28,BMU,1998,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
29,BMU,1999,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
30,BMU,2000,3.9791666666666665,0.999641669293245,1.284552117188773,96.775728225708,95.93647250000001,91.7399978637695,55.5299987792969,3.4797592262427033,18.931531389554344,21.796921420658215,86.19791666666666,87.59583333333333,1.7219974797502844,3.4623067819656277,34.90416666666667,66.77916666666667,12.275195765166664
31,BMU,2001,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
32,BMU,2002,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
33,BMU,2003,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
34,BMU,2004,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
35,BMU,2005,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
36,BMU,2006,3.333333333333333,1.004584170877934,1.53419995307922,86.81593227386475,94.3736625,45.184748967488616,18.262776017189026,5.975278521577518,13.148978153864537,13.96346312012821,69.27083333333334,85.40833333333333,2.176469896502865,2.197078039225177,38.206312284212146,61.15168720497469,13.867862926933528
37,BMU,2007,3.3125,1.004555004338424,1.5786600112915,90.00893386205038,94.68728458333334,46.57051340738933,16.877971212069195,6.9856049319108315,10.396252815922093,14.77744074683013,66.92708333333333,86.89583333333333,1.5958189201096942,2.358683170092246,38.206312284212146,61.15168720497469,13.867862926933528
38,BMU,2008,3.3791666666666664,1.0077829162279774,1.49624001979828,89.75810925165814,94.632955,51.40489975611369,22.215366442998253,3.5250890428821267,16.184004783630378,18.582492323693423,67.65625,83.86458170040859,1.6856669114472302,1.6884232940778525,39.43131228421214,62.48085387164136,13.867862926933528
39,BMU,2009,3.291666666666667,1.004555004338424,1.58861994743347,90.57717657089233,94.75628666666665,46.23279523849488,16.877971212069195,6.9856049319108315,10.396252815922093,14.77950787253856,69.24479166666666,87.25833333333333,1.8361148065964965,2.4397098004358666,38.206312284212146,61.15168720497469,13.867862926933528
40,BMU,2010,4.129166666666666,1.0121129105488462,1.49958002567291,92.0457452138265,95.16218874999998,75.837655544281,54.3400001525879,3.2171082894007377,30.4599990844727,19.2791044110404,78.30729166666667,94.53541503374194,1.8642324093375007,2.099427822495634,45.835478950878816,64.96418720497469,10.91878335568353
41,BMU,2011,3.5541666666666667,1.0004662473996484,1.501620054245,84.38483142852783,96.95572,54.735058466593415,22.317116737365726,4.23134576032559,17.18754069010417,20.89821327169077,69.375,80.44999999999999,1.6256934296729746,2.8837147411105812,37.0,64.8557989285173,13.691255945570175
42,BMU,2012,3.595833333333333,1.0018874953190489,1.47901999950409,85.81922245025635,90.61033,57.33338673909505,22.89510798454285,5.747730871041615,16.170968532562263,20.00628338834959,69.609375,80.08749999999999,1.8262917590948895,3.6008369929665336,37.52083333333333,65.01413226185065,13.874589278903509
43,BMU,2013,3.333333333333333,1.004584170877934,1.53560996055603,88.38915538787842,94.3736625,47.09410778681438,18.262776017189026,5.596171801288925,13.148978153864537,13.96346312012821,68.61979166666666,85.40833333333333,2.176469896502865,2.1970780392251767,38.206312284212146,61.15168720497469,13.867862926933528
44,BMU,2014,3.3291666666666666,1.0021470859646795,1.45164000988007,92.1615775426229,95.31966708333334,54.80412975947063,20.16820820172628,3.7842574554185084,12.587766091028847,17.782388293818926,69.453125,86.0227016888246,1.968666037919183,2.0389977359342395,42.118812284212154,64.00585387164136,12.80962657284738
45,BMU,2015,3.333333333333333,1.004555004338424,1.55287003517151,88.46547333399454,94.26978083333333,47.60009670257569,17.81106539567312,6.5921168724695836,11.617919445037835,15.153817891834109,67.578125,86.89583333333333,1.6477127789618724,2.390882119829029,38.206312284212146,61.15168720497469,13.867862926933528
46,BMU,2016,4.395833333333334,0.9999679202834766,1.2284466624259962,97.6000722249349,96.70643749999999,91.9509105682373,57.9099998474121,2.272141216943662,33.810001373291,23.155389528757183,88.95833333333334,99.56666666666666,1.6401780092524931,5.869269902865812,48.50416666666666,68.87916666666666,10.444694897795472
47,BMU,2017,3.345833333333333,1.0014175027608871,1.38882994651794,92.58458105723062,95.93574458333333,52.63215271631877,23.561185479164124,5.004748829950889,11.57930896927913,23.426805249297324,75.57291666666666,88.5375,1.756690123419302,4.801403321760844,40.5625,64.45833333333333,13.107154752580517
48,BMU,2018,3.2888540284534864,1.0015633304913836,1.28531002998352,94.286376953125,93.97690541666665,55.65758689244589,18.505315860112514,4.1528115694721555,9.295028260598578,18.38595272295634,75.6787109375,86.65416666666667,1.8516523422246194,2.9867199959743242,39.983333333333334,66.03333333333333,12.286422682307997
49,BMU,2019,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
50,BMU,2020,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
51,BMU,2021,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
52,BMU,2022,3.179107704686248,0.9785841383947723,0.7977605894115661,78.78261374581152,84.41427926122931,52.47597698030307,17.097416607745565,11.869113767803677,11.579542083277858,14.467941386879513,63.606396910693256,58.9316756182282,1.7279072156727469,9.37468439101884,20.152480226982842,37.78372498266802,19.77458713893177
53,BMU,2023,3.445982142857143,1.001872504750888,1.32552003860474,94.16018390655518,93.5948125,56.93235317866008,26.15383223692576,3.9977808520197864,17.440725391109787,21.677821762925397,81.09375,87.12083333333334,1.9054319866220848,3.8604076490864108,35.2375,65.00833333333333,12.569711050962137
54,GRD,1997,4.5,0.998684992392858,1.0685570947825906,59.91617631912233,94.68192791666667,36.5767619609833,10.660416106383007,13.368071392178518,6.420723716417947,20.0,65.625,69.54938127831973,1.3800396848705465,41.27749234289635,37.14342205234152,59.24304079114219,14.963605589265145
55,GRD,1998,4.5,0.998684992392858,1.0685570947825906,59.91617631912233,94.68192791666667,36.5767619609833,10.660416106383007,13.368071392178518,6.420723716417947,20.0,65.625,69.54938127831973,1.3800396848705465,41.27749234289635,37.14342205234152,59.24304079114219,14.963605589265145
56,GRD,1999,4.5,0.9993449946244561,1.0866570584476007,75.23409207661948,94.56502291666666,49.653012196222925,15.295789405703546,9.72477435072263,7.529086132844288,20.0,65.625,98.0,1.406110757792862,36.47608550994897,33.27753036260765,42.931377333986234,13.693664656937305
57,GRD,2000,4.5,1.0049965580304467,1.1052866751949,61.76803906758629,93.95196208333334,40.342888116836576,9.46576301256816,13.968241338928522,6.0607996101801636,26.6666666666667,75.0,70.70836628866584,2.275783293347714,7.82270059894214,40.64766605538685,60.91083135510045,12.872991730229021
58,GRD,2001,4.5,1.0049965580304467,1.1052866751949,61.76803906758629,93.95196208333334,40.342888116836576,9.46576301256816,13.968241338928522,6.0607996101801636,26.6666666666667,75.0,70.70836628866584,2.275783293347714,7.82270059894214,40.64766605538685,60.91083135510045,12.872991730229021
59,GRD,2002,4.5,0.9981124972303708,1.1493662272890428,80.55208667119345,94.62016458333332,59.66536156336464,17.67811195055644,4.74279022216797,8.140999646546945,26.6666666666667,77.5,99.0,2.349293859827063,6.72689473507797,32.865293655602414,44.59867193957585,12.325463861963827
60,GRD,2003,4.5,0.9937908326586089,1.1286778872211793,83.24358812967935,94.59239041666666,57.299247900644914,12.618875831365587,22.3283405303955,6.882734349928796,26.6666666666667,77.5,99.0,2.3671716265759626,7.022575967392731,33.65137129157007,44.512592682182714,12.948703124853836
61,GRD,2004,4.5,0.9980049977699912,1.1247075075904533,65.07877381642662,94.87846125,45.195862929026305,15.656289577484134,8.15565013885498,7.613913408480589,26.6666666666667,77.5,72.78447227761573,2.419273211398926,8.811439597798307,38.782372399784435,59.38775109781109,14.246516754934957
62,GRD,2005,4.5,0.986764580011368,1.14557497451703,80.87662474314371,97.36652,58.13339853286742,17.152309815088906,12.0367803573608,8.670071096780399,26.6666666666667,77.5,100.0,2.2921300034182597,7.347638041174902,32.58478272039603,43.77938005922217,12.531041627262747
63,GRD,2006,5.0,1.0107162470618882,1.0977412611246113,64.63839991887413,94.03487208333333,45.88954782485964,13.451154311498009,10.821702634294809,9.978896001974745,26.6666666666667,77.5,73.13750000000002,2.392152341373877,9.153055040028137,39.98612698893574,61.19620391069545,13.699684500560892
64,GRD,2007,5.0,1.0051833316683765,1.1272383059064568,79.25472752253214,94.62048499999999,58.80840571721393,15.139837503433224,8.285991961757336,9.785641411940254,26.6666666666667,77.5,100.0,2.342820387325468,7.068211828651799,33.65279365560241,43.82783860624254,11.72018151556641
65,GRD,2008,5.0,0.9913945769270258,1.1480925083160407,64.95212682088219,92.80174416666667,36.306384364763915,14.143336345752072,7.604968006412175,8.207956294218697,13.3333333333333,77.5,66.3037193656306,2.3247207867512194,12.342151994341005,31.164199295704996,56.441559644197696,15.07749397274784
66,GRD,2009,4.5,0.9991145754853883,1.27315998077393,68.78234895070396,93.43063125,47.64344636599225,17.661798914273582,9.574695984522489,8.95571565628052,13.3333333333333,77.5,63.93571690963424,2.018301023474062,6.317503995530586,31.59872282743343,55.08722444299106,14.269522569965478
67,GRD,2010,4.5,0.991502908368905,1.1668229202429465,61.59107762575151,92.80174416666667,36.306384364763915,13.085836364887651,14.214063947399444,8.207956294218697,13.3333333333333,77.5,65.01821401439982,2.3609893199540952,10.439348690331816,28.3619074538313,53.106849883637366,14.834389848024903
68,GRD,2011,4.0,0.990387496848901,0.8655887395143514,77.16107922792438,85.14466416666667,43.1089123263955,12.251220776699476,14.75150345265865,9.816918929417927,13.3333333333333,77.5,56.140700921274316,1.8334548624815383,8.666899418132385,17.697782674668932,36.846633227187716,18.63908513527788
69,GRD,2012,4.0,0.990387496848901,0.8655887395143514,77.16107922792438,85.14466416666667,43.1089123263955,12.251220776699476,14.75150345265865,9.816918929417927,13.3333333333333,77.5,56.140700921274316,1.8334548624815383,8.666899418132385,17.697782674668932,36.846633227187716,18.63908513527788
70,GRD,2013,4.0,0.9979029173652327,1.1823716759681706,63.903643925984724,94.64504291666665,42.09656111399335,14.22805178165436,5.51012992858887,7.911185119921967,33.3333333333333,77.5,69.89583333333334,2.3470175206674098,7.3858606953296775,34.332078260982584,54.05003405083262,16.1349178847617
71,GRD,2014,3.5,0.9977600003282228,1.121027922878664,62.16749954223634,91.81738250000001,37.36750030517581,9.731643969813986,9.42910003662109,8.05569605529309,33.3333333333333,77.5,69.302781615834,2.244658658390163,7.457441998669718,32.95291159431592,52.437534050832625,16.08075121809503
72,GRD,2015,3.5,1.0000662455956142,1.15073001384735,69.05276584625246,93.81140833333333,48.26927979787193,17.49955507119497,10.714690546194696,11.739375472068794,33.3333333333333,77.5,71.65416666666667,1.9901550508965693,6.118650235689555,31.519578260982588,50.48336738416596,16.99340596672539
73,GRD,2016,3.5,1.0000662455956142,1.22713005542755,69.05276584625246,94.26000833333333,48.26927979787193,17.49955507119497,10.006975988546994,11.655875722567243,33.3333333333333,77.5,71.65416666666667,2.062657293568111,6.394997055808181,31.519578260982588,50.483367384165945,16.99340596672539
74,GRD,2017,3.5,1.0000662455956142,1.19638001918793,69.05276584625246,93.75206375,48.26927979787193,17.49955507119497,10.006975988546994,11.655875722567243,33.3333333333333,77.5,71.65416666666667,2.0130584576630857,6.103651052351955,31.519578260982588,50.48336738416596,16.99340596672539
75,GRD,2018,3.5,1.0003612438837681,1.21270000934601,98.056396484375,95.60126333333334,49.7152786254883,19.466703414917,5.782994399468107,6.19565582275391,46.6666666666667,77.5,88.49166666666666,1.785709314000552,1.1955769590190313,32.40833333333333,64.0625,16.912952656248578
76,GRD,2019,3.5,1.0044574936230974,1.2025950302680357,98.7716674804688,92.51900458333333,56.3302307128906,23.9541893005371,4.2302753925323495,7.30770540237427,46.6666666666667,80.625,88.21249999999999,1.886967146888217,15.943045899602858,31.616666666666667,67.7125,15.791410001371263
77,GRD,2020,3.5,1.0044574936230974,1.2025950302680357,98.7247009277344,92.51900458333333,55.3976631164551,25.7908515930176,4.2302753925323495,6.51893091201782,46.6666666666667,80.625,88.24166666666666,1.886967146888217,15.943045899602858,32.225,67.7125,16.60066048472785
78,GRD,2021,3.5,1.0058503846327462,1.184508343537649,69.98390897115074,91.97304708333334,47.96939023335777,22.120181798934937,5.38100385665894,8.325928986072542,46.6666666666667,80.625,72.75833333333333,2.0954673197642855,20.88714341228176,42.03333333333333,62.21419863778625,12.644884716478508
79,GRD,2022,3.5,0.9968079105019569,1.1492375135421764,64.05270083745323,93.25574041666667,47.217821598053,18.718892266352967,9.672111034393293,8.786411791418994,31.25,80.625,69.15694828250065,2.1656767019471044,16.599903223677348,33.50707826098258,53.18753405083261,15.26887196407
80,GRD,2023,3.5,0.9968079105019569,1.1492375135421764,64.05270083745323,93.25574041666667,47.217821598053,18.718892266352967,9.672111034393293,8.786411791418994,31.25,80.625,69.15694828250065,2.1656767019471044,16.599903223677348,33.50707826098258,53.18753405083261,15.26887196407
81,GIN,1997,4.0,0.9406237502892811,0.123099997639656,63.886428833007805,70.57947583333333,48.222816785176605,13.323756396770479,12.679964045683544,5.26491101831198,7.01754385964912,46.875,63.949308116564936,2.25929995856677,44.013474806795,19.824968308429003,26.38416946641111,20.571247412075202
82,GIN,1998,4.0,0.9290462508797646,0.133310005068779,62.36907609303792,31.84127,45.142821788787856,14.759732147057854,13.709098448355995,5.2476805125673645,8.7719298245614,46.875,62.98096674642384,2.30492839757298,43.5084088373226,19.993805665428713,26.866183831016784,21.256878512688978
83,GIN,1999,4.0,0.8658500065406161,0.133310005068779,47.430860837300614,34.5219,41.05395325024923,12.12634248038133,81.2375030517578,4.593317707379661,8.7719298245614,46.875,73.5,2.34809813242572,42.8453055793268,4.2,6.2,24.8
84,GIN,2000,4.0,0.926299584408601,0.133310005068779,62.231760501861565,38.27413,44.82532175381981,14.504732136925064,16.356146673361458,5.063068680465225,8.7719298245614,46.875,63.40644418146001,2.43466339424386,42.1248195556481,17.5675141195852,24.674534561231738,20.98655628327584
85,GIN,2001,4.0,0.8771658440430958,0.133310005068779,53.15197261174518,41.81146,36.87744816144307,11.645915235082308,77.2603073120117,4.586541821559271,8.7719298245614,46.875,70.83096734467134,2.47710804191185,41.3535643024347,18.725329800618415,23.62724500024411,18.25835790571415
86,GIN,2002,4.0,0.8787991777062415,0.133310005068779,53.15197261174518,48.4312,36.87744816144307,11.35536432514588,73.5823593139648,4.513061851263047,8.7719298245614,46.875,70.25721761744839,2.46158075197843,40.5930638854065,19.301533240234203,24.559212596656323,17.764469850757344
87,GIN,2003,4.0,1.0,0.133310005068779,71.16749846935272,51.97961,49.96132349967955,18.31772781908512,16.121142983436584,7.9992700393001215,19.2982456140351,46.875,84.3,2.54268884743269,39.0144131558677,26.142305095122925,34.16189372223008,12.951897585749414
88,GIN,2004,4.0,0.9352166776855786,0.181160002946854,46.07665852705637,55.08819,31.77882291873296,13.887186703582605,69.6419677734375,6.620702487727005,19.2982456140351,46.875,75.24634016523314,2.63525606183134,38.1384311489971,28.877057087182166,33.10567606843165,14.214198614916082
89,GIN,2005,4.0,0.375759452581406,0.224500000476837,43.969638029734284,57.44553,29.3486586411794,14.282131602366766,65.8551712036133,5.9825576469302195,19.2982456140351,46.875,82.2,2.70121472510509,37.3260809794653,5.7,9.1,21.9
90,GIN,2006,3.5,0.9477962628006935,0.266079992055893,46.881196975707994,60.09855,32.192787269751236,12.670338978370028,63.6305313110352,6.74154822776715,19.2982456140351,46.875,75.90668266290952,2.82326458897211,36.2183172962153,29.296856531368704,33.565980034477334,13.493983034434923
91,GIN,2007,3.5,0.993015003701051,0.283410012722015,73.66093619664511,62.21745,51.72955236832299,18.11671341458957,22.697308083375294,8.566399502257505,19.2982456140351,46.875,88.4,2.78495931243172,35.5773701749898,28.934585630096763,37.130765627641516,12.423582156340844
92,GIN,2008,3.5,0.993140419324239,0.319440007209778,73.6609361966451,61.25068,51.72955236832299,17.371296773354217,18.195840458075203,8.566399502257505,19.2982456140351,46.875,88.4,2.81403253931643,34.880210429201,28.934585630096763,37.13076562764152,12.419917792584634
93,GIN,2009,3.5,0.9834183355172474,0.329650014638901,57.16338555018106,62.56424,39.709968427817046,15.944998408357304,19.421701769034065,6.686708497504397,19.2982456140351,46.875,69.86001310100843,3.00229591936512,33.2888751559622,27.726497112689316,33.85661374165087,17.112860690553184
