ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
ISR,1997,,,7.8,4.0,,,97.0,95.0,97.0,6.0500001907,,,,,,,,,,39354.0,,17.201,78.0,2.71621649150843
ISR,1998,,,7.5,3.9,,,97.0,92.0,94.0,6.0999999046,,,,,,,,,,34794.0,,18.02,78.1487804878049,2.50447056514486
ISR,1999,,,7.2,3.7,,,96.0,91.0,94.0,6.1199998856,,,,,,,,,,30680.0,,17.553,78.6585365853659,2.28558539681099
ISR,2000,12.8,,6.9,3.6,100.0,,98.0,93.0,95.0,3.9,100.0,,,9.0,0.0,0.1,80.2051492273202,6.62,,27257.0,,17.29,78.9536585365854,2.51759126023098
ISR,2001,12.3,,6.6,3.4,100.0,,96.0,92.0,95.0,3.93,100.0,,,7.0,0.0,0.0,80.9091761842482,7.02,,23407.0,2.5,16.741,79.4073170731707,3.09394929321694
ISR,2002,12.0,,6.3,3.3,99.9999970119462,,98.0,90.0,95.0,3.88,99.9999970119462,,,6.0,0.0,0.0,81.6157476736836,6.92,,20672.0,2.5,16.348,79.4512195121951,3.2721419197169
ISR,2003,11.7,,6.1,3.1,100.0,,98.0,93.0,96.0,3.99,100.0,,,5.0,0.0,0.1,82.3248923363971,6.86,,17619.0,2.5,16.288,79.6487804878049,2.64055410869833
ISR,2004,11.5,,5.8,2.9,100.0,,99.0,95.0,97.0,3.92,100.0,,,4.0,0.0,0.0,83.0366007655449,6.8,,15542.0,2.5,15.683,80.1463414634146,2.41055678328026
ISR,2005,11.4,,5.6,2.7,100.0,,96.0,93.0,94.0,3.85,100.0,,,4.0,0.0,0.0,83.7508562441492,6.9,,13756.0,2.5,15.096,80.1512195121951,2.5170819007811
ISR,2006,11.3,,5.3,2.6,99.9999994925706,,96.0,95.0,96.0,3.52,99.9999994925706,,,4.0,0.0,0.0,84.4676758667656,6.71,,12464.0,2.5,14.445,80.5536585365854,2.2394361187674
ISR,2007,11.3,,5.1,2.5,99.9999998665515,,99.0,95.0,97.0,3.46,99.9999998665515,,,4.0,0.0,0.0,85.1870469536771,6.7,,10792.0,2.5,14.136,80.5048780487805,1.94188638871416
ISR,2008,11.3,,4.9,2.4,100.0,,99.0,94.0,98.0,3.4,100.0,,,3.0,0.0,0.0,85.908985973856,6.83,,9587.0,2.5,14.142,80.9512195121951,1.69622767446338
ISR,2009,11.3,,4.7,2.4,100.0,,98.0,96.0,97.0,3.32,100.0,,,3.0,0.0,0.0,86.6334854609508,6.92,,7978.0,2.5,13.732,81.4048780487805,2.00008264230362
ISR,2010,11.4,,4.6,2.4,100.0,,97.0,95.0,96.0,3.29,100.0,,,3.0,0.0,0.0,87.3605924652245,6.89,,9580.0,2.5,13.367,81.6024390243903,2.04681893635007
ISR,2011,11.4,,4.4,2.3,100.0,,98.0,94.0,97.0,3.27,99.9956562109151,,,3.0,0.0,0.0,88.0882383105222,6.84,,9605.0,2.5,12.449,81.6560975609756,1.97057568558942
ISR,2012,11.5,,4.3,2.3,99.9999994340339,,97.0,94.0,96.0,3.23,99.9884574761968,,,3.0,0.0,0.0,88.8171094909591,6.98,,9909.0,2.5,11.518,81.7048780487805,1.68596170812157
ISR,2013,11.6,,4.1,2.2,100.0,,97.0,96.0,98.0,3.23,99.9813938876175,,,3.0,0.0,0.0,89.5486557636205,6.96,,10650.0,2.5,10.263,82.0560975609756,1.64365634070848
ISR,2014,11.7,,4.0,2.1,99.9999977771095,,97.0,95.0,97.0,3.21,99.9744578785105,,,3.0,0.0,0.0,90.2828524444207,7.05,,10836.0,2.5,9.919,82.1536585365854,1.37337370458592
ISR,2015,11.9,,3.9,2.1,100.0,,96.0,95.0,98.0,3.17,99.9676680162629,,,3.0,0.0,0.0,91.0197165775213,7.02,,12049.0,2.5,9.937,82.0512195121951,1.37366445473388
ISR,2016,12.1,,3.8,2.0,100.0,,95.0,94.0,97.0,3.13,99.9610224265061,,,3.0,0.0,0.0,91.7592465672452,7.1,,13263.0,2.5,9.505,82.4073170731707,1.2746646069394
ISR,2017,12.3,,3.7,2.0,100.0,,97.0,98.0,98.0,3.16,99.954530525254,,,3.0,0.0,0.0,92.501468705461,7.18,,14518.0,2.5,8.724,82.5512195121951,1.4802767563935
ISR,2018,12.6,,3.7,1.9,99.9999974940639,,96.0,98.0,98.0,3.12,99.9481936554644,,,3.0,0.0,0.0,93.246366687265,7.23,,15615.0,2.5,8.086,82.8024390243903,1.37172864889576
ISR,2019,12.9,,3.6,1.9,99.9999972375092,,96.0,98.0,99.0,3.12,99.9420152981856,,,3.0,0.0,0.0,93.9939270854838,7.17,,16132.0,2.5,8.12,82.8048780487805,1.5334715897378
ISR,2020,,,3.5,1.8,100.0,,96.0,98.0,99.0,3.07,99.9360152701559,,,3.0,0.0,,94.7442026231493,7.71,,16569.0,2.5,7.58,82.6487804878049,1.4273496987921
ISR,2021,,,3.4,1.8,100.0,,96.0,98.0,99.0,3.06,99.9301814472667,,,,0.0,,95.4971484657731,7.9,,16856.0,2.5,7.614,82.5,1.94380733880528
ISR,2022,,,3.4,1.8,100.0,,96.0,98.0,99.0,,99.9245193973947,,,,0.0,,96.252787006842,,,9999.0,,7.42,82.7,
ISR,2023,,,,,,,,,,,,,,,,,,,,9999.0,,,,
