ISO_3,year,"Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Primary education, teachers","Adjusted net enrollment rate, primary (% of primary school age children)",Children out of school (% of primary school age),"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Adolescents out of school (% of lower secondary school age),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)"
SYR,2010,,9.0,,114.27764,,98.94972,1.22200000286102,,,,8.81793022155762,,,,,,,,,,
SYR,2011,,9.0,,120.07503,,,0.95100998878479,,,,8.19662952423096,,,,,,,,,,
SYR,2012,,9.0,,123.1114,,,0.958710014820099,,,,8.02208042144775,,,,,,,,,,
SYR,2013,,9.0,,83.52493,,72.24962,38.1223411560059,,,,43.3914604187012,,,,,,,,,,
SYR,2014,86.3000030517578,9.0,,,,,,,,,,,,,,,,,,,
SYR,2015,,9.0,,,,,,,,,,,,,,91.6350173950195,90.4147872924805,,,,
SYR,2016,,9.0,,,,,,,,,,,,,,,,,,,
SYR,2017,,9.0,,,,,,,,,,,,,,,,,,,
SYR,2018,,9.0,,,,,,,,,,,,,,,,,,,
SYR,2019,,9.0,,,,,,,,,,,,,,,,,,,
SYR,2020,,9.0,,,,,32.6716613769531,,,,51.6045303344727,,,,,,,,,,
SYR,2021,94.0,9.0,,,,,33.1737785339355,,,,52.4526100158691,,,,,,,,,,
SYR,2022,,9.0,,,,,28.9314994812012,,,,52.9101104736328,,,,,,,,,,
SYR,2023,,9.0,,,146383.0,,23.5768909454346,,,,52.0967903137207,,,,,,,,,,
MEX,1997,,,,108.816,524927.0,96.07538,1.1768399477005,,,,,,,,,,,,,,
MEX,1998,,9.0,,,531389.0,96.73013,1.33776998519897,,,,,,,,,,,,,20.18843,3.17838001251221
MEX,1999,,9.0,,109.48958,539853.0,99.75729,0.137160003185272,,,,14.7843904495239,,,,,,,,,20.64129,3.36164999008179
MEX,2000,91.0,9.0,63.8600006103516,109.29295,543694.0,99.8354,0.059969998896122,40.1100006103516,,18.8999996185303,16.9263401031494,,,,9.02999973297119,,,,,,3.80870008468628
MEX,2001,,11.0,,109.17285,548215.0,99.76405,0.171069994568825,,,,,,,,,97.3671417236328,96.9433517456055,95.6995162963867,96.9363098144531,14.50125,4.0313401222229
MEX,2002,90.0,11.0,64.4800033569336,108.25716,552409.0,99.69272,0.25093001127243,41.0200004577637,,23.0400009155273,12.6890001296997,,,,,97.6365814208984,96.744499206543,97.2837066650391,97.2380294799805,19.61567,4.24307012557983
MEX,2003,,11.0,,107.1684,557278.0,99.64344,0.271899998188019,,,,9.50506973266602,,,,,97.6605834960938,96.5826034545898,94.7836227416992,96.8780975341797,16.8584,4.83262014389038
MEX,2004,91.0,11.0,67.5199966430664,104.32153,519161.0,99.61885,0.296079993247986,45.0200004577637,,23.8999996185303,8.29743003845215,,,,12.539999961853,96.9874267578125,96.8027114868164,96.9177627563477,96.8345794677734,17.39438,4.51204013824463
MEX,2005,92.0,11.0,70.8899993896484,105.02803,519112.0,99.61853,0.214560002088547,47.6800003051758,,25.8799991607666,8.26171016693115,,,,12.1099996566772,97.6673965454102,97.344596862793,95.5007476806641,96.9030075073242,17.45499,4.63395023345947
MEX,2006,92.0,11.0,70.4400024414062,105.01005,521183.0,99.74528,0.189689993858337,47.6300010681152,,25.7199993133545,6.33102989196777,,,,14.9099998474121,97.5839462280273,97.1573028564453,95.6841583251953,96.762092590332,17.19888,4.4931697845459
MEX,2007,93.0,11.0,71.8499984741211,111.6418,522733.0,99.53468,0.15888999402523,51.810001373291,,30.2099990844727,5.33292007446289,,,,14.4499998092651,98.0525970458984,96.8352584838867,95.2344818115234,96.8702697753906,18.47466,4.47921991348267
MEX,2008,93.0,11.0,70.9800033569336,114.35324,524517.0,99.55953,0.096160002052784,48.4199981689453,,25.0900001525879,5.26965999603271,,,,14.460000038147,98.1124496459961,95.8705368041992,94.3622970581055,96.5311279296875,18.86044,4.60609006881714
MEX,2009,93.0,11.0,74.4000015258789,114.32104,528555.0,99.80355,0.124130003154278,54.3600006103516,,31.3500003814697,5.73285007476807,,,,15.4799995422363,97.3613662719727,96.4192199707031,93.5619506835938,95.9171600341797,20.00251,4.94933986663818
MEX,2010,93.0,11.0,73.5299987792969,106.96526,529599.0,99.7295,0.162550002336502,52.1100006103516,,27.9799995422363,7.16351985931396,12.7600002288818,0.140000000596046,1.30999994277954,14.4200000762939,97.9414291381836,97.0614624023438,91.4765396118164,96.0821685791016,19.6634,4.93695020675659
MEX,2011,94.0,11.0,76.4016036987305,105.34747,531256.0,99.61604,0.207129999995232,56.7227630615234,,31.2047462463379,7.36051988601685,,0.0622703433036804,,13.7109308242798,97.4035568237305,96.7540969848633,92.4217529296875,96.0974578857422,18.12508,4.90405988693237
MEX,2012,94.0,14.0,75.879997253418,104.4087,533866.0,99.56089,0.233600005507469,54.7599983215332,,29.5200004577637,7.12679004669189,,,,16.3099994659424,97.5089797973633,97.415168762207,93.1876983642578,96.3935775756836,19.46464,4.88348007202148
MEX,2013,94.0,14.0,78.1100006103516,104.17258,575337.0,99.49125,0.269670009613037,56.560001373291,,31.6299991607666,4.38244009017944,14.3199996948242,0.0900000035762787,1.27999997138977,14.7799997329712,96.9459991455078,96.5973968505859,92.2838516235352,95.6096115112305,22.09098,4.50858020782471
MEX,2014,95.0,14.0,77.0299987792969,105.19614,573238.0,99.38286,0.314850002527237,57.0900001525879,,31.1200008392334,2.97639989852905,13.960000038147,0.0799999982118607,1.24000000953674,14.4300003051758,98.0200576782227,97.4567565917969,91.9110565185547,95.7048034667969,21.32413,5.06808996200562
MEX,2015,94.0,14.0,79.2300033569336,106.12234,574276.0,99.3177,0.316359996795654,59.5400009155273,,33.3499984741211,1.77625000476837,14.7799997329712,0.219999998807907,2.08999991416931,16.2700004577637,98.4335403442383,97.6918029785156,92.7563629150391,96.9408264160156,21.47549,5.05087995529175
MEX,2016,95.0,14.0,79.2300033569336,105.24902,574210.0,99.21367,0.3126600086689,60.0400009155273,15.1499996185303,32.1800003051758,2.43499994277954,14.710000038147,0.0799999982118607,1.39999997615814,15.1499996185303,97.8180618286133,97.0774765014648,93.8988265991211,96.6935806274414,21.091,4.75795984268188
MEX,2017,95.0,14.0,81.4199981689453,104.68476,573284.0,99.16952,0.333790004253387,61.1699981689453,15.8199996948242,34.1100006103516,5.01799011230469,15.3699998855591,0.0799999982118607,1.44000005722046,15.8199996948242,98.1293106079102,97.7174606323242,96.1540832519531,97.5841293334961,,4.39752006530762
MEX,2018,95.0,14.0,80.5800018310547,,571520.0,,0.255989998579025,62.2000007629395,16.4500007629395,34.0299987792969,7.11796998977661,16.0200004577637,0.0799999982118607,1.50999999046326,16.4500007629395,98.3831329345703,98.064323425293,96.6521301269531,97.8710403442383,,4.13945007324219
MEX,2019,,14.0,83.2612609863281,,572104.0,,0.317059993743896,65.4377288818359,,36.7302017211914,7.2519998550415,,0.083509624004364,,16.5131149291992,98.3339004516602,97.8255462646484,97.4935913085938,97.9377670288086,,
MEX,2020,95.0,14.0,82.120002746582,,572961.0,,0.29093998670578,64.4899978637695,18.7700004577637,36.2700004577637,7.63704013824463,17.1299991607666,0.310000002384186,2.45000004768372,18.7700004577637,98.3797607421875,97.9462890625,97.1812286376953,97.9123764038086,,4.50059986114502
MEX,2021,,14.0,84.5522766113281,,568857.0,,0.333270013332367,67.6639556884766,,39.3577270507812,8.08275032043457,,0.106888227164745,,18.3071022033691,98.3563537597656,98.0600967407227,97.3821029663086,97.7550430297852,,4.24952983856201
MEX,2022,,14.0,83.3099975585938,,567929.0,,0.341919988393784,66.1100006103516,,37.9000015258789,8.01016044616699,,0.124373972415924,,18.5101623535156,,,,,,
MEX,2023,,14.0,85.7091598510742,,,,,68.8944778442383,,40.8621482849121,,,0.134587541222572,,18.7779369354248,,,,,,
MKD,1997,,,,98.22314,,,,,,,,,,,,,,,,,
MKD,1998,,,,97.83531,5855.0,91.52067,7.63302993774414,,,,,,,,,,,,,,
MKD,1999,,,,99.80594,5865.0,91.29531,6.44825983047485,,,,,,,,,,,,,,
MKD,2000,,,,96.68171,5884.0,97.70197,0.0527000017464161,,,,,,,,,,,,,,
MKD,2001,,,,94.91011,5729.0,94.86286,0.264039993286133,,,,,,,,,,,,,,
MKD,2002,96.0,,78.5999984741211,94.88922,5718.0,93.74603,0.358339995145798,47.7999992370605,12.2299995422363,,,,,,,,,98.8807220458984,97.9178695678711,15.01055,3.30014991760254
MKD,2003,,,,93.29841,5766.0,92.58005,1.54103004932404,,,,,,,,,,,,,,
MKD,2004,,9.0,,93.32073,5681.0,92.91026,0.880249977111816,,,,,,,,,,,,,,
MKD,2005,,9.0,,94.38885,5684.0,94.39764,1.01267004013062,,,,3.85705995559692,,,,,,,,,,
MKD,2006,,9.0,,93.81589,5492.0,92.35763,2.83863997459412,,,,,,,,,,,,,,
MKD,2007,,9.0,,91.86715,5519.0,91.46441,1.70846998691559,,,,,,,,,,,,,,
MKD,2008,,9.0,,,6661.0,90.74566,4.23100996017456,,,,,,,,,,,,,,
MKD,2009,,9.0,,93.0764,6859.0,91.96401,2.45724010467529,,,,,,,,,,,,,,
MKD,2010,,13.0,88.0714340209961,93.47914,6949.0,95.30565,0.319050014019012,57.6808052062988,14.9238538742065,57.1032028198242,,11.5935745239258,0.201310783624649,0.70120245218277,14.9238538742065,,,,,,
MKD,2011,,13.0,88.826789855957,,6999.0,,,58.9581451416016,16.5935325622559,58.3066444396973,,13.6029100418091,0.197262480854988,0.774586975574493,16.5935325622559,,,,,,
MKD,2012,97.5999984741211,13.0,89.888801574707,90.46062,7081.0,89.71004,2.31207990646362,60.2270164489746,17.0634117126465,59.6451644897461,,14.2136545181274,0.156551107764244,0.979267776012421,17.0634117126465,,,,,,
MKD,2013,,13.0,90.7169494628906,92.56372,7060.0,88.62747,3.41268992424011,61.1001129150391,16.3386421203613,60.6468162536621,,13.2775440216064,0.226538091897964,1.12789523601532,16.3386421203613,,,,,,
MKD,2014,,13.0,91.8374557495117,94.12511,7137.0,89.23011,3.87040996551514,61.8013458251953,16.9953308105469,61.4637603759766,,14.1362257003784,0.239465713500977,1.17495334148407,16.9953308105469,,,,,,
MKD,2015,,13.0,92.2767333984375,98.02541,7554.0,91.7157,2.27909994125366,62.5273551940918,18.147481918335,62.2778282165527,,15.2407369613647,0.233686566352844,1.39846348762512,18.147481918335,,,,,,
MKD,2016,,13.0,92.7706832885742,,7357.0,,,64.1983871459961,19.5501728057861,63.738208770752,,17.0363025665283,0.278686016798019,1.8373054265976,19.5501728057861,,,,,,
MKD,2017,,13.0,93.4173126220703,104.95281,7317.0,95.72853,2.90700006484985,65.8091888427734,19.6310558319092,65.41650390625,,17.2211837768555,0.29697185754776,1.81918251514435,19.6310558319092,,,,,,
MKD,2018,,13.0,91.2897796630859,,7457.0,,3.34319996833801,69.6771621704102,19.2690391540527,53.4467811584473,,21.1261196136475,0.164374440908432,1.60454738140106,19.2690391540527,,,,,,
MKD,2019,,13.0,93.5555801391602,,7484.0,,7.26470994949341,67.2968521118164,19.968168258667,66.9626770019531,,17.53786277771,0.188621953129768,1.91693508625031,19.968168258667,,,,,,
MKD,2020,,13.0,93.6399993896484,,7435.0,,6.8620400428772,68.4899978637695,21.9599990844727,68.3000030517578,,21.6800003051758,0.25,1.92999994754791,21.9599990844727,,,,,,
MKD,2021,,13.0,94.7772216796875,,7525.0,,7.36266994476318,69.7008514404297,22.2009868621826,69.5329437255859,,19.3952503204346,0.280864626169205,1.79613375663757,21.908203125,,,,,,
MKD,2022,,13.0,94.8307647705078,,7675.0,,2.96356010437012,70.7438278198242,22.5398445129395,70.5153350830078,,19.8216209411621,0.352534860372543,2.00279641151428,22.3389186859131,,,,,,
MKD,2023,,13.0,94.9431533813477,,,,,72.1707611083984,33.3820762634277,71.9502563476562,,21.0402164459229,9.91843891143799,12.498194694519,22.3899021148682,,,,,,
SAU,1997,,,,,,,,,,,,,,,,,,,,,4.37706995010376
SAU,1998,,,,,,,,,,,,,,,,,,,,16.94127,8.28131008148193
SAU,1999,,,,,,,,,,,,,,,,,,,,,7.07226991653442
