ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
BHR,1997,,,15.2,6.8,,,95.0,98.0,94.0,2.9000000954,,,,,,,,,,7730.0,,18.013,74.535,0.919339454601869
BHR,1998,,,14.0,5.9,,,95.0,98.0,99.0,,,,,,,,,,,7388.0,,18.012,74.641,
BHR,1999,,,13.1,5.2,,,97.0,97.0,94.0,,,,,,,,,,,6737.0,,14.928,74.98,
BHR,2000,43.3,,12.5,4.7,99.958665400505,,97.0,97.0,98.0,2.55,99.9338494189547,97.7,,24.0,0.0,0.2,85.938322036399,3.33542562,,6264.0,,13.276,75.496,
BHR,2001,42.6,,12.0,4.3,99.9567270815289,,99.0,99.0,98.0,2.53,99.9387336652673,97.5,,23.0,0.0,0.2,86.2545643754982,3.48573017,,5704.0,,13.127,75.908,1.23244282492328
BHR,2002,41.8,,11.6,4.1,99.9547887625528,,98.0,98.0,99.0,2.57,99.9436179115799,97.6,,25.0,0.0,0.2,86.5708067145975,3.67866111,,4197.0,,13.508,76.088,1.06905493539233
BHR,2003,41.3,,11.3,3.9,99.9528504435767,,98.0,97.0,99.0,2.45,99.9485021578926,97.8,,25.0,0.0,0.2,86.8870490536968,3.88658071,,28186.0,,16.878,76.337,
BHR,2004,40.7,,11.0,3.7,99.9509121246006,,98.0,98.0,99.0,2.29,99.9533864042052,97.7,,22.0,0.0,0.2,87.2032913927961,3.49817729,,53424.0,,20.395,76.56,
BHR,2005,40.1,,10.7,3.6,99.9489738056245,,98.0,98.0,99.0,2.25,99.9582706505178,97.5,,21.0,0.0,0.2,87.4979749660731,3.25870824,,53401.0,,19.42,76.931,
BHR,2006,39.4,,10.3,3.4,99.9470354866484,,98.0,98.0,99.0,2.1,99.9631548968304,97.5,,21.0,0.0,0.2,87.7720285700187,3.10821271,,53765.0,,16.944,77.156,
BHR,2007,38.7,,9.9,3.3,99.9450971676723,,97.0,97.0,99.0,1.96,99.968039143143,97.4,,18.0,0.0,0.2,88.0457789437881,3.29534078,,54165.0,,15.502,77.634,0.38441873964472
BHR,2008,38.0,,9.5,3.2,99.9431588486962,,97.0,97.0,99.0,1.89,99.9729233894557,97.5,,18.0,0.0,0.2,88.3192260873812,3.2038722,,53870.0,,15.01,78.084,0.540373316905985
BHR,2009,37.4,,9.1,3.2,99.9412205297201,,98.0,98.0,99.0,1.77,99.9778076357683,99.4,,18.0,0.0,0.2,88.5923700007982,4.32666922,,52049.0,,16.258,78.461,1.1022063203054
BHR,2010,36.9,,8.7,3.2,99.939282210744,,99.0,99.0,99.0,1.76,99.9826918820809,99.3,,20.0,0.0,0.2,88.865210684039,4.08934975,,-17076.0,,15.732,78.748,0.164792902699267
BHR,2011,36.5,,8.4,3.2,99.9373438917679,,99.0,99.0,99.0,2.05,99.9875761283935,99.6,,19.0,0.0,0.2,89.1377481371035,3.8651762,,-20040.0,,15.734,78.89,0.990036111567169
BHR,2012,36.3,,8.2,3.2,99.9354055727918,,99.0,99.0,99.0,2.0,99.9924603747062,99.8,,18.0,0.0,0.2,89.4099823599919,4.10642147,,11754.0,,15.827,79.081,0.734730164224437
