ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
GMB,1997,,1.1,127.8,43.0,,2.8,94.0,96.0,91.0,,,,,,,,,,,-3099.0,,130.645,56.06,
GMB,1998,,1.3,122.8,42.0,,2.9,92.0,85.0,90.0,,,,,,,,,,,-3291.0,,128.31,56.554,
GMB,1999,,1.4,117.9,41.0,,3.03,93.0,74.0,90.0,,,,,,,,,,,-3486.0,,124.142,56.816,
GMB,2000,62.1,1.6,113.1,40.1,72.1075908501495,2.95,91.0,80.0,89.0,,51.0627051437066,51.6,,778.0,5.44268405264111,3.3,43.2425714292799,6.65441465,,-3676.0,,119.552,56.942,
GMB,2001,61.8,1.7,108.5,39.3,72.7780951889904,2.84,91.0,87.0,89.0,,49.9139762488768,,,748.0,5.11448618788373,3.3,42.0363671605558,5.63960838,,-3876.0,18.0,116.217,57.043,
GMB,2002,61.6,1.8,104.0,38.7,73.4462244651666,2.71,92.0,87.0,90.0,,48.7879531144786,,,772.0,4.79370933058829,3.3,40.8531854449126,6.27723551,,-4068.0,19.8,109.466,57.08,
GMB,2003,61.3,1.9,99.6,38.2,74.1049967166856,2.66,94.0,87.0,90.0,,47.7243145471678,,,770.0,4.48310311373629,3.2,39.7358285386491,5.32621098,,-3717.0,20.5,103.441,57.586,
GMB,2004,61.0,1.9,95.3,37.6,74.7354569707352,2.38,95.0,87.0,92.0,,46.6954259623673,,,745.0,4.18941346289311,3.1,38.6702260976948,5.42000151,,-3632.0,20.7,102.605,58.088,
GMB,2005,60.6,1.9,91.2,36.9,75.3638472217929,2.25,95.0,95.0,91.0,0.8,46.5783414060291,,,718.0,3.90185065871536,2.9,38.0773925606051,5.38602448,,-3204.0,21.5,100.911,58.394,
GMB,2006,60.2,2.0,87.3,36.2,75.9901487166188,2.23,95.0,95.0,89.0,,46.4862599534796,52.1,,689.0,3.62040228361163,2.8,37.4898724721165,5.43720865,,-2667.0,20.5,103.114,59.06,
GMB,2007,59.7,2.0,83.5,35.5,76.6143432809498,2.12,97.0,95.0,88.0,,46.4185278485547,,,698.0,3.34505536799474,2.7,36.906696557592,4.95501947,,-2325.0,18.4,102.585,59.394,
GMB,2008,59.2,2.0,80.0,34.7,77.2365923531236,2.05,98.0,96.0,92.0,,46.3744961350565,,,667.0,3.07574457082206,2.7,36.3267505192465,4.65938807,,-2203.0,15.4,100.276,60.082,
GMB,2009,58.5,1.9,76.5,33.9,77.8561721373253,2.02,97.0,98.0,96.0,1.1,46.3534895570565,,,647.0,2.81266703094974,2.6,35.7496626835841,4.46430683,,-2267.0,14.0,100.018,60.427,
GMB,2010,57.9,1.9,73.3,33.1,78.4736042784807,1.93,97.0,97.0,92.0,,46.3547751187486,56.1,,620.0,2.55563723248064,2.6,35.1739574980766,4.11944056,48.1,-2464.0,13.1,94.637,60.717,
GMB,2011,57.2,1.9,70.2,32.4,79.0885274433353,1.8,96.0,96.0,91.0,1.1,46.3775404309418,,,597.0,2.30472520605048,2.6,34.5988711041324,4.36967373,,-2363.0,12.9,93.041,61.526,
GMB,2012,56.4,1.9,67.4,31.7,79.701282058038,1.74,98.0,98.0,95.0,,46.4212039686368,,12.8358755062731,575.0,2.05981963197339,2.5,34.0231894531547,4.26872253,,-2342.0,13.6,91.597,62.096,
GMB,2013,55.6,1.9,64.6,30.9,80.3110194685297,1.66,97.0,97.0,96.0,,46.4844349819106,57.2,12.847157451115,598.0,1.82107171769477,2.4,33.4462587435755,3.91374874,,-2486.0,14.4,88.107,62.114,
GMB,2014,54.8,1.9,62.0,30.1,80.9175927499699,1.57,96.0,96.0,96.0,1.04,46.5660269049022,,12.8583288695746,543.0,1.58843523895504,2.3,32.8669120667719,3.05234575,,-2797.0,15.4,82.721,62.269,
GMB,2015,53.9,1.8,59.5,29.3,81.5208646385111,1.47,97.0,97.0,97.0,1.01,46.6646753535046,,12.8693739061363,535.0,1.3618479553109,2.2,32.2839309858956,3.1761291,48.6,-3224.0,15.9,78.309,62.494,
GMB,2016,52.8,1.8,57.1,28.5,82.120548806327,1.4,95.0,95.0,97.0,1.06,46.7787649612216,,12.8802607965602,505.0,1.14125078218336,2.1,31.6960533840143,3.19523716,,-3477.0,16.7,74.03,63.013,
GMB,2017,51.7,1.7,54.8,27.8,82.7168510831421,1.3,92.0,92.0,90.0,,46.907216138854,,12.8910057557181,494.0,0.926503818044861,2.0,31.1019367704233,3.35449266,,-3694.0,17.6,69.575,62.995,
GMB,2018,50.6,1.7,52.7,27.0,83.3096612794683,1.17,93.0,93.0,91.0,,47.0485300098961,82.7,12.9015935647382,512.0,0.717507366990512,1.9,30.5002767621313,3.34384227,,-3936.0,17.8,67.16,63.04,
GMB,2019,49.5,1.6,50.7,26.3,83.8990207770481,1.03,88.0,88.0,85.0,0.94,47.2014093324921,,12.9120231633742,474.0,0.514137297636903,1.8,29.8897660893303,3.158566,,-4186.0,18.3,65.844,63.755,
GMB,2020,,1.5,48.9,25.7,84.4849824727792,0.97,85.0,85.0,82.0,1.11,47.364575636903,83.8,12.9222952829562,458.0,0.316269705032077,,29.2691264463876,3.72824287,53.4,-1960.0,18.7,63.944,62.612,
GMB,2021,,1.5,47.2,25.0,85.0674415666693,0.98,82.0,82.0,79.0,1.15,47.53641750078,,12.9323930477143,,0.123779994815327,,28.6339876113019,3.18962693,,-1960.0,19.6,63.188,62.083,
GMB,2022,,1.4,45.6,24.4,85.6466129857002,0.95,79.0,79.0,74.0,,47.7159921427543,,12.9423341700543,,0.0654308145448171,,27.9860575932316,,,-3000.0,,60.681,62.906,
GMB,2023,,,,,,,,,,,,,,,,,,,,-3000.0,,,,
