ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
PST,1997,,,8.07140602219783,4.28216595848262,,,47.7569664381082,90.6211202553725,89.5003309073958,7.08762392600592,,,,,,,,,,2750572.0,,25.3337230977729,76.7748959680283,
PST,1998,,,7.80579669393743,4.16749243934459,,,51.8118016696574,90.9458415233391,89.3677166333666,6.92060724917054,,,,,,,,,,2624727.0,,24.9520993818528,76.990814986284,
PST,1999,,,7.53402798067639,4.0149872603353,,,53.0180845384694,93.0434397072953,90.6018930978497,6.7782268267094,,,,,,,,,,2599912.0,,24.4868541278093,77.0972380099734,
PST,2000,12.1783578306484,,7.32228348835575,3.90331352308141,99.2379379281257,,55.3555122405819,92.698966211337,90.9102980098229,6.50946098331834,98.8554479118666,99.4560774722501,,12.0,0.0311548562206265,0.859716415975399,87.9649026527976,9.56873729015618,,2522425.0,,24.1571199833112,77.349351778834,
PST,2001,12.0251670569511,,7.10049668931721,3.82057016078771,99.2512565694923,,58.2067896127066,94.3958523261757,91.5137898848604,6.40874468063203,98.8772374494436,,,12.0,0.0291270100654996,0.847873183489127,88.1132968767648,10.0578231261925,,2523819.0,2.56603127728379,23.2892409379758,77.6440001289902,
PST,2002,11.9433701416328,,6.91866583981984,3.80954146274098,99.2272962977117,,60.8159432960331,94.5297525740045,91.9262274460257,6.34121489179189,98.8980141372099,,,12.0,0.0270726456740921,0.81934547680448,88.2746198626011,10.4964775017076,,3196920.0,2.53461146230624,22.5861150897809,77.7961534958994,
PST,2003,11.912568314618,,6.76773132414475,3.71275504516426,99.2368085551728,,63.6025352957887,95.1145522751758,92.7680748410322,6.22543233226991,98.9170036744826,,,11.0,0.0250620132754152,0.795273221860027,88.438963177822,10.6936580816891,,3320350.0,2.53474674436382,22.1108144527408,77.9092237127172,
PST,2004,11.8748986103573,,6.64063968601241,3.60121438323668,99.2173573089859,,65.8778364087591,95.4309476665281,92.9870870677537,6.15943140160346,98.9422499259638,,,11.0,0.0230928219233207,0.783108195388896,88.6463239369644,10.6510771757971,,3359645.0,2.53431880505523,21.9499033830387,78.3391630442744,
PST,2005,11.8579536765008,,6.48275633138272,3.54290169232153,99.118025855936,,66.9687785126939,95.5908644454054,92.5962234761977,6.07872587124876,98.9704915375248,,,11.0,0.021157828671979,0.768959816544533,88.8450497382696,10.7341959264212,,3276194.0,2.52406565956335,21.6801087682624,78.4264196988978,
PST,2006,11.890372316861,,6.34013847684254,3.45434181790918,99.1108301097258,,67.1727126438699,96.0914855568779,92.9592983725802,6.02610087579863,98.9979941336527,,,11.0,0.0192525295598935,0.696964887831303,89.0437707942752,10.829744498181,,3460942.0,2.52484587885805,22.0080845406461,78.7586473515955,
PST,2007,11.904081960735,,6.1678095407418,3.35964198082059,99.1078180248827,,67.2158854980001,95.8211585407543,92.8898472790248,6.02827922698001,99.0230334049126,,,11.0,0.0173689949455647,0.667003953795736,89.2507483607643,10.8103435298824,,3972624.0,2.52177434087603,22.413990010323,79.0058514277467,
PST,2008,11.8911470114968,,6.02216807826423,3.30827980249182,99.1067444842834,,68.2698821730773,95.5906427183744,92.7054530049271,5.93372909965301,99.0471534408975,,,11.0,0.0155212916304518,0.628367559517433,89.4599370223058,11.0174212378068,,3657179.0,2.51999049633886,22.4610031181348,79.1508584263205,
PST,2009,11.9170993781792,,5.88143265691212,3.21735688912856,99.1035264034563,,67.4861037582051,94.2771812698304,91.1348125954325,5.89417419967008,99.0697118151965,,,11.0,0.0137788010521692,0.566382831703008,89.7671958039561,11.9581022003226,,3137219.0,2.5310685652418,21.6185565328233,79.4756095757224,
PST,2010,11.9433876496273,0.295050543901108,5.67222237040621,3.12086500414362,99.1233841407234,,67.8118222484004,93.5776320294692,91.3114723421776,5.84104688131488,99.091689583298,99.1484780896625,,10.0,0.0122891528444736,0.55341708573835,90.0813845366719,11.8975300487874,,2961191.0,2.55493078226716,20.0849443488851,79.6850584909436,
PST,2011,12.0318680308178,0.298724276442925,5.56568897255753,3.07964546723738,99.141990661392,,68.1730776077523,94.0357518644267,91.9107362190216,5.7720353338384,99.1062053327164,,,11.0,0.0109749029110071,0.508127967390262,90.3801552187399,11.9659201159036,,3349598.0,2.53351525542405,18.6219028983008,79.950319503711,
PST,2012,12.102821914502,0.300461741401241,5.42613609639615,3.05352889258912,99.1606218434064,,69.169956574782,94.6824080026156,92.6119249561202,5.76041410697849,99.1201489807688,,,11.0,0.00975197398059175,0.508520774913347,90.691410345898,12.1108064243948,,3360433.0,2.51610042083654,17.5352015972808,80.0836715018756,2.2
PST,2013,12.2070695883388,0.309037480458934,5.32604394473539,2.99018192997136,99.1922081416378,,69.7643152206792,94.3520470336599,92.8246817490611,5.70925850655728,99.1338943381316,,,11.0,0.00855905186580984,0.47808608839371,90.9904017510433,12.1210921635921,,3165585.0,2.51125423828847,16.1527724240881,80.2602095768695,
PST,2014,12.3285302539335,0.309599034756889,5.23297020137986,2.96829490236994,99.2123506296586,,69.8098254641742,92.2313839076495,92.054027416349,5.62260047912127,99.1476159792062,,,11.0,0.00738925807286699,0.45076139359662,91.3080524321452,12.3108622775039,,3068657.0,2.51075535434306,15.0133634815684,80.5157118699578,1.9
PST,2015,12.4724565220996,0.312637458104623,5.15692364737115,2.90512530545118,99.2520743522096,,70.7816512158816,92.1028838689197,91.7555245093768,5.57958774941405,99.1591600313445,,,11.0,0.0064507463178847,0.424911173536232,91.6030880818177,12.7008850533063,,3241249.0,2.50975204038773,13.9811478046051,80.3817473499255,2.3
PST,2016,12.6687501871649,0.312716435356966,5.06798220015449,2.869166733418,99.2908301736092,,71.7880527005251,92.1043541938961,91.2022440342818,5.53887967069713,99.1702356494724,,,11.0,0.00569516091586351,0.460069691108347,91.8944723674584,12.8505298254583,,3458467.0,2.51030634557986,13.0137856184413,80.5391330454269,
PST,2017,12.8707951839737,0.312876955287864,4.99470311333808,2.85884462116616,99.3291629838847,,72.8563375332489,93.0470505621678,92.9635303635959,5.57869602650096,99.1808149050582,,,11.0,0.00494590645853973,0.469945838413661,92.191239810631,12.8107142762707,,3525765.0,2.50568181691593,12.1135122844315,80.583392604549,
PST,2018,13.1116962159582,0.305565979902932,4.92349691268927,2.84730754793714,99.3673650733088,,73.9411610288429,93.705341123714,93.5615582717133,5.54102860345315,99.1904735312113,,,12.0,0.00415511902440224,0.471731851132988,92.4578814079446,12.7563311511426,,3589262.0,2.5157564998386,11.376117573513,80.6701397121384,
PST,2019,13.390132844753,0.307321669149679,4.87487250080188,2.79896383513311,99.4036001312909,,89.9703203553218,94.0754335952783,92.9127361226868,5.48655570030137,99.204923137679,98.7092155119665,,12.0,0.0032250007906246,0.455900276255813,92.7001813118261,12.9554727497507,,3675644.0,2.54790163499331,10.9799993020778,80.8980437439001,
PST,2020,,0.306440476179653,4.80406802978922,2.73773973553714,99.442272072561,,89.622738951808,93.4706904357453,93.0307148100956,5.40712399108064,99.205174624806,,,12.0,0.00249387761720687,,92.7890646473131,14.4120621326704,,2267432.0,2.58969076624242,10.6815998019372,79.9983213884459,
PST,2021,,,4.7211794211964,2.65766914093795,99.4820655567766,,90.1049284838664,93.8743563870209,93.318272320305,,99.203876735156,,,,0.00177599928343563,,92.8495927126543,13.8225034997889,,2195799.0,2.67432657562078,10.7572204200367,79.7379449051126,
PST,2022,,,4.70124003777361,2.55576046640645,99.5422851140151,,89.8159123124942,93.705067968563,93.1455709798903,,99.2277051367357,,,,0.00177529390982644,,93.0689817830258,,,-3727154.0,,10.286469340693,80.1676151914022,
PST,2023,,,,,,,,,,,,,,,,,,,,3930203.0,,,,
