ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
AGO,1997,,1.1,216.1,52.5,,1.84,,41.0,78.0,,,,,,,,,,,49960.0,,187.51,46.306,
AGO,1998,,1.2,212.5,51.9,,1.97,,47.0,59.0,,,,,,,,,,,51856.0,,182.742,45.057,
AGO,1999,,1.3,208.0,51.0,,2.03,,21.0,40.0,,,,,,,,,,,51687.0,,178.605,45.386,
AGO,2000,51.8,1.3,202.9,50.0,41.1443097881583,2.12,,31.0,32.0,,27.5575243295056,,,860.0,42.8665163273154,3.6,,1.90859938,,53527.0,,177.316,46.024,
AGO,2001,51.5,1.4,197.0,49.0,42.254675873402,2.13,,42.0,60.0,,28.9892228999424,44.7,,800.0,41.4148305268363,3.5,,4.48351622,,56959.0,67.8,176.253,46.59,
AGO,2002,51.3,1.5,190.0,47.7,43.3768004555676,2.14,,47.0,59.0,,30.4224688661868,,,758.0,39.9543915637018,3.6,,3.32946134,,60505.0,63.5,175.341,47.386,
AGO,2003,50.9,1.6,182.3,46.3,44.3638728219385,2.21,,46.0,44.0,,31.8560605984651,,,676.0,38.4866436567611,3.7,,3.54797316,,59438.0,59.1,171.817,49.617,
AGO,2004,50.5,1.6,173.7,44.7,45.351334802482,2.23,,47.0,43.0,,33.2903908906274,,,594.0,37.011145199745,3.7,,3.96719909,,66585.0,55.4,170.795,50.592,
AGO,2005,50.1,1.7,164.7,43.2,46.336018417288,2.17,,47.0,21.0,0.8,34.7226378362301,,,550.0,35.5313703343076,3.6,,2.85219526,,64009.0,52.6,170.951,51.57,
AGO,2006,49.6,1.8,155.2,41.6,47.1502307724816,2.18,,44.0,21.0,,35.9912829408025,,,508.0,34.2467274682578,3.6,,2.68553543,,70170.0,49.8,169.366,52.369,
AGO,2007,49.2,1.8,145.9,40.1,47.9614692762391,2.12,43.0,48.0,58.0,,37.2593050122209,47.3,,463.0,32.9584484616742,3.4,,2.97439122,,73940.0,46.7,168.678,53.642,
AGO,2008,48.5,1.8,136.7,38.7,48.7704037164953,2.06,45.0,49.0,48.0,,38.5275103563643,,,438.0,31.6655773263921,3.3,,3.32290339,,73804.0,43.6,168.701,54.633,
AGO,2009,47.7,1.9,127.7,37.3,49.5751644888688,1.97,47.0,50.0,46.0,,39.7942707753161,,,399.0,30.3701618034194,3.0,,3.84260798,,77265.0,32.6,169.586,55.752,
AGO,2010,46.9,1.9,119.6,35.9,50.3768404281237,1.84,49.0,51.0,62.0,,41.0607923213848,,,367.0,29.0707378552581,3.0,,2.69509959,,90016.0,22.6,164.955,56.726,
AGO,2011,46.3,1.9,111.5,34.8,51.1748356552453,1.75,50.0,52.0,57.0,,42.3266654473422,,,335.0,27.7678532281875,2.8,,2.64560771,,94709.0,14.2,159.295,57.596,4.34888145017182
AGO,2012,45.9,1.9,104.3,33.7,51.9685419144087,1.64,52.0,53.0,65.0,,43.5914724861148,,25.9416890630751,304.0,26.4620681552713,2.8,,2.39574957,,96056.0,13.3,156.557,58.623,4.83160976473495
AGO,2013,45.6,1.9,97.9,32.6,52.7573457655021,1.44,54.0,54.0,59.0,,44.8547922195447,,26.0939171717973,291.0,25.1539708065609,2.6,,2.73282695,,91528.0,12.7,153.345,59.307,
AGO,2014,45.3,1.9,92.5,31.5,53.5415077905239,1.25,55.0,55.0,56.0,,46.1170299677134,,26.245110852663,292.0,23.8430914518129,2.4,,2.43412876,,84532.0,12.5,151.093,60.04,
AGO,2015,45.0,1.8,87.9,30.6,54.316930612657,1.13,59.0,59.0,51.0,,47.3744826098829,,26.3933998784123,274.0,22.5342707302981,2.4,,2.60579467,,74170.0,13.5,148.074,60.655,4.4582353472576
