ISO_3,year,CPIA gender equality rating (1=low to 6=high),"Literacy rate, youth (ages 15-24), gender parity index (GPI)","School enrollment, tertiary (gross), gender parity index (GPI)","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","Adjusted net enrollment rate, primary, female (% of primary school age children)","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","Adolescents out of school, female (% of female lower secondary school age)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",Proportion of seats held by women in national parliaments (%),Women Business and the Law Index Score (scale 1-100),Pregnant women receiving prenatal care (%),"Employers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contraceptive prevalence, any modern method (% of married women ages 15-49)","Contraceptive prevalence, any method (% of married women ages 15-49)",Unmet need for contraception (% of married women ages 15-49)
PRI,1997,,,,,,,,,,,81.25,,1.79496665083302,1.74724680572551,,,
PRI,1998,,,,,,,,,,,81.25,,1.78219711759551,1.32601886317689,,,
PRI,1999,,,,,,,,,,,81.25,,1.91846570580602,1.06138492295242,,,
PRI,2000,,,,88.6699981689453,,80.9800033569336,40.0800018310547,,,,81.25,,1.87521516372694,1.03379842449525,,,
PRI,2001,,,,,,,,,,,81.25,,1.88171174808236,0.876059749697214,,,
PRI,2002,,,,,,,,,,,81.25,,2.03927311136184,1.21248129566059,,,
PRI,2003,,,,,,,,,,,81.25,,1.96757625656708,1.005057633498,,,
PRI,2004,,,,,,,,,,,81.25,,1.99432074438123,0.960479426731989,,,
PRI,2005,,,,,,,45.1300010681152,,,,81.25,,1.99015609512496,0.931803908809576,,,
PRI,2006,,,,,,,44.4000015258789,,,,81.25,,2.08771600300526,0.903268219383922,,,
PRI,2007,,,1.37222003936768,,,,44.4599990844727,,,,81.25,,2.13297208276888,0.853037047156101,,,
PRI,2008,,,1.35198998451233,,,,46.3400001525879,,,,81.25,,2.01936698298112,0.837748151598067,,,
PRI,2009,,,1.35258996486664,,,,,,,,81.25,,2.04129837516628,0.848054633531827,,,
PRI,2010,,1.0,1.32163000106812,,92.84468,,,,,,81.25,,2.05330734642937,0.851840454086954,,,
PRI,2011,,,1.31152999401093,,89.51948,81.0899963378906,47.9300003051758,10.1303796768188,,,81.25,,2.10221349165414,0.817137275989596,,,
PRI,2012,,,1.30434000492096,89.0500030517578,89.99319,80.9599990844727,,8.88327980041504,16.4300003051758,,81.25,,2.16546840262553,0.803127017457271,,,
PRI,2013,,,1.30007994174957,,88.45844,,,7.10257005691528,,,81.25,,2.18851518038152,0.776505436870352,,,
PRI,2014,,,1.28714001178741,,88.23688,,,3.93046998977661,,,81.25,,2.21981410313701,0.77978371614979,,,
PRI,2015,,,1.27549004554749,,85.88144,,,4.10200023651123,,,81.25,,2.25963747256186,0.783027306079781,,,
PRI,2016,,,1.26450002193451,,80.3519,,,9.14671039581299,,,81.25,,2.16634386586243,0.769630900337557,,,
PRI,2017,,1.0,,91.5800018310547,,88.879997253418,55.3499984741211,,8.77000045776367,,81.25,,2.06837406755473,0.742804921420243,,,
PRI,2018,,,1.26999998092651,,,,,4.27993011474609,,,81.25,,2.23107232320351,0.729650463107411,,,
PRI,2019,,,,,,,,,,,81.25,,2.24000069135824,0.728518743369982,,,
PRI,2020,,,,,,,,,,,83.75,,2.12165151356812,0.732399763123977,,,
PRI,2021,,1.0,,,,,,,,,83.75,,2.16326095833259,0.736991141015854,,,
PRI,2022,,,,,,,,,,,83.75,,2.199917095991,0.715258567452563,,,
PRI,2023,,,1.36351001262665,,,,,13.5300302505493,,,83.75,,2.19036922823114,0.701992609936188,,,
BMU,1997,,,,,,,,,,,,,,,,,
BMU,1998,,,,,,,,,,,,,,,,,
BMU,1999,,,,,,,,,,,,,,,,,
BMU,2000,,,,,,91.7399978637695,55.5299987792969,,,,,,,,,,
BMU,2001,,,,,,,,,,,,,,,,,
BMU,2002,,,,,,,,,,,,,,,,,
BMU,2003,,,,,,,,,,,,,,,,,
BMU,2004,,,,,,,,,,,,,,,,,
BMU,2005,,,,,,,,,,,,,,,,,
BMU,2006,,,1.53419995307922,,,,,,,,,,,,,,
BMU,2007,,,1.5786600112915,,,,,,,,,,,,,,
BMU,2008,,,1.49624001979828,,,,,,,,,,,,,,
BMU,2009,,,1.58861994743347,,,,,,,,,,,,,,
BMU,2010,,,1.49958002567291,,,,54.3400001525879,,30.4599990844727,,,,,,,,
BMU,2011,,,1.501620054245,,96.95572,,,,,,,,,,,,
BMU,2012,,,1.47901999950409,,90.61033,,,,,,,,,,,,
BMU,2013,,,1.53560996055603,,,,,,,,,,,,,,
BMU,2014,,,1.45164000988007,,,,,,,,,,,,,,
BMU,2015,,,1.55287003517151,,,,,,,,,,,,,,
BMU,2016,,,,,,,57.9099998474121,,33.810001373291,,,,,,,,
BMU,2017,,,1.38882994651794,,,,,,,,,,,,,,
BMU,2018,,,1.28531002998352,,,,,,,,,,,,,,
BMU,2019,,,,,,,,,,,,,,,,,
BMU,2020,,,,,,,,,,,,,,,,,
BMU,2021,,,,,,,,,,,,,,,,,
BMU,2022,,,,,,,,,,,,,,,,,
BMU,2023,,,1.32552003860474,,,,,,,,,,,,,,
GRD,1997,,,,,,,,,,20.0,65.625,,,,,,
GRD,1998,,,,,,,,,,20.0,65.625,,,,,,
GRD,1999,,,,,,,,,,,65.625,98.0,,,,,
GRD,2000,,,,,,,,,,26.6666666666667,75.0,,,,,,
GRD,2001,,,,,,,,,,26.6666666666667,75.0,,,,,,
GRD,2002,,,,,,,,4.74279022216797,,26.6666666666667,77.5,99.0,,,,,
GRD,2003,,,,,,,,22.3283405303955,,26.6666666666667,77.5,99.0,,,,,
GRD,2004,,,,,,,,8.15565013885498,,26.6666666666667,77.5,,,,,,
GRD,2005,4.5,,,,97.36652,,,12.0367803573608,,26.6666666666667,77.5,100.0,,,,,
GRD,2006,5.0,,,,,,,,,26.6666666666667,77.5,,,,,,
GRD,2007,5.0,,,,,,,,,26.6666666666667,77.5,100.0,,,,,
GRD,2008,5.0,,,,,,,,,13.3333333333333,77.5,,,,,,
GRD,2009,4.5,,1.27315998077393,,,,,,,13.3333333333333,77.5,,,,,,
GRD,2010,4.5,,,,,,,,,13.3333333333333,77.5,,,,,,
GRD,2011,4.0,,,,,,,,,13.3333333333333,77.5,,,,,,
GRD,2012,4.0,,,,,,,,,13.3333333333333,77.5,,,,,,
GRD,2013,4.0,,,,,,,5.51012992858887,,33.3333333333333,77.5,,,,,,
GRD,2014,3.5,,,,,,,9.42910003662109,,33.3333333333333,77.5,,,,,,
GRD,2015,3.5,,1.15073001384735,,,,,,,33.3333333333333,77.5,,,,,,
GRD,2016,3.5,,1.22713005542755,,,,,,,33.3333333333333,77.5,,,,,,
GRD,2017,3.5,,1.19638001918793,,,,,,,33.3333333333333,77.5,,,,,,
GRD,2018,3.5,,1.21270000934601,98.056396484375,,49.7152786254883,19.466703414917,,6.19565582275391,46.6666666666667,77.5,,,,,,
GRD,2019,3.5,,,98.7716674804688,,56.3302307128906,23.9541893005371,,7.30770540237427,46.6666666666667,80.625,,,,,,
GRD,2020,3.5,,,98.7247009277344,,55.3976631164551,25.7908515930176,,6.51893091201782,46.6666666666667,80.625,,,,,,
GRD,2021,3.5,,,,,,,5.38100385665894,,46.6666666666667,80.625,,,,,,
GRD,2022,3.5,,,,,,,,,31.25,80.625,,,,,,
GRD,2023,3.5,,,,,,,,,31.25,80.625,,,,,,
GIN,1997,,,0.123099997639656,,,,,,,7.01754385964912,46.875,,2.25929995856677,44.013474806795,,,
GIN,1998,,,0.133310005068779,,31.84127,,,,,8.7719298245614,46.875,,2.30492839757298,43.5084088373226,,,
GIN,1999,,,,,34.5219,,,81.2375030517578,,8.7719298245614,46.875,73.5,2.34809813242572,42.8453055793268,4.2,6.2,24.8
GIN,2000,,,,,38.27413,,,,,8.7719298245614,46.875,,2.43466339424386,42.1248195556481,,,
GIN,2001,,,,,41.81146,,,77.2603073120117,,8.7719298245614,46.875,,2.47710804191185,41.3535643024347,,,
GIN,2002,,,,,48.4312,,,73.5823593139648,,,46.875,,2.46158075197843,40.5930638854065,,,
GIN,2003,,1.0,,,51.97961,,,,,19.2982456140351,46.875,84.3,2.54268884743269,39.0144131558677,,,
GIN,2004,,,0.181160002946854,,55.08819,,,69.6419677734375,,19.2982456140351,46.875,,2.63525606183134,38.1384311489971,,,
GIN,2005,4.0,0.375759452581406,0.224500000476837,,57.44553,,,65.8551712036133,,19.2982456140351,46.875,82.2,2.70121472510509,37.3260809794653,5.7,9.1,21.9
GIN,2006,3.5,,0.266079992055893,,60.09855,,,63.6305313110352,,19.2982456140351,46.875,,2.82326458897211,36.2183172962153,,,
GIN,2007,3.5,,0.283410012722015,,62.21745,,,,,19.2982456140351,46.875,88.4,2.78495931243172,35.5773701749898,,,
GIN,2008,3.5,,0.319440007209778,,61.25068,,,,,,46.875,88.4,2.81403253931643,34.880210429201,,,
GIN,2009,3.5,,0.329650014638901,,62.56424,,,,,,46.875,,3.00229591936512,33.2888751559622,,,
GIN,2010,3.5,1.0,0.324660003185272,,63.81267,5.23000001907349,1.88999998569489,59.9862899780273,0.660000026226044,,46.875,,3.04437292934885,32.5051053591489,,,
GIN,2011,3.0,,0.348549991846085,,68.79723,,,61.2946090698242,,,46.875,,3.04354915098954,31.6522641572914,,,
GIN,2012,3.0,0.519458770751953,0.364800006151199,,68.46382,,,60.1138229370117,,,46.875,85.2,3.03994605831287,30.9756149345899,4.6,5.6,23.7
GIN,2013,3.0,,0.433620005846024,,69.55429,,,59.498664855957,,,46.875,,3.08556957668849,29.9088679866779,,,
GIN,2014,3.0,1.0,0.44242000579834,9.11999988555908,73.2645,5.51999998092651,2.49000000953674,59.32080078125,1.78999996185303,21.9298245614035,59.375,,3.15203027775996,28.8410417602155,,,
GIN,2015,3.0,,0.40683576464653,,,,,60.7428398132324,,21.9298245614035,59.375,,3.23706619356998,27.6955194520832,,,
GIN,2016,3.0,,0.418100863695145,14.5551996231079,70.62254,8.60955047607422,,60.722484588623,3.05458998680115,21.9298245614035,59.375,84.3,3.09141932968108,27.3217927163706,7.8,8.6,27.6
GIN,2017,3.0,,0.453490972518921,,,,,,,21.9298245614035,62.5,,2.92666552220813,26.8806506310583,,,
GIN,2018,3.0,1.0,0.39317199587822,11.1800003051758,,6.82999992370605,2.83999991416931,58.9938201904297,2.65000009536743,21.9298245614035,62.5,80.9,2.86410643454985,26.0442447136468,10.6,10.9,22.1
GIN,2019,3.0,,0.404074788093567,65.5658264160156,,39.2396850585938,22.4036235809326,58.5651664733887,15.1507043838501,22.8070175438596,73.75,,2.82061091448774,25.1940227348314,,,
GIN,2020,3.0,,0.409110724925995,,,,,59.142448425293,,16.6666666666667,73.75,,2.92213954238264,24.9059140382158,,,
GIN,2021,3.0,0.688210010528564,0.460138857364655,,,,,58.8965950012207,,,73.75,,2.95477521499492,23.5762920270388,,,
GIN,2022,3.0,,,,,,,,,29.6296296296296,73.75,,2.96580058791343,22.7846062377567,,,
GIN,2023,3.0,,,,,,,,,29.6296296296296,73.75,,2.96737887676433,22.3549300317658,,,
CSS,1997,,1.04428005218506,1.33840000629425,,,,,,,11.6104868913858,,,1.79024604819829,6.37943251077214,,,
CSS,1998,,1.04221999645233,1.38120996952057,,,,,,,,,,1.81528411805662,5.78274300587506,,,
CSS,1999,,1.04061996936798,1.41835999488831,,92.35063,,,,,13.0434782608696,,,1.73151843223757,5.5810222888788,,,
CSS,2000,,1.03928995132446,1.45644998550415,,92.58239,,,,,13.2,,86.8448405317903,1.71045096802553,5.34192751655417,,,
CSS,2001,,1.03814995288849,1.48067998886108,,91.92655,,,,,15.3061224489796,,,1.76221702174212,5.10661876567085,,,
CSS,2002,,1.03723001480103,1.50221002101898,,90.75354,,,,,15.9863945578231,,,1.75936515592926,5.04031594935238,,,
CSS,2003,,1.03629004955292,1.51031005382538,,90.45917,,,,,16.3204747774481,,,1.8332926842656,4.75571834604807,,,
CSS,2004,,1.03538000583649,1.48547005653381,,91.71112,,,,,18.75,,,1.83986319722008,4.56879443334048,,,
CSS,2005,4.3,1.03419995307922,1.4804300069809,,91.30733,,,,,18.75,,,1.8491113912412,4.30533856572786,,,
CSS,2006,4.3,1.03261995315552,1.48362004756927,,91.01731,,,,,17.9941002949853,,,1.8104792173489,3.999427208127,,,
CSS,2007,4.0,1.03210997581482,1.48098003864288,,91.28915,,,,,17.8885630498534,,,1.77919455442642,3.74641184316514,,,
CSS,2008,4.0,1.03075003623962,1.47434997558594,,91.74481,,,,,17.1014492753623,,,1.7658310208417,3.53426271587203,,,
CSS,2009,3.9,1.02939999103546,1.49278998374939,,91.00019,,,,,16.9590643274854,,,1.75355896800693,3.46118734060248,,,
CSS,2010,3.7,,1.49759995937347,,91.4823,,,,,13.953488372093,,93.505120278016,1.7376754646969,3.36674949035482,46.8514948210916,49.1404929193925,21.3868414527205
CSS,2011,3.7,,1.49669003486633,,91.92491,,,,,14.868804664723,,,1.74124263551468,3.32174225624224,,,
CSS,2012,3.5,,1.46480000019073,,91.70234,,,,,15.2941176470588,,,1.75345333949825,3.27093367838238,,,
CSS,2013,3.5,,1.49146997928619,,91.11903,,,,,16.4705882352941,,,1.75271330937216,3.28526897009758,,,
CSS,2014,3.4,,1.45414996147156,,91.19897,,,,,16.5680473372781,,,2.13663092559104,3.14798509252276,,,
CSS,2015,3.4,,1.41923999786377,,92.31195,,,,,19.6480938416422,,,2.0337873836257,3.39451355560062,,,
CSS,2016,3.3,,1.42431998252869,,90.74128,,,,,19.6480938416422,,,2.04532007985758,3.49539006980159,,,
CSS,2017,3.4,,,,89.55856,,,,,20.7602339181287,,,1.90749476963005,3.20076389311276,,,
CSS,2018,3.4,,,,89.1015,,,,,21.6374269005848,,,1.81221463346799,3.48252832571525,,,
CSS,2019,3.4,,,,,,,,,22.5146198830409,,,1.92072488137843,3.32960148268271,,,
CSS,2020,3.4,,,,,,,,,24.8538011695906,,,1.79285734294038,3.54598672171537,,,
CSS,2021,3.4,,,,,,,,,25.3644314868805,,,2.01167451218233,3.1573807588492,,,
CSS,2022,3.4,,,,,,,,,25.3687315634218,,,1.93202099536931,3.01550937626086,,,
CSS,2023,3.4,,,,,,,,,26.0869565217391,,,1.94838491173435,2.89876781583524,,,
OED,1997,,,1.06515002250671,,,,,,,16.001174398121,,,1.98311876903594,6.48324578096405,,,
OED,1998,,,1.07128000259399,,95.04668,,,,,16.340129288911,,,1.95445276188589,6.1310022709187,,,
OED,1999,,,1.07678997516632,,95.92177,,,,,17.2898594077176,,,1.95066753100654,5.89337487669063,,,
OED,2000,,,1.07558000087738,,95.8974,,,,,18.0485717342463,,,1.97015388582169,5.52343209571984,,,
OED,2001,,,1.08943998813629,,96.28314,,,,,17.728334857259,,,1.97536445781454,5.40793804001078,,,
OED,2002,,,1.10573995113373,,95.7684,,,,,19.2410190811214,,,1.97503459686505,5.16841098296459,,,
OED,2003,,,1.11658000946045,,95.94636,,,,,19.506881869492,,,1.99247349436113,4.96337234368799,,,
OED,2004,,0.995630025863647,1.12749004364014,,96.11429,,,,,20.0886560548056,,,2.06349984367085,4.52832264758191,,,
OED,2005,,0.995840013027191,1.13516998291016,,96.67265,,,,,20.6988451288126,,,2.08639105764489,4.27828991076114,,,
OED,2006,,,1.14240002632141,,96.86118,,,,,21.0998324627969,,,2.12197894505691,3.95142902353698,,,
OED,2007,,,1.14502000808716,,97.07247,,,,,22.2375554460325,,,2.13060692590394,3.7821144146625,,,
OED,2008,,,1.14560997486115,,97.03801,,,,,22.38864800946,,,2.10991135032157,3.61620484380257,,,
OED,2009,,,1.14935994148254,,96.7986,,,,,23.0875258442454,,,2.07937296306418,3.5481225960352,,,
OED,2010,,,1.14880001544952,,96.53372,,,,,23.1670111209527,,,2.06561515605431,3.5844536451061,,74.525121400516,
OED,2011,,,1.14998996257782,,96.27163,,,,,23.9637688293788,,,2.08421474612615,3.58572927293003,,,
OED,2012,,,1.14944994449615,,96.23532,,,,,25.0270749236979,,,2.06003030336751,3.47924066025229,,,
OED,2013,,,1.14672005176544,,96.36372,,,,,26.1656502065709,,,2.01718235156469,3.32012647883204,,,
OED,2014,,,1.143630027771,,96.64467,,,,,26.7909027151588,,,1.97616089938812,3.15210909866054,,,
OED,2015,,,1.14375996589661,,,,,,,27.8432940235859,,,2.00126774776507,3.02309542814822,,,
OED,2016,,,1.14206004142761,,97.07888,,,,,27.9655931186237,,,1.98439502824236,2.85796198426603,,,
OED,2017,,,1.14706003665924,,97.12684,,,,,28.8716814159292,,,1.9936085459367,2.78516327733998,,,
OED,2018,,1.00038003921509,1.15157997608185,,96.71011,,,,,29.8748645186718,,,1.98303800694105,2.67004237666944,,,
OED,2019,,1.00058996677399,1.16147005558014,,,,,,,30.8018124507486,,,1.96729514566382,2.54123959095239,,,
OED,2020,,1.00074005126953,1.17475998401642,,,,,,,31.4990138067061,,,1.90700937234168,2.32072905412196,,,
OED,2021,,1.00073003768921,1.19371998310089,,,,,,,32.4234092694423,,,1.9527724628133,2.31561362953374,,,
OED,2022,,1.00074005126953,1.19998002052307,,,,,,,32.5221238938053,,,1.95665827015038,2.17227499073056,,,
OED,2023,,,1.19763994216919,,,,,,,32.8286373207661,,,1.92996653315087,2.04371221627717,,,
AFG,1997,,,,,,,,,,,25.625,,0.0184341090889611,91.0944346321765,,,
AFG,1998,,,,,,,,,,,25.625,,0.0181087640226839,91.0434362695327,,,
AFG,1999,,,,,,,,,,,26.25,,0.0177723768655299,90.9871264193218,,,
AFG,2000,,,,,,,,,,,26.25,36.9,0.0175357003987466,90.8849429327315,3.6,5.3,
AFG,2001,,,,,,,,,,,26.25,,0.0174426877651786,90.7778673713105,,,
AFG,2002,,,,,,,,,,,26.25,,0.0204355695685175,90.489431891166,,,
AFG,2003,,,0.265920013189316,,,,,,,,26.25,16.1,0.0227983458838685,90.2343422745882,8.7,10.3,
AFG,2004,,,0.265989989042282,,,,,,,,26.25,,0.0289238734217338,89.6572719108247,,,
AFG,2005,,,,,,,,,,27.3092369477912,26.25,,0.0327525136605803,89.1820597157992,12.5,13.6,
AFG,2006,2.0,,,,,,,,,27.3092369477912,26.25,30.3,0.0415857223152341,88.5095173779183,17.5,18.6,
AFG,2007,2.0,,,,,,,,,27.6859504132231,28.75,,0.0460833209484408,88.0523230026049,,,
AFG,2008,2.0,,,,,,,,,27.6859504132231,28.75,36.0,0.0575922687609844,87.3843199267048,15.2,22.8,
AFG,2009,2.0,,0.229350000619888,,,,,,,27.3092369477912,28.75,,0.0819836321846676,86.2947941426102,,,
AFG,2010,2.0,,,,,,,,,27.710843373494,28.75,59.6,0.109503392850004,85.2308883426179,19.9,21.8,
AFG,2011,2.0,1.0,0.334769994020462,,,,,,,27.710843373494,28.75,47.9,0.175032692888039,83.6885808085889,20.2,21.2,
AFG,2012,2.0,,,,,,,,,27.710843373494,28.75,51.2,0.248910748084183,82.2715480212066,13.8,,
AFG,2013,1.5,,,,,,,,,27.710843373494,28.75,,0.597909065634091,79.8813190499933,,,
AFG,2014,1.5,,0.266440004110336,4.40215969085693,,3.44174790382385,1.15079605579376,,0.506414830684662,27.710843373494,28.75,63.2,1.4566642901038,76.6005588438373,,,
AFG,2015,1.5,0.441399991512299,,6.84849977493286,,4.57541990280151,,,,27.710843373494,28.75,58.6,1.809677052351,73.3963950785834,19.8,22.5,24.5
AFG,2016,1.5,,,,,,,,,27.710843373494,38.125,,2.01629973317593,70.457519818279,19.8,22.5,24.4653465007926
AFG,2017,1.5,,,9.98258304595947,,5.88423299789429,1.93327450752258,,1.93327450752258,27.710843373494,38.125,70.2,2.25922609942773,67.2440281898069,,,
AFG,2018,1.5,,0.33967998623848,,,,,,,,38.125,65.2,1.67489547635969,64.5647004553262,,,
AFG,2019,1.5,,,,,,,,,27.8688524590164,38.125,,1.05997729500053,62.450328963781,,,
AFG,2020,1.5,,0.38128998875618,9.93856811523438,,7.33971500396729,2.76836943626404,,1.43156433105469,27.0161290322581,38.125,,0.732126094177491,60.3588821938911,,,
AFG,2021,,1.0,,8.63000011444092,,6.40000009536743,2.53999996185303,,1.14999997615814,27.0161290322581,38.125,,0.693545005548214,60.8465573679478,,,
AFG,2022,1.0,0.536690652370453,,10.2197399139404,,7.04204988479614,,,1.53609001636505,,31.875,,0.522516201694947,68.2520632927752,,,
AFG,2023,1.0,,,,,,,,,,31.875,,0.589395370542796,66.7798192102057,,,
CHN,1997,,,,,88.3706,,,,,,62.5,85.9,2.26273412532073,36.256452167028,83.3,83.8,2.7
CHN,1998,,,,,,,,,,21.8194024840551,62.5,87.1,2.30678832799049,35.3621430004154,,,
CHN,1999,,,,,,,,,,21.8194024840551,62.5,89.3,2.3558121979094,34.3901641819499,,,
CHN,2000,,1.0,,,,43.3800010681152,3.07999992370605,,,21.7828418230563,62.5,89.4,2.40502476072376,33.3249378803411,,,
CHN,2001,,,,,,,,,,21.7828418230563,62.5,90.3,2.45076770003491,32.1488420840028,86.2,86.9,2.3
CHN,2002,,,,,,,,,,21.7828418230563,65.0,90.1,2.48451395477396,30.9604820995965,,,
CHN,2003,,,0.832880020141602,,,,,,,20.2345058626466,65.0,88.9,2.50938696690685,29.7403147832865,,,
CHN,2004,,,0.894029974937439,,,,,,,20.2345058626466,70.0,89.7,2.52922648173415,28.4857385170243,,,
CHN,2005,,,0.914690017700195,,,,,,,20.2684563758389,70.0,89.8,2.5422358357254,27.3079171095898,,,
CHN,2006,,,0.959500014781952,,,,,,,20.2684563758389,72.5,89.7,2.55378062225892,26.1709260039716,84.0,84.6,
CHN,2007,,,0.996689975261688,,,,,,,20.620992237597,72.5,90.9,2.56528178031442,25.1042924293938,,,
CHN,2008,,,1.03743004798889,,,,,,,21.325744894543,69.375,91.0,2.58279119326555,24.0266686872136,,,
CHN,2009,,,1.05973994731903,,,,,,,21.325744894543,69.375,92.2,2.60175638546606,23.0243418960009,,,
CHN,2010,,1.0,1.08205997943878,,,58.6500015258789,,,3.0,21.325744894543,69.375,94.1,2.62736703302923,22.0050302342688,,,
CHN,2011,,,1.10389995574951,,,,,,,21.3230355943586,69.375,93.7,2.65814434564365,21.029076723139,,,
CHN,2012,,,1.11684000492096,,,,,,,21.3230355943586,75.625,95.0,2.68761454005876,20.1326550294836,,,
CHN,2013,,,1.13402998447418,,,,,,,23.40140609307,75.625,95.6,2.71521846398812,19.2817540868256,,,
CHN,2014,,,1.15319001674652,,,,,,,23.40140609307,75.625,96.2,2.73952614206532,18.4714065089992,,,
CHN,2015,,,1.1701899766922,,,,,,,23.6228455559311,75.625,96.5,2.75676049351014,17.7425587895538,,,
CHN,2016,,,1.18367004394531,,,,,,,23.6228455559311,75.625,96.6,2.76991602266719,17.0204141356018,,,
CHN,2017,,,1.18761003017426,,,,,,,24.2476060191518,75.625,,2.77901105824323,16.2958679573925,80.5,84.5,
CHN,2018,,,1.19551002979279,,,,,,,24.8993288590604,75.625,99.6,2.77590803936496,15.6035420570043,,,
CHN,2019,,,1.19866001605988,,,,,,,24.9411764705882,75.625,,2.77423843408806,15.0023069512256,,,
CHN,2020,,1.0,1.18023002147675,93.7399978637695,,67.370002746582,15.4200000762939,,7.40000009536743,24.9411764705882,75.625,,2.81590022136246,14.8981690981929,,,
CHN,2021,,,1.16430997848511,,,,,,,24.9411764705882,75.625,,2.84820869732524,13.9983509812926,,,
CHN,2022,,,1.14534997940063,,,,,,,24.9411764705882,78.125,,2.85201409098456,13.4914401155172,,,
CHN,2023,,,1.14169001579285,,,,,,,26.5367819952973,78.125,,2.83811968774327,13.1437927142769,,,
TJK,1997,,,,,,,,,,2.76243093922652,70.0,,4.11717360786149,24.77416939635,,,
TJK,1998,,,,,,,,,,2.76243093922652,70.0,,4.02925137346182,24.7108865163922,,,
TJK,1999,,,0.415719985961914,,,,,32.4841003417969,,2.76243093922652,70.0,,4.00943269052759,24.6619563126951,,,
TJK,2000,,1.0,0.431650012731552,96.0199966430664,92.22853,89.9400024414062,,24.8008899688721,6.23999977111816,15.0,70.0,71.3,4.03990866293458,24.5170109197531,28.3,33.9,
TJK,2001,,,0.392839998006821,,91.26457,,,26.2711505889893,,12.6984126984127,70.0,,4.13327180989257,24.3288427908905,,,
TJK,2002,,,0.410620003938675,,94.11367,,,22.1317501068115,,12.6984126984127,70.0,,4.26938809799221,24.0846349202246,,,
TJK,2003,,,0.421490013599396,,,,,,,12.6984126984127,70.0,,4.43314667069812,23.8096945081286,,,
TJK,2004,,,0.43342998623848,,,,,15.8776702880859,,12.6984126984127,70.0,,4.60788094576132,23.4772184404923,,,
TJK,2005,3.5,,0.456750005483627,,,,,15.9609899520874,,17.4603174603175,73.125,77.1,4.78782434074935,23.0988743856682,36.1,37.9,
TJK,2006,3.5,,0.469370007514954,,,,,14.9023704528809,,17.4603174603175,73.125,,4.96514269528473,22.675890653271,,,
TJK,2007,3.5,,0.478210002183914,,,,,12.9740200042725,,17.4603174603175,73.125,88.8,5.13275044173965,22.2118264809527,31.6,37.1,
TJK,2008,4.0,,0.494269996881485,,,,,12.3940200805664,,17.4603174603175,73.125,,3.4228246689157,23.9192544647959,,,
TJK,2009,4.0,,0.512960016727448,,,,,11.8520498275757,,17.4603174603175,73.125,,2.24823911893249,25.4359002590475,,,
TJK,2010,4.0,1.0,0.514789998531342,,,,,10.9008502960205,,19.047619047619,73.125,,2.33157883921573,24.7172309327196,,,
TJK,2011,4.0,,0.511240005493164,,,,,,,19.047619047619,73.125,,2.40880615765526,23.9340919954148,,,
TJK,2012,4.0,,0.509989976882935,,,,,,,19.047619047619,73.125,78.8,2.4814927698195,23.1550001693251,25.8,27.9,22.9
TJK,2013,4.0,,0.545459985733032,,,,,,,19.047619047619,75.625,,2.54653513845897,22.3317856361192,,,
TJK,2014,4.0,,0.587870001792908,,97.72736,,,,,16.9491525423729,75.625,,2.61266433349044,21.51740856991,,,
TJK,2015,4.0,,0.647570013999939,,97.00439,,,,,19.047619047619,75.625,,2.67205763896185,20.6244542908589,,,
TJK,2016,4.0,,0.69173002243042,,97.14069,100.0,14.5018587112427,,7.73346471786499,19.047619047619,75.625,,2.73334256628815,19.7485920713746,,,
TJK,2017,4.0,0.977400004863739,0.726880013942719,94.5645599365234,,93.3499984741211,,,7.1399998664856,19.047619047619,78.75,91.8,2.78212276335704,18.9081989397595,27.1,29.3,22.7
TJK,2018,4.0,,,,,,,,,19.047619047619,78.75,,2.83211104901594,18.066836495044,,,
TJK,2019,4.0,,,,,,,,,19.047619047619,78.75,,2.88257856377423,17.2080209699746,,,
TJK,2020,4.0,,0.854404628276825,,,,,,,23.8095238095238,78.75,,3.03368204795502,16.8328017012228,,,
TJK,2021,4.0,,0.817788362503052,,,,,,,23.8095238095238,78.75,,3.08155510910559,15.8334845444164,,,
TJK,2022,4.0,,0.909814178943634,,,,,,,26.984126984127,78.75,,3.09703944062218,15.262279767201,,,
TJK,2023,4.0,,1.07573342323303,,,,,,,26.984126984127,78.75,,3.12333312354979,14.6765601963574,,,
ARB,1997,,0.832650005817413,0.810819983482361,,,,,,,3.74716124148373,,,2.37621968356219,25.9728738564193,,,
ARB,1998,,0.843349993228912,0.83815997838974,,70.28387,,,,,3.45744680851064,,,2.69380444715952,23.7209559342662,,,
ARB,1999,,0.854240000247955,0.861729979515076,,72.19401,,,,,3.61677568295498,,,2.74180545783497,22.9807751755159,,,
ARB,2000,,0.864269971847534,0.890600025653839,,73.55228,,,,,3.77068103116583,,64.5791357662144,2.42254281504549,23.9510543605157,39.5969364210424,45.085367011404,
ARB,2001,,0.873269975185394,0.902379989624023,,75.17481,,,,,4.62126476719944,,,2.98698461255474,21.0863708160709,,,
