ISO_3,year,CPIA gender equality rating (1=low to 6=high),"Literacy rate, youth (ages 15-24), gender parity index (GPI)","School enrollment, tertiary (gross), gender parity index (GPI)","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","Adjusted net enrollment rate, primary, female (% of primary school age children)","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","Adolescents out of school, female (% of female lower secondary school age)","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",Proportion of seats held by women in national parliaments (%),Women Business and the Law Index Score (scale 1-100),Pregnant women receiving prenatal care (%),"Employers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contraceptive prevalence, any modern method (% of married women ages 15-49)","Contraceptive prevalence, any method (% of married women ages 15-49)",Unmet need for contraception (% of married women ages 15-49)
KGZ,2002,,,1.08987998962402,,93.06596,,,,,10.0,61.25,,0.758668718518677,16.6883963494133,,,
KGZ,2003,,,1.12207996845245,,92.91177,,,,,10.0,70.0,,0.771169511120167,16.4098316361108,,,
KGZ,2004,,,1.11634004116058,,98.03226,,,16.8531608581543,,10.0,73.125,,0.784157409987689,16.0966563076522,,,
KGZ,2005,4.0,,1.1567599773407,,95.52274,,,15.1578702926636,,0.0,76.25,,0.803288314738696,15.728061590657,,,
KGZ,2006,4.5,,1.16539001464844,,96.50473,,,12.1436004638672,,0.0,76.25,96.9,0.824034260426004,15.3629777818193,45.7,47.8,
KGZ,2007,4.5,,1.177610039711,,95.6427,,,10.7008399963379,,25.5555555555556,73.75,,0.841637108394665,14.9979645544815,,,
KGZ,2008,4.5,,1.22950005531311,,95.11345,,,9.6591100692749,,25.5555555555556,73.75,,0.863243940134612,14.6379351654302,,,
KGZ,2009,4.5,1.0,1.22790002822876,97.2600021362305,94.62188,94.5199966430664,30.4899997711182,,17.4300003051758,25.5555555555556,76.875,,0.926222099814442,14.3882114334871,,,
KGZ,2010,4.5,,1.21578085422516,,95.00208,,,9.4519100189209,,23.3333333333333,76.875,,1.02401910154892,13.7782253989624,,,
KGZ,2011,4.5,,1.19132816791534,,94.82667,,,10.7173233032227,,23.3333333333333,76.875,,0.956258390403144,14.6803100326618,,,
KGZ,2012,4.5,,1.20927250385284,,97.04948,,,11.4152879714966,,23.3333333333333,76.875,97.0,1.05667428792173,15.4256298765177,33.7,36.3,18.0
KGZ,2013,4.5,,1.22489237785339,,,,,11.7254953384399,,23.3333333333333,76.875,,1.32305909639165,21.6924220062847,,,
KGZ,2014,4.0,,1.22955071926117,100.0,,95.7106170654297,42.376895904541,10.0638589859009,0.0,23.3333333333333,76.875,98.4,1.35185735128924,21.6053698009566,39.9,41.9,19.09589631
KGZ,2015,4.5,,1.22688567638397,100.0,,96.0719299316406,42.5061531066895,10.056468963623,0.0,19.1666666666667,76.875,,2.53887089163247,17.8704724878371,,,
KGZ,2016,4.5,,1.206414103508,100.0,,96.3672485351562,42.8257369995117,8.84718894958496,0.0,19.1666666666667,76.875,,2.39105943769029,14.8946227118771,,,
KGZ,2017,4.5,,1.18181383609772,100.0,,96.1469345092773,41.6959571838379,8.19727897644043,0.0,19.1666666666667,76.875,,1.24765892595635,10.0235312803418,,,
KGZ,2018,4.5,,1.21717500686646,98.5526504516602,,92.7425308227539,43.8393669128418,7.88015699386597,24.6006393432617,19.1666666666667,76.875,99.8,0.748111761186212,12.7591838516253,37.8,39.4,19.73471917
KGZ,2019,4.5,1.00100004673004,1.19767963886261,,,,,7.77018356323242,,19.1666666666667,76.875,,0.342859615031023,12.869944082517,,,
KGZ,2020,4.5,,1.18435859680176,,,,,6.85694074630737,,16.5217391304348,76.875,,0.35481973536002,12.8707107261816,,,
KGZ,2021,4.5,,1.17817723751068,,,,,6.84499740600586,,20.4545454545455,76.875,,0.338384009199445,13.9782527818176,,,
KGZ,2022,4.5,,1.14191484451294,,,,,6.73655223846436,,20.4545454545455,76.875,,0.341156151245894,13.2691008826347,,,
KGZ,2023,4.5,,1.18316316604614,,,,,6.80101346969604,,20.0,76.875,,0.335057587521152,12.7558687254968,,,
IRN,1997,,,,,89.40619,,,,,4.88721804511278,26.25,76.5,0.983856656675101,23.8658585672467,56.0,72.9,
IRN,1998,,,,,,,,,,4.88721804511278,26.25,,1.01106501383752,25.5869561953568,,,
IRN,1999,,,0.798409998416901,,83.6223,,,,,4.88721804511278,26.25,,1.03523251869036,26.8051555138001,,,
IRN,2000,,,0.850520014762878,,84.54942,,,,,3.44827586206897,26.25,,1.05291143974276,28.035984386843,56.0,73.8,
IRN,2001,,,0.916440010070801,,,,,,,3.44827586206897,26.25,,1.05002338433345,29.5933034904697,,,
IRN,2002,,,0.970839977264404,,94.65108,,,,,4.13793103448276,26.25,,1.05127117688831,30.8251589323354,59.0,73.3,
IRN,2003,,,1.03280997276306,,93.88835,,,,,4.13793103448276,26.25,,1.06017996618397,31.9296780108173,,,
IRN,2004,,,1.05778002738953,,95.66397,,,,,4.13793103448276,26.25,,1.06921139393887,32.8858980389437,,,
IRN,2005,,1.0,1.04610002040863,,93.66697,,,,,4.13793103448276,26.25,98.3,1.07159538800965,34.4195387308766,,,
IRN,2006,,1.0,1.07138001918793,,94.24863,63.810001373291,15.210000038147,,,4.13793103448276,26.25,,0.817366358146559,30.8656929953518,,,
IRN,2007,,,1.10578000545502,,94.83389,,,,,4.13793103448276,28.75,,0.786848412681407,31.9007774101091,,,
IRN,2008,,1.0,1.12800002098083,,,56.7299995422363,14.2799997329712,,,2.7972027972028,28.75,,0.785306600407058,29.2341450949371,,,
IRN,2009,,,1.06019997596741,,97.37032,,,,,2.75862068965517,28.75,,0.801622436719323,28.5399951079609,,,
IRN,2010,,,1.00346994400024,68.6888885498047,96.35704,59.9599990844727,17.5100002288818,,5.48651599884033,2.75862068965517,28.75,96.9,0.85327747729653,26.8516706597994,,,5.7
IRN,2011,,,1.00876998901367,70.1558532714844,96.48348,43.6973648071289,28.6375160217285,,5.08361530303955,2.75862068965517,28.75,,0.943405173885498,25.4665020188953,57.0,77.4,5.7
IRN,2012,,1.0,1.0199099779129,69.482666015625,97.60107,61.7799987792969,18.3700008392334,,14.3500003814697,3.10344827586207,28.75,,0.989489510946056,24.6925462697164,,,
IRN,2013,,1.0,0.960349977016449,71.3058090209961,,64.8899993896484,20.5799999237061,,16.1599998474121,3.10344827586207,28.75,,1.18651468187545,21.5175138997856,,,
IRN,2014,,1.0,0.923950016498566,71.5922470092773,,65.7699966430664,,,16.8899993896484,3.10344827586207,31.25,,1.11366976021117,19.7540441160358,,,
IRN,2015,,,0.871599137783051,72.7120208740234,,47.2042007446289,30.3903064727783,,4.18639087677002,3.10344827586207,31.25,,1.30375335195453,20.1492578961027,,,
IRN,2016,,1.0,0.877109467983246,73.1391906738281,,67.3499984741211,,9.12094974517822,18.5900001525879,5.88235294117647,31.25,,1.24367109542837,19.9417136427779,,,
IRN,2017,,,0.872406244277954,0.0,,0.0,0.0,8.51920986175537,0.0,5.88235294117647,31.25,,1.34471659350828,18.7328003141208,,,
IRN,2018,,,0.896977424621582,79.4330368041992,,55.9170303344727,40.6853981018066,,16.1758670806885,5.88235294117647,31.25,,1.22854027568442,17.7565645962817,,,
IRN,2019,,,0.934195518493652,80.1367950439453,,56.5132904052734,41.0852394104004,,16.5527801513672,5.88235294117647,31.25,,1.11786217107033,17.0962063313641,,,
IRN,2020,,,0.973429977893829,80.9900360107422,,57.4670524597168,41.4316444396973,6.25856018066406,16.6599197387695,5.59440559440559,31.25,,0.900134790491888,16.5420279064101,,,
IRN,2021,,,1.00769996643066,81.8485946655273,,58.4093132019043,42.0890007019043,,16.9788494110107,5.59440559440559,31.25,,0.915241009093383,16.1310817945413,,,
IRN,2022,,1.0024299621582,1.00048995018005,81.9903945922852,,59.1110343933105,42.659797668457,,17.3944931030273,5.59440559440559,31.25,,1.25708035470136,13.3014050027996,,,
IRN,2023,,,,,,,,,,5.59440559440559,31.25,,1.23482435196737,12.8186901919557,,,
ESP,1997,,,1.14962995052338,,,,,,,24.7126436781609,94.375,,3.48992991998926,5.28227637985329,,,
ESP,1998,,,1.15713000297546,,,,,,,24.7126436781609,94.375,,3.37676307548393,4.85975258528149,,,
ESP,1999,,,1.15626001358032,,,,,0.106299996376038,,21.551724137931,94.375,,3.23996905751077,4.19577919871613,66.4,71.9,
ESP,2000,,,1.15269005298615,,,,,,,28.2857142857143,94.375,,3.13396707634491,3.73800320482953,,,
ESP,2001,,,1.13567996025085,,,,,,,28.2857142857143,94.375,,3.23777054019268,3.36636422877014,,,
ESP,2002,,,1.15925002098083,,,,,,,28.2857142857143,94.375,,3.13391692078935,2.91910947570801,,,
ESP,2003,,,1.16041994094849,,,,,,,28.2857142857143,94.375,,3.05782952525695,2.69472708070374,,,
ESP,2004,,1.0,1.18292999267578,84.2300033569336,,55.7400016784668,20.6200008392334,,,36.0,94.375,,3.14605244043452,2.34041865018454,,,
ESP,2005,,1.0,1.18050003051758,83.4800033569336,,59.0299987792969,22.2800006866455,,,36.0,94.375,,3.19854798503108,2.32204932229491,,,
ESP,2006,,1.0,1.18467998504639,84.3300018310547,,60.3800010681152,22.7000007629395,,,36.0,94.375,,3.26377101372324,1.94432388471615,62.2,65.7,
ESP,2007,,1.0,1.18885004520416,84.6600036621094,,61.3499984741211,23.3099994659424,,,36.5714285714286,97.5,,3.35398320100625,1.50966029140101,,,
ESP,2008,,1.0,1.19131004810333,85.2200012207031,,62.3499984741211,23.6700000762939,,,36.2857142857143,97.5,,3.48586855166294,1.27458232464898,,,
ESP,2009,,1.0,1.19298005104065,85.3499984741211,,63.2900009155273,24.3799991607666,,,36.5714285714286,97.5,,3.36334998719132,1.10904561136808,68.3,70.1,
ESP,2010,,1.0,1.1865199804306,86.0699996948242,,64.2099990844727,25.1900005340576,,0.373178362846375,36.5714285714286,97.5,,3.37061084673243,1.04322649223495,,,
ESP,2011,,1.0,1.18502998352051,86.4100036621094,,65.6399993896484,26.0100002288818,1.38703000545502,0.437961161136627,36.0,97.5,,3.28199625537352,0.805979856757454,,,
ESP,2012,,1.0,1.17613995075226,87.1500015258789,,66.7900009155273,26.6200008392334,2.0246798992157,0.466897964477539,36.0,97.5,,3.41657331969886,0.811654258516327,,,
ESP,2013,,1.0,1.17466998100281,97.2946166992188,,69.2204895019531,28.2599258422852,2.1322500705719,0.478063106536865,36.0,97.5,,3.41840322886657,0.624055015286116,,,
ESP,2014,,1.0,1.16842997074127,88.4499969482422,,70.8899993896484,28.8600006103516,2.43495988845825,21.6183586120605,39.7142857142857,97.5,,3.51065512643782,0.728357676788221,,,
ESP,2015,,1.0,1.16105997562408,88.8300018310547,,72.1699981689453,29.5599994659424,2.693039894104,22.0234088897705,41.1428571428571,97.5,,3.42591281143952,0.672864965127685,,,
ESP,2016,,1.0,1.16592001914978,89.6399993896484,99.20836,73.3099975585938,30.2800006866455,2.84827995300293,22.5599994659424,39.1428571428571,97.5,,3.35013579090106,0.529701164792638,,,
ESP,2017,,,1.1698100566864,90.7325592041016,97.70794,75.3778457641602,31.0634078979492,2.73796010017395,23.10205078125,39.1428571428571,97.5,,3.40907739426882,0.500881874944071,,,
ESP,2018,,1.0,1.17788004875183,90.620002746582,,75.370002746582,31.4799995422363,2.56612992286682,23.6299991607666,39.1428571428571,97.5,,3.37598077904803,0.45301986744661,59.9,62.1,
ESP,2019,,,1.18435001373291,91.9777526855469,,77.7738647460938,33.2948608398438,2.46856999397278,24.9427280426025,44.0,97.5,,3.42325147762454,0.378311462144666,,,
ESP,2020,,1.0,1.20201003551483,91.9899978637695,,78.5299987792969,34.0999984741211,2.55676007270813,25.5499992370605,44.0,97.5,,3.30151070091628,0.434355288632565,,,
ESP,2021,,,1.21069002151489,93.1941452026367,,81.084228515625,35.8322830200195,2.51149010658264,26.9198131561279,43.4285714285714,100.0,,3.29105025449915,0.447946361316999,,,
ESP,2022,,,1.21847999095917,93.590705871582,,81.5416717529297,36.4175987243652,2.3463499546051,27.0949516296387,42.9799426934097,100.0,,3.43334964654417,0.396816658650541,,,
ESP,2023,,,,93.2106246948242,,,,,,44.2857142857143,100.0,,3.32991852949167,0.31018947622919,,,
PER,1997,,,,,,,,,,10.8333333333333,77.5,,2.12994574363911,29.3488925522032,,,
PER,1998,,,,,97.12018,,,13.2251901626587,,10.8333333333333,77.5,,2.05150012792057,29.9639517543556,,,
PER,1999,,,,,98.63538,,,11.1450996398926,,10.8333333333333,80.625,,1.84432087632812,30.6586572713593,,,
PER,2000,,0.969200015068054,,51.0,99.54804,42.5499992370605,,9.17827987670898,,,80.625,83.8,2.04300806601014,30.4736397710372,50.4,68.9,14.4
PER,2001,,0.978799998760223,0.970459997653961,52.7700004577637,,43.2000007629395,,8.74158954620361,,18.3333333333333,80.625,,2.23706847415789,28.7987143900422,,,
PER,2002,,0.982299983501434,1.05634999275208,54.560001373291,,44.689998626709,,9.74999046325684,,18.3333333333333,80.625,,2.33139965824787,29.7795633457587,,,
PER,2003,,0.983500003814697,1.05638003349304,52.1100006103516,98.52722,43.7400016784668,,,,18.3333333333333,86.875,,2.4407002684035,30.6092016916117,,,
PER,2004,,0.979099988937378,1.01024997234344,54.9500007629395,,45.8800010681152,,10.3167400360107,,18.3333333333333,86.875,91.1,2.5427188005297,31.5540374532898,,,
PER,2005,,0.987500011920929,1.00924003124237,55.5499992370605,,46.6100006103516,,7.18721008300781,,18.3333333333333,86.875,,2.8559381750945,30.4909672930283,47.6,71.3,12.1996936288986
PER,2006,,0.986999988555908,1.04243004322052,57.3300018310547,,47.439998626709,,4.07208013534546,,29.1666666666667,86.875,91.0,2.8649753924092,29.8795913414701,47.6,71.3,12.2
PER,2007,,0.988499999046326,,59.6500015258789,,49.4900016784668,,,,29.1666666666667,90.0,,3.12192937610361,26.6511118604491,,,
PER,2008,,0.992200016975403,,59.8400001525879,,50.2200012207031,,,,29.1666666666667,90.0,94.5,2.75462931999269,25.4008510309424,48.8,72.4,12.6
PER,2009,,0.991699993610382,,59.8300018310547,99.12406,50.3600006103516,,,,27.5,90.0,94.3,2.96190534583967,25.2823965253161,50.0,73.2,10.9
PER,2010,,0.994400024414062,,60.25,,50.2000007629395,,,,27.5,92.5,94.7,3.06448319057929,24.9462821372053,50.5,74.4,10.3
PER,2011,,0.995899975299835,,60.5200004577637,99.6342,50.4099998474121,,,,21.5384615384615,92.5,95.4,2.66177835387601,24.4700171318722,51.1,75.4,9.6
PER,2012,,0.999300003051758,,62.0800018310547,93.99569,52.3400001525879,,,,21.5384615384615,92.5,96.0,2.84173721741497,23.6359058831899,51.8,75.5,9.3
PER,2013,,0.999499976634979,,62.1300010681152,96.63623,51.689998626709,,,,21.5384615384615,92.5,95.9,2.73975297230343,23.0696138326707,51.3,74.0,9.0
PER,2014,,0.996599972248077,,63.0900001525879,95.54196,52.0699996948242,,,,22.3076923076923,92.5,96.9,2.46773407484388,22.5713549540255,52.2,74.6,8.6
PER,2015,,0.995599985122681,,64.9199981689453,96.91169,53.3699989318848,,,,22.3076923076923,92.5,97.0,2.38131925298106,22.5324913247517,53.3,74.6,6.5
PER,2016,,0.996500015258789,1.03468000888824,64.6900024414062,,53.3400001525879,,5.17149019241333,,27.6923076923077,95.0,97.6,2.32939386936516,22.3905391022449,54.3,76.2,6.0
PER,2017,,0.996100008487701,1.07132995128632,65.1800003051758,,53.9599990844727,,3.91243004798889,,27.6923076923077,95.0,97.5,2.26802605071133,21.1528596444273,54.5,75.4,6.45465036622701
PER,2018,,0.999400019645691,,65.6900024414062,,54.3199996948242,,3.42146992683411,,27.6923076923077,95.0,98.1,2.36572714927636,20.8307047196962,55.0,76.3,6.3
PER,2019,,1.00039994716644,,67.0899963378906,,55.4500007629395,,5.0693302154541,,30.0,95.0,98.2,2.60868311899671,20.6874805636178,55.6,75.9,6.1
PER,2020,,0.998499989509583,,68.5800018310547,,55.9599990844727,,5.81103992462158,,26.1538461538462,95.0,98.1,1.61454318996346,26.3944821832968,55.0,77.4,6.1
PER,2021,,1.00109994411469,,68.7799987792969,,55.560001373291,,5.37263011932373,,40.0,95.0,,1.96772821748258,21.0118541978375,,,
PER,2022,,0.999800026416779,,70.1500015258789,,57.0200004577637,24.7750930786133,2.24062991142273,,40.0,95.0,,1.72316136632955,17.5423254856803,,,
PER,2023,,,,82.0098266601562,,65.9185638427734,26.2976608276367,0.80773001909256,,38.7596899224806,95.0,,2.18542975521209,16.7543532357873,,,
DMA,1997,,,,,,,,,,9.375,60.0,,,,,,
DMA,1998,,,,,,,,,,9.375,60.0,,,,,,
DMA,1999,,,,,,,,5.09322023391724,,9.375,60.0,99.9,,,,,
DMA,2000,,,,,,,,,,,60.0,,,,,,
DMA,2001,,,,90.4499969482422,95.38017,29.9400005340576,,3.82409000396729,4.82999992370605,18.75,60.0,100.0,,,,,
DMA,2002,,,,,95.67691,,,,,18.75,62.5,,,,,,
DMA,2003,,,,,93.95031,,,,,18.75,62.5,100.0,,,,,
DMA,2004,,,,,91.6088,,,,,19.3548387096774,62.5,100.0,,,,,
DMA,2005,4.5,,,,89.34475,,,,,12.9032258064516,62.5,100.0,,,,,
DMA,2006,4.0,,,,88.90277,,,1.75615000724792,,12.9032258064516,62.5,,,,,,
DMA,2007,3.5,,,,83.13332,,,,,16.1290322580645,62.5,100.0,,,,,
DMA,2008,3.5,,,,83.89169,,,,,18.75,62.5,100.0,,,,,
DMA,2009,3.5,,,,93.08009,,,0.842549979686737,,14.2857142857143,62.5,,,,,,
DMA,2010,3.0,,,,,,,,,12.5,62.5,,,,,,
DMA,2011,3.5,,,,,,,,,12.5,62.5,,,,,,
DMA,2012,3.0,,,,,,,,,12.5,62.5,,,,,,
DMA,2013,3.0,,,,,,,,,12.5,62.5,,,,,,
DMA,2014,3.0,,,,,,,,,12.9032258064516,62.5,,,,,,
DMA,2015,3.0,,,,,,,8.36608982086182,,21.875,62.5,,,,,,
DMA,2016,3.0,,,,,,,,,21.875,62.5,,,,,,
DMA,2017,3.0,,,,,,,,,25.0,62.5,,,,,,
DMA,2018,3.0,,,,,,,,,25.0,62.5,,,,,,
DMA,2019,3.0,,,,,,,15.0375900268555,,25.0,62.5,,,,,,
DMA,2020,3.0,,,,,,,14.1344995498657,,34.375,62.5,,,,,,
DMA,2021,3.0,,,79.1414184570312,,57.8777694702148,,16.6458892822266,7.06318998336792,34.375,62.5,,,,,,
DMA,2022,3.0,,,,,,,21.370210647583,,34.375,62.5,,,,,,
DMA,2023,3.0,,,,,,,22.4317302703857,,37.5,62.5,,,,,,
JAM,1997,,,,,,,,,,11.6666666666667,59.375,99.0,1.93397707313348,3.14523177178349,62.7,65.7,14.2
JAM,1998,,,,,,,,,,13.5593220338983,59.375,93.8,1.73297441658365,3.39451874774794,,,
JAM,1999,,1.0,,,91.53453,,,13.461540222168,,13.3333333333333,59.375,98.4,1.78606693663295,2.98180381930804,,,
JAM,2000,,,1.47574996948242,,92.94748,,,17.527229309082,,13.3333333333333,59.375,66.6,1.6589519279769,2.98029556650246,,,
JAM,2001,,,1.5168000459671,,93.00236,,,19.2209205627441,,13.3333333333333,59.375,70.1,1.27910727777448,3.38102837933054,,,
JAM,2002,,,1.55917000770569,,92.59197,,,17.284969329834,,,59.375,98.1,1.95128328399248,2.48412236532476,,,
JAM,2003,,,,,91.42035,,,15.1573801040649,,11.6666666666667,59.375,,1.97163459122657,2.19921946970839,66.1,69.1,11.7
JAM,2004,,,,,93.16803,,,9.44834995269775,,11.6666666666667,59.375,,1.72214349749848,2.35155110657583,,,
JAM,2005,,,,,,,,9.26667022705078,,11.6666666666667,59.375,90.5,1.8330005564466,2.46861804850905,,,
JAM,2006,,,,,,,,,,11.6666666666667,61.875,,2.10180823583042,2.15894240996809,,,
JAM,2007,,,,,,,,,,13.3333333333333,61.875,,2.15410406757093,2.15971893574184,,,
JAM,2008,,,1.55718004703522,,,,,,,13.3333333333333,61.875,99.0,1.93531599103752,2.07118339716188,,,10.0
JAM,2009,,,1.56207001209259,,,,,,,13.3333333333333,61.875,99.0,1.98191127251433,2.03010178975921,68.4,72.5,10.0
JAM,2010,,,1.55865001678467,98.2854766845703,,89.5592803955078,28.8089828491211,,,13.3333333333333,61.875,,2.13483378927298,1.9217856254663,,,
JAM,2011,,,1.56561005115509,98.1756210327148,,64.629997253418,17.7399997711182,,8.35000038146973,12.6984126984127,61.875,97.7,2.23699256718125,1.46859429878298,,,
JAM,2012,,,1.50923001766205,98.5265197753906,,91.0619659423828,32.1439666748047,,,12.6984126984127,61.875,,2.2764510152915,1.47237974790952,,,
JAM,2013,,,1.56084001064301,98.4105606079102,,90.967658996582,32.940299987793,12.5983419418335,,12.6984126984127,61.875,,2.26576243124706,1.67195994619162,,,
JAM,2014,,,,98.5635223388672,,91.7085342407227,33.4981880187988,8.60867023468018,,12.6984126984127,61.875,,2.29470367060129,1.51034764384997,,,
JAM,2015,,,1.42281997203827,,89.01816,,,7.87162685394287,,12.6984126984127,68.125,,2.30415643422813,1.3857139824061,,,
JAM,2016,,,,98.8500289916992,84.8513,88.6904373168945,35.9951248168945,19.9297180175781,,17.4603174603175,68.125,,2.29385102228287,1.26774802819429,,,
JAM,2017,,,,98.9362335205078,83.16786,89.4307250976562,36.3584136962891,15.5004444122314,,17.4603174603175,68.125,,2.44159464259916,1.39187041616738,,,
JAM,2018,,,,99.0847091674805,81.81237,89.8498840332031,37.2306747436523,15.2283964157104,,17.4603174603175,68.125,,2.70572638157149,1.35105608755579,,,
JAM,2019,,,,99.1222152709961,,90.3158645629883,39.4420890808105,17.2579078674316,,17.4603174603175,68.125,,2.28205261688302,1.28852521600308,,,
JAM,2020,,,,99.1185989379883,,90.7847595214844,39.3975296020508,,,28.5714285714286,68.125,,2.52584123565105,1.31307625627151,,,
JAM,2021,,,,99.0908432006836,,91.2503890991211,39.6797866821289,17.0294799804688,,28.5714285714286,68.125,,2.66366318285795,1.06781141461234,,,
JAM,2022,,1.10607898235321,,94.4587936401367,,79.8374481201172,40.6676330566406,16.2154006958008,12.3528003692627,28.5714285714286,68.125,,2.85694235199787,0.814946762684457,,,
JAM,2023,,,,,,,,19.3977203369141,,28.5714285714286,74.375,,2.88461681147377,0.83634448014127,,,
ARG,1997,,,,,,,,,,27.6264591439689,65.0,,2.47859582893822,2.35622655475053,,,
ARG,1998,,,,,,,,1.89958000183105,,27.6264591439689,65.0,,2.43559396572449,2.14026154042816,,,
ARG,1999,,,1.40173995494843,,,,,,,,65.0,,2.50816450886286,2.02111817827043,,,
ARG,2000,,,1.36731004714966,,,,,,,26.4591439688716,65.0,,2.96865698282061,1.83407738479067,,,
ARG,2001,,1.0,1.33592998981476,80.4499969482422,,46.0999984741211,,,,,65.0,97.5,2.46741707295588,1.76133904662493,,,
ARG,2002,,,1.33747005462646,,,,,,,30.7392996108949,65.0,,1.91212050119405,1.57999562821161,,,
ARG,2003,,,1.34669005870819,89.4000015258789,,56.189998626709,,,,30.7392996108949,65.0,,2.17779770581372,2.45825211119844,,,
ARG,2004,,,1.30524003505707,,,,,,,33.7254901960784,70.0,,2.36655914441472,2.02937268026731,,,
ARG,2005,,,1.32123994827271,,,,,,,36.1867704280156,70.0,99.2,2.24465956610401,1.70535200306803,,,
ARG,2006,,,1.35178005695343,,,,,,,35.0194552529183,70.0,,2.35853237027518,1.61702128969045,,,
ARG,2007,,,1.35222005844116,,,,,,,40.0,70.0,,2.55823347856976,1.45702896482061,,,
ARG,2008,,,1.35339999198914,,,,,,,40.0,70.0,,2.84691010834254,1.21735389382392,,,
ARG,2009,,,1.34807002544403,,,,,,,38.5214007782101,73.125,,2.97151789146431,1.17990209591189,,,
ARG,2010,,,1.34685003757477,,,,,,,38.5214007782101,73.125,,2.89473630072471,1.26098900049286,,,
ARG,2011,,,1.36926996707916,,,,,,,37.3540856031128,73.125,,2.61282313338268,1.19285228155484,,,
ARG,2012,,,1.37328004837036,,,,,,,37.3540856031128,73.125,98.1,2.62865591693392,0.860039068986173,,,
ARG,2013,,,1.38708996772766,,,,,,,36.5758754863813,73.125,,2.43935334259125,0.796510036727564,68.9,72.4,
ARG,2014,,,1.3909900188446,,,,,,,36.5758754863813,73.125,,2.26233688636107,0.957148437898274,,,
ARG,2015,,,1.39732003211975,,,,,,,,73.125,,2.32482211796814,0.954244761582625,,,
ARG,2016,,,1.40629005432129,,,,,,,35.7976653696498,73.125,,2.37345688715591,0.975500061160954,,,
ARG,2017,,,1.40893995761871,,,,,,,38.1322957198444,73.125,,2.44504397148691,0.987619329855581,,,
ARG,2018,,,1.40596997737885,,,,,,,38.9105058365759,76.25,,2.60165224702742,0.790450959221778,,,
ARG,2019,,,1.41640996932983,,,,,,,40.1574803149606,76.25,,2.38565380674943,0.819199683528492,,,
ARG,2020,,,1.42865002155304,,,,,,,40.8560311284047,76.25,95.0,1.74689491466564,0.971205515889232,67.2,70.1,12.5418687936842
ARG,2021,,,1.46200001239777,,,,,,,44.7470817120623,79.375,,2.30479846315202,0.854128409844071,,,
ARG,2022,,,1.4606100320816,,,,,,,44.7470817120623,79.375,,2.27338866298832,0.609545558538971,,,
ARG,2023,,,,,,,,,,43.1906614785992,79.375,,2.29266549593844,0.474649627374133,,,
MDG,1997,,,0.829089999198914,,,,,,,3.73134328358209,43.125,76.8,1.25817710102851,56.421873552213,9.7,19.4,27.7
MDG,1998,,,0.846130013465881,,,,,,,,43.125,,1.29677361720156,55.8764732227288,,,
MDG,1999,,,0.854380011558533,,65.18301,,,,,8.0,43.125,,1.32093350785825,55.3341778211521,12.9,25.0,
MDG,2000,,1.0,0.877219974994659,,66.72384,,,,,8.0,43.125,71.2,1.3394721725489,54.8850745249183,,18.8,
MDG,2001,,,0.849969983100891,,68.02313,,,47.0475082397461,,8.0,49.375,,1.32372129295391,54.6223987868026,,,
MDG,2002,,,0.845860004425049,,68.78684,,,,,,49.375,,1.72972807594324,52.9265879688131,,,
MDG,2003,,,0.846750020980835,,78.21286,,,41.7956504821777,,3.75,49.375,,1.72575315282812,52.4654531626679,,,
MDG,2004,,,0.916249990463257,,,,,,,6.875,49.375,79.9,1.61567542239199,54.3454794796121,18.3,27.1,24.5
MDG,2005,3.5,1.0,0.906029999256134,,,,,,,6.875,55.625,,1.50646140835689,56.0805482327716,,,
MDG,2006,3.5,,0.887610018253326,,,,,,,6.875,55.625,,1.37161926788648,57.8522652362311,,,
MDG,2007,3.5,,0.9028599858284,,,,,,,7.8740157480315,55.625,,1.22272501005171,59.5355413798648,,,
MDG,2008,3.5,,0.911450028419495,,,,,,,7.8740157480315,60.625,,1.04889232357763,61.5891968198605,,,
MDG,2009,3.5,0.970449984073639,0.921980023384094,,,,,,,,60.625,86.3,1.10445644429944,62.3693087617437,29.2,39.9,19.0
MDG,2010,3.5,,0.931249976158142,,,,,28.6938457489014,,12.5,60.625,,1.03223002238968,63.8428173598371,,,
MDG,2011,3.5,,0.9480100274086,,,,,26.701114654541,,12.5,60.625,83.1,1.26546149615182,62.5681781604225,,,
MDG,2012,3.5,1.0,0.938489973545074,75.0913238525391,,37.4242057800293,5.50265216827393,11.4909038543701,,17.4863387978142,60.625,,1.52537852162298,61.2378657955775,,,
MDG,2013,3.5,,0.959789991378784,,,,,13.5296440124512,,17.4863387978142,60.625,82.1,1.68196416643974,60.5342345504697,33.3,39.8,
MDG,2014,3.5,,0.939790010452271,,,,,24.7396221160889,,20.5298013245033,66.875,,1.81720037370909,60.0716281414432,,,
MDG,2015,4.0,,0.925249993801117,67.8792419433594,,47.5403938293457,6.64884757995605,24.1738224029541,2.178466796875,20.5298013245033,66.875,,1.97046517799347,59.4690907828307,,,
MDG,2016,4.0,,0.940880000591278,,,,,24.345588684082,,20.5298013245033,66.875,87.0,2.09437132487373,58.4156005451596,,,
