ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
CIV,1997,,7.3,149.3,43.7,,7.33,,58.0,68.0,,,,,,,,,,,61503.0,,139.528,51.449,
CIV,1998,,7.1,146.9,42.9,,6.53,,58.0,66.0,,,,,,,,,,,27375.0,,140.004,51.108,
CIV,1999,,6.9,144.1,42.0,,5.96,,58.0,57.0,,,47.1,,,,,,,,-42783.0,,140.075,50.957,
CIV,2000,54.1,6.6,140.9,41.4,70.6328654119712,4.98,,65.0,68.0,,20.683503003502,62.8,,473.0,36.6874228543201,3.0,9.57764505727547,6.12679291,,-63877.0,,140.972,50.842,
CIV,2001,54.0,6.3,137.4,40.8,70.7542299686215,4.33,10.0,66.0,71.0,,21.2855190678722,,,495.0,35.8997426604576,2.8,9.9184805397675,6.01767921,,-76730.0,18.2,140.735,50.81,
CIV,2002,53.8,5.9,133.7,40.2,70.8735531188732,3.87,48.0,64.0,71.0,,21.8879803598737,,,520.0,35.1195768864859,2.6,10.258641277738,5.90386152,,-90581.0,18.2,139.734,50.886,
CIV,2003,53.7,5.5,130.0,39.7,70.9904699748775,3.43,63.0,61.0,70.0,,22.4905747331287,,,539.0,34.3475008840115,2.7,10.5980063244405,5.47972536,,-99980.0,17.7,138.56,50.954,
CIV,2004,53.6,5.2,126.1,39.1,71.1053199610773,3.27,67.0,67.0,78.0,,23.0936137803389,68.0,,536.0,33.5830465633579,2.7,10.9366864363534,5.47516584,,-108973.0,17.2,134.459,51.363,
CIV,2005,53.5,4.8,122.1,38.5,71.217059799243,2.73,76.0,76.0,84.0,,23.818461396621,55.1,,540.0,32.8277341466507,2.8,11.2775051282803,5.00639105,,-117468.0,16.9,130.581,51.824,
CIV,2006,53.3,4.5,118.2,37.9,71.326376049963,2.54,77.0,77.0,73.0,0.4,24.5514184482042,56.8,14.7720643973061,583.0,32.0805839609968,2.9,11.6212834814289,4.76326609,,-124792.0,17.0,126.975,52.355,
CIV,2007,53.1,4.2,114.4,37.3,71.4332608666322,2.3,76.0,76.0,67.0,,25.2923605973269,,14.8442355231319,589.0,31.341622616291,2.9,11.9679176366147,4.55249786,,-130231.0,18.0,123.437,52.97,
CIV,2008,52.9,3.9,110.3,36.8,71.5377104551999,2.06,74.0,74.0,63.0,,26.0411623083941,,14.9165799997996,589.0,30.6108853112598,2.7,12.3173033765807,4.56869602,,-133857.0,18.9,120.676,53.653,
CIV,2009,52.7,3.7,106.1,36.1,71.6390606663563,1.85,81.0,81.0,67.0,,26.7970814130263,,14.9887519198698,619.0,29.8892905443829,2.8,12.66913442274,4.46966648,,-136317.0,18.3,118.605,54.394,
CIV,2010,52.5,3.5,102.5,35.5,71.7379636235924,1.72,79.0,78.0,64.0,,27.5606050351637,,15.0610953389298,604.0,29.1759365049034,2.8,13.0235155424856,4.41577387,,-138260.0,16.4,119.999,55.023,
