ISO_3,year,Prevalence of anemia among women of reproductive age (% of women ages 15-49),"Prevalence of HIV, total (% of population ages 15-49)","Mortality rate, under-5 (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)",People using at least basic drinking water services (% of population),"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Immunization, HepB3 (% of one-year-old children)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)","Hospital beds (per 1,000 people)",People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),People with basic handwashing facilities including soap and water (% of population),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",People practicing open defecation (% of population),"Mortality rate attributed to unintentional poisoning (per 100,000 population)",People using safely managed sanitation services (% of population),Current health expenditure (% of GDP),Poverty headcount ratio at national poverty lines (% of population),Net migration,Prevalence of undernourishment (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Life expectancy at birth, total (years)","Intentional homicides (per 100,000 people)"
HND,1997,,0.9,42.6,18.7,,1.19,,95.0,89.0,,,,,,,,,,,-13343.0,,128.075,67.777,
HND,1998,,0.9,64.9,18.8,,1.06,,97.0,98.0,,,,,,,,,,,-12638.0,,128.282,62.721,
HND,1999,,0.9,39.0,18.2,,0.92,,95.0,98.0,,,,,,,,,,,-11757.0,,125.774,68.422,39.5685591285963
HND,2000,21.5,0.9,37.3,17.8,85.351031542682,0.77,93.0,94.0,98.0,0.6,64.256369585163,,,82.0,18.5719656764102,0.5,43.5337376318096,6.26817989,,-10762.0,,123.567,68.662,47.711149251321
HND,2001,20.7,0.8,35.7,17.4,85.914407490473,0.6,95.0,96.0,99.0,0.6,65.2566184536545,55.7,,77.0,17.8291429703195,0.5,44.1715712553652,5.92998314,63.7,-9749.0,22.4,120.47,69.006,51.0101001607008
HND,2002,20.0,0.8,34.1,16.8,86.4980291927431,0.49,94.0,95.0,97.0,0.58,66.276167141236,,,73.0,17.0600396514474,0.5,44.7816766650993,6.2445755,64.8,-8815.0,21.6,116.121,69.366,51.6103666608143
HND,2003,19.4,0.7,32.6,16.3,87.0305580616295,0.39,91.0,92.0,95.0,0.59,67.2861940250882,,,77.0,16.3000444874848,0.5,45.3767751856981,6.89004707,65.3,-7986.0,22.0,111.749,69.507,56.55467346341
HND,2004,18.9,0.7,31.2,15.9,87.5566044676304,0.29,93.0,94.0,92.0,0.58,68.2850684160251,,,72.0,15.5513390206356,0.5,45.9577824891239,6.85484362,64.6,-7082.0,22.5,108.406,69.796,49.2861933038632
HND,2005,18.4,0.6,29.9,15.5,88.075311809876,0.23,97.0,98.0,96.0,0.58,69.2719474761156,,,75.0,14.8151398102879,0.5,46.4506282076338,7.50086403,63.7,-6187.0,22.6,104.158,70.104,42.4608634969165
HND,2006,18.0,0.6,28.7,15.2,88.587372078387,0.18,94.0,95.0,95.0,0.54,70.2477545799597,66.3,83.4654913527468,77.0,14.0905224817925,0.5,46.92750533989,7.86318684,59.9,-5451.0,22.1,101.141,70.261,40.257191550896
HND,2007,17.7,0.5,27.5,14.9,89.0924617373964,0.13,93.0,94.0,94.0,0.56,71.2122592335228,,83.5193781061259,77.0,13.3779584124762,0.5,47.3887979408442,8.08494949,58.2,-5039.0,21.2,97.358,70.376,45.2775216790742
HND,2008,17.3,0.5,26.5,14.6,89.5907538982251,0.11,92.0,93.0,93.0,0.51,72.1657913188263,,83.5733490752746,81.0,12.6772479600042,0.4,47.8344511844684,8.60362625,59.2,-5039.0,21.0,94.706,70.441,54.9879365971194
HND,2009,17.0,0.5,25.5,14.3,90.0818000636686,0.09,97.0,97.0,98.0,0.55,73.1079945959336,,83.6271512420424,73.0,11.9889876845512,0.4,48.2650921525445,8.99592495,58.8,-5196.0,18.6,91.994,70.911,63.7888974095123
HND,2010,16.8,0.4,24.6,13.9,90.5660867175185,0.09,97.0,97.0,98.0,0.61,74.0395437244252,,83.6810396572063,73.0,11.3125818811007,0.4,48.6803281980749,8.72536373,60.0,-5418.0,16.4,89.482,71.088,73.7906733961016
HND,2011,16.7,0.4,23.7,13.5,91.0431976327749,0.09,97.0,97.0,97.0,0.57,74.9601231280445,,83.8396028565901,72.0,10.6485717707369,0.4,49.0808432602279,8.79187012,61.9,-5664.0,14.1,86.963,71.439,82.389055291302
HND,2012,16.6,0.4,22.8,13.0,91.5135812982773,0.08,98.0,98.0,97.0,0.6,75.870361572386,82.8,83.9897495448321,65.0,9.99641722135701,0.7,49.4661863559067,8.65655136,66.5,-5896.0,14.3,84.451,71.734,81.570757997861
HND,2013,16.6,0.3,22.0,12.6,91.9767246735058,0.07,99.0,99.0,97.0,0.63,76.7698451271818,,84.1312079027739,65.0,9.3567550714942,0.7,49.8373113513822,8.47723007,64.5,-6094.0,15.1,81.681,71.963,71.7692910240845
HND,2014,16.7,0.3,21.2,12.1,92.4330552871736,0.07,99.0,99.0,97.0,0.61,77.6591777188148,,84.2641998657108,68.0,8.72907233442911,0.7,50.1937357432153,7.91455746,62.8,-6302.0,15.6,79.562,72.259,64.5387715492367
HND,2015,16.9,0.3,20.5,11.7,92.8820078727696,0.07,98.0,98.0,98.0,0.6,78.5378953428312,72.0,84.3884898096763,67.0,8.11404636066792,0.8,50.5367649577926,7.4837904,63.8,-6512.0,15.5,77.993,72.487,55.387562038669
HND,2016,17.1,0.3,19.7,11.3,93.3238929673688,0.08,95.0,95.0,98.0,0.63,79.4064779253868,79.0,84.5042528318575,62.0,7.5112849935597,0.4,50.866150130696,7.709445,60.9,-6685.0,14.9,76.868,72.588,54.4351572898585
HND,2017,17.3,0.3,19.0,10.9,93.7586658276332,0.07,90.0,90.0,98.0,0.64,80.2650217429443,74.0,84.6115156059532,64.0,6.92082586431817,0.5,51.1823490091562,7.00668859,64.3,-6782.0,14.3,75.341,72.692,40.1377731139661
HND,2018,17.6,0.2,18.4,10.5,94.1862868555701,0.08,91.0,91.0,91.0,0.64,81.1136333169873,,84.7103164250834,65.0,6.34266464317087,0.5,51.4858368101479,7.22820663,61.9,-6768.0,14.1,74.666,72.814,38.0992254553067
HND,2019,18.0,0.2,17.7,10.1,94.6068475212683,0.08,88.0,88.0,89.0,0.65,81.952553182089,94.1,84.8007549465735,67.0,5.77666490224924,0.5,51.7768616580996,7.30497599,59.3,-6550.0,14.5,73.802,72.881,41.1092508968675
HND,2020,,0.2,17.1,9.8,95.0204478168117,0.08,80.0,80.0,82.0,0.71,82.7820270991409,,84.8829391617228,72.0,5.22269126658827,,52.0556772548207,9.03509808,,-6199.0,16.2,72.874,71.462,35.7941595747697
HND,2021,,0.2,16.6,9.4,95.427066798294,0.08,77.0,77.0,81.0,0.66,83.6021801033969,,84.9569378022214,,4.6806843352613,,52.3228000726386,9.16101742,73.6,-5779.0,18.7,71.972,70.123,38.3427468944297
HND,2022,,0.2,16.0,9.1,95.8040948791663,0.08,78.0,78.0,77.0,,84.3969913717355,,84.9635605847528,,4.15041116452141,,52.6060558822293,,,-5374.0,,71.333,70.728,
